"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(PID) LPA4-mediated signaling events","PID_LPA4_PATHWAY","NONE",-0.14,-1.72,0.125,0.195
"(BioCarta) Cadmium induces DNA synthesis and proliferation in macrophages","BIOCARTA_CDMAC_PATHWAY","NONE",-0.0625,-1.71,0.126,0.196
"(BioCarta) EGF Signaling Pathway","BIOCARTA_EGF_PATHWAY","NONE",-0.0636,-1.71,0.127,0.197
"(Reactome) Transport to the Golgi and subsequent modification","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION","NONE",0.107,1.7,0.129,0.199
"(Reactome) Post-translational modification: synthesis of GPI-anchored proteins","REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS","NONE",-0.0607,-1.7,0.129,0.199
"(PID) Sphingosine 1-phosphate (S1P) pathway","PID_S1P_META_PATHWAY","NONE",-0.0743,-1.68,0.132,0.203
"(Reactome) Purine metabolism","REACTOME_PURINE_METABOLISM","NONE",0.0739,1.68,0.132,0.203
"(PID) VEGFR1 specific signals","PID_VEGFR1_PATHWAY","NONE",-0.0651,-1.67,0.134,0.206
"(Reactome) Glycosaminoglycan metabolism","REACTOME_GLYCOSAMINOGLYCAN_METABOLISM","NONE",0.0644,1.67,0.134,0.206
"(PID) Beta5 beta6 beta7 and beta8 integrin cell surface interactions","PID_INTEGRIN5_PATHWAY","NONE",0.0904,1.66,0.135,0.208
"(BioCarta) TNFR2 Signaling Pathway","BIOCARTA_TNFR2_PATHWAY","NONE",-0.0679,-1.66,0.136,0.208
"(BioCarta) Regulation of ck1/cdk5 by type 1 glutamate receptors","BIOCARTA_CK1_PATHWAY","NONE",-0.0909,-1.66,0.136,0.208
"(BioCarta) Ca++/ Calmodulin-dependent Protein Kinase Activation","BIOCARTA_CACAM_PATHWAY","NONE",0.0642,1.66,0.136,0.208
"(KEGG) Glyoxylate and dicarboxylate metabolism","KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM","NONE",0.0608,1.66,0.136,0.208
"(KEGG) Selenoamino acid metabolism","KEGG_SELENOAMINO_ACID_METABOLISM","NONE",-0.0677,-1.65,0.139,0.212
"(Reactome) NRIF signals cell death from the nucleus","REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS","NONE",-0.0841,-1.64,0.14,0.212
"(PID) IL8- and CXCR1-mediated signaling events","PID_IL8_CXCR1_PATHWAY","NONE",0.0647,1.64,0.14,0.212
"(KEGG) Pathogenic Escherichia coli infection","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION","NONE",0.0542,1.64,0.14,0.212
"(Reactome) Synthesis of glycosylphosphatidylinositol (GPI)","REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI","NONE",-0.0803,-1.64,0.14,0.212
"(Reactome) GABA synthesis, release, reuptake and degradation","REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION","NONE",0.0758,1.64,0.141,0.214
"(KEGG) Regulation of autophagy","KEGG_REGULATION_OF_AUTOPHAGY","NONE",-0.0959,-1.63,0.142,0.215
"(Reactome) Caspase-mediated cleavage of cytoskeletal proteins","REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS","NONE",-0.0526,-1.63,0.143,0.215
"(Reactome) Amino acid synthesis and interconversion (transamination)","REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION","NONE",0.0878,1.63,0.143,0.215
"(PID) Syndecan-1-mediated signaling events","PID_SYNDECAN_1_PATHWAY","NONE",-0.0775,-1.61,0.146,0.22
"(KEGG) Adipocytokine signaling pathway","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","NONE",-0.0589,-1.61,0.146,0.22
"(Reactome) Calnexin/calreticulin cycle","REACTOME_CALNEXIN_CALRETICULIN_CYCLE","NONE",0.0588,1.6,0.149,0.224
"(BioCarta) The 4-1BB-dependent immune response","BIOCARTA_41BB_PATHWAY","NONE",0.0787,1.58,0.153,0.228
"(PID) Glucocorticoid receptor regulatory network","PID_REG_GR_PATHWAY","NONE",0.0526,1.58,0.153,0.228
"(PID) Alpha4 beta1 integrin signaling events","PID_INTEGRIN_A4B1_PATHWAY","NONE",-0.0887,-1.57,0.155,0.232
"(BioCarta) CD40L Signaling Pathway","BIOCARTA_CD40_PATHWAY","NONE",-0.0615,-1.56,0.157,0.235
"(Reactome) Deadenylation-dependent mRNA decay","REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY","NONE",0.0592,1.56,0.158,0.235
"(Reactome) Regulation of KIT signaling","REACTOME_REGULATION_OF_KIT_SIGNALING","NONE",-0.0837,-1.55,0.16,0.238
"(Reactome) Signaling by NODAL","REACTOME_SIGNALING_BY_NODAL","NONE",-0.0676,-1.55,0.16,0.238
"(BioCarta) Corticosteroids and cardioprotection","BIOCARTA_GCR_PATHWAY","NONE",-0.0529,-1.55,0.161,0.239
"(Reactome) Regulation of pyruvate dehydrogenase (PDH) complex","REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX","NONE",-0.103,-1.55,0.162,0.239
"(KEGG) Nitrogen metabolism","KEGG_NITROGEN_METABOLISM","NONE",0.0662,1.54,0.162,0.24
"(Reactome) mRNA 3'-end processing","REACTOME_MRNA_3_END_PROCESSING","NONE",0.0934,1.54,0.163,0.24
"(Reactome) Downstream signaling of activated FGFR","REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR","NONE",0.0531,1.54,0.163,0.241
"(Reactome) Sphingolipid de novo biosynthesis","REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS","NONE",0.0694,1.53,0.165,0.243
"(PID) Regulation of p38-alpha and p38-beta","PID_P38_ALPHA_BETA_PATHWAY","NONE",-0.0509,-1.52,0.167,0.246
"(Signaling Gateway) Genes related to PIP3 signaling in cardiac myocytes","SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES","NONE",0.0503,1.52,0.167,0.246
"(BioCarta) IL-7 Signal Transduction","BIOCARTA_IL7_PATHWAY","NONE",-0.0834,-1.52,0.168,0.246
"(Reactome) Insulin Synthesis and Processing","REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING","NONE",-0.0593,-1.52,0.168,0.246
"(Reactome) Downregulation of SMAD2/3:SMAD4 transcriptional activity","REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY","NONE",0.072,1.52,0.169,0.247
"(Reactome) Signaling by Hippo","REACTOME_SIGNALING_BY_HIPPO","NONE",0.0537,1.52,0.169,0.247
"(BioCarta) CCR3 signaling in Eosinophils","BIOCARTA_CCR3_PATHWAY","NONE",-0.0626,-1.51,0.17,0.248
"(PID) Arf6 downstream pathway","PID_ARF6_DOWNSTREAM_PATHWAY","NONE",-0.0538,-1.51,0.17,0.249
"(Reactome) Activation of BH3-only proteins","REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS","NONE",0.0869,1.51,0.172,0.25
"(PID) a6b1 and a6b4 Integrin signaling","PID_A6B1_A6B4_INTEGRIN_PATHWAY","NONE",-0.047,-1.5,0.172,0.25
"(Reactome) NCAM signaling for neurite out-growth","REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH","NONE",0.0451,1.5,0.172,0.25
"(KEGG) Aldosterone-regulated sodium reabsorption","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","NONE",-0.0598,-1.5,0.174,0.252
"(KEGG) Basal cell carcinoma","KEGG_BASAL_CELL_CARCINOMA","NONE",-0.0622,-1.49,0.175,0.253
"(PID) mTOR signaling pathway","PID_MTOR_4PATHWAY","NONE",-0.049,-1.49,0.175,0.254
"(Reactome) Metal ion SLC transporters","REACTOME_METAL_ION_SLC_TRANSPORTERS","NONE",-0.126,-1.49,0.176,0.254
"(Reactome) Regulation of mitotic cell cycle","REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE","NONE",0.11,1.49,0.176,0.254
"(KEGG) Chronic myeloid leukemia","KEGG_CHRONIC_MYELOID_LEUKEMIA","NONE",0.0488,1.48,0.177,0.256
"(KEGG) Adherens junction","KEGG_ADHERENS_JUNCTION","NONE",0.0478,1.48,0.178,0.257
"(Reactome) Amino acid and oligopeptide SLC transporters","REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS","NONE",0.0658,1.47,0.18,0.258
"(BioCarta) Ras Signaling Pathway","BIOCARTA_RAS_PATHWAY","NONE",0.0452,1.47,0.181,0.26
"(KEGG) B cell receptor signaling pathway","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY","NONE",-0.0471,-1.46,0.182,0.261
"(Reactome) Downstream TCR signaling","REACTOME_DOWNSTREAM_TCR_SIGNALING","NONE",-0.0707,-1.46,0.183,0.262
"(Reactome) Synthesis and interconversion of nucleotide di- and triphosphates","REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES","NONE",0.144,1.46,0.184,0.263
"(KEGG) Acute myeloid leukemia","KEGG_ACUTE_MYELOID_LEUKEMIA","NONE",-0.0483,-1.45,0.187,0.267
"(BioCarta) Human Cytomegalovirus and Map Kinase Pathways","BIOCARTA_HCMV_PATHWAY","NONE",0.0594,1.44,0.188,0.268
"(Reactome) Mitochondrial Protein Import","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT","NONE",-0.0735,-1.44,0.19,0.27
"(Reactome) APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1","NONE",-0.0724,-1.43,0.191,0.272
"(BioCarta) IL 2 signaling pathway","BIOCARTA_IL2_PATHWAY","NONE",0.0468,1.43,0.191,0.272
"(PID) VEGFR3 signaling in lymphatic endothelium","PID_LYMPH_ANGIOGENESIS_PATHWAY","NONE",-0.0551,-1.42,0.195,0.277
"(BioCarta) ADP-Ribosylation Factor","BIOCARTA_ARAP_PATHWAY","NONE",0.0593,1.41,0.196,0.279
"(Reactome) PI3K events in ERBB2 signaling","REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING","NONE",-0.058,-1.41,0.197,0.279
"(KEGG) Glycosylphosphatidylinositol(GPI)-anchor biosynthesis","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","NONE",-0.0547,-1.41,0.197,0.279
"(KEGG) Non-small cell lung cancer","KEGG_NON_SMALL_CELL_LUNG_CANCER","NONE",-0.0422,-1.41,0.198,0.28
"(PID) CXCR4-mediated signaling events","PID_CXCR4_PATHWAY","NONE",-0.0461,-1.39,0.202,0.284
"(Reactome) HIV Infection","REACTOME_HIV_INFECTION","NONE",-0.0552,-1.39,0.202,0.285
"(Reactome) mRNA Splicing","REACTOME_MRNA_SPLICING","NONE",0.0776,1.37,0.21,0.295
"(BioCarta) CARM1 and Regulation of the Estrogen Receptor","BIOCARTA_CARM_ER_PATHWAY","NONE",0.047,1.36,0.211,0.297
"(BioCarta) Activation of Csk by cAMP-dependent Protein Kinase Inhibits Signaling through the T Cell Receptor","BIOCARTA_CSK_PATHWAY","NONE",0.0571,1.36,0.211,0.297
"(KEGG) Gap junction","KEGG_GAP_JUNCTION","NONE",0.0584,1.35,0.216,0.303
"(STKE) p38 MAPK Pathway","ST_P38_MAPK_PATHWAY","NONE",0.0441,1.35,0.216,0.303
"(PID) PDGFR-beta signaling pathway","PID_PDGFRB_PATHWAY","NONE",-0.0452,-1.34,0.217,0.304
"(Reactome) Metabolism of carbohydrates","REACTOME_METABOLISM_OF_CARBOHYDRATES","NONE",0.0422,1.33,0.22,0.307
"(KEGG) Melanogenesis","KEGG_MELANOGENESIS","NONE",-0.042,-1.33,0.222,0.31
"(KEGG) Glycosphingolipid biosynthesis - ganglio series","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES","NONE",-0.0594,-1.32,0.225,0.313
"(PID) HIF-2-alpha transcription factor network","PID_HIF2PATHWAY","NONE",0.0481,1.32,0.225,0.313
"(PID) Thromboxane A2 receptor signaling","PID_TXA2PATHWAY","NONE",-0.0542,-1.32,0.225,0.313
"(BioCarta) Control of skeletal myogenesis by HDAC and calcium/calmodulin-dependent kinase (CaMK)","BIOCARTA_HDAC_PATHWAY","NONE",0.0457,1.3,0.231,0.321
"(BioCarta) Fc Epsilon Receptor I Signaling in Mast Cells","BIOCARTA_FCER1_PATHWAY","NONE",-0.041,-1.29,0.234,0.325
"(BioCarta) Role of ERBB2 in Signal Transduction and Oncology","BIOCARTA_HER2_PATHWAY","NONE",0.0544,1.28,0.236,0.327
"(Reactome) Signaling by FGFR mutants","REACTOME_SIGNALING_BY_FGFR_MUTANTS","NONE",0.0542,1.28,0.236,0.327
"(Reactome) Early Phase of HIV Life Cycle","REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE","NONE",0.158,1.28,0.237,0.327
"(Reactome) Mitochondrial Fatty Acid Beta-Oxidation","REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION","NONE",0.0466,1.28,0.238,0.328
"(Reactome) Mitochondrial tRNA aminoacylation","REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION","NONE",0.0528,1.27,0.24,0.331
"(PID) Signaling events mediated by Stem cell factor receptor (c-Kit)","PID_KIT_PATHWAY","NONE",0.0559,1.27,0.241,0.332
"(PID) Signaling events regulated by Ret tyrosine kinase","PID_RET_PATHWAY","NONE",-0.0464,-1.27,0.241,0.332
"(Reactome) Signaling by Insulin receptor","REACTOME_SIGNALING_BY_INSULIN_RECEPTOR","NONE",-0.0461,-1.25,0.246,0.338
"(PID) E-cadherin signaling in the nascent adherens junction","PID_ECADHERIN_NASCENT_AJ_PATHWAY","NONE",0.0447,1.25,0.248,0.341
"(KEGG) Inositol phosphate metabolism","KEGG_INOSITOL_PHOSPHATE_METABOLISM","NONE",-0.0609,-1.24,0.252,0.346
"(Reactome) Signaling by SCF-KIT","REACTOME_SIGNALING_BY_SCF_KIT","NONE",0.0387,1.22,0.256,0.351
"(Reactome) Hemostasis","REACTOME_HEMOSTASIS","NONE",-0.0364,-1.22,0.259,0.354
"(KEGG) Spliceosome","KEGG_SPLICEOSOME","NONE",0.0583,1.22,0.259,0.354
"(Reactome) Signaling by BMP","REACTOME_SIGNALING_BY_BMP","NONE",0.0569,1.2,0.265,0.36
"(Reactome) Regulation of AMPK activity via LKB1","REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1","NONE",-0.0702,-1.2,0.265,0.36
"(PID) p73 transcription factor network","PID_P73PATHWAY","NONE",0.0643,1.2,0.265,0.36
"(Reactome) mTORC1-mediated signalling","REACTOME_MTORC1_MEDIATED_SIGNALLING","NONE",0.0344,1.2,0.265,0.36
"(Reactome) Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits","REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS","NONE",0.0435,1.2,0.266,0.361
"(KEGG) Arginine and proline metabolism","KEGG_ARGININE_AND_PROLINE_METABOLISM","NONE",-0.0426,-1.2,0.266,0.361
"(KEGG) Insulin signaling pathway","KEGG_INSULIN_SIGNALING_PATHWAY","NONE",-0.0398,-1.16,0.279,0.378
"(KEGG) Glycolysis / Gluconeogenesis","KEGG_GLYCOLYSIS_GLUCONEOGENESIS","NONE",0.0377,1.16,0.279,0.378
"(BioCarta) VEGF, Hypoxia, and Angiogenesis","BIOCARTA_VEGF_PATHWAY","NONE",0.0629,1.16,0.28,0.379
"(Reactome) Signaling by FGFR in disease","REACTOME_SIGNALING_BY_FGFR_IN_DISEASE","NONE",0.0383,1.15,0.283,0.381
"(STKE) Tumor Necrosis Factor Pathway.","ST_TUMOR_NECROSIS_FACTOR_PATHWAY","NONE",-0.0357,-1.15,0.283,0.382
"(PID) Class I PI3K signaling events mediated by Akt","PID_PI3KCI_AKT_PATHWAY","NONE",0.039,1.15,0.284,0.382
"(Reactome) p75 NTR receptor-mediated signalling","REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING","NONE",-0.0419,-1.14,0.287,0.385
"(Reactome) GPVI-mediated activation cascade","REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE","NONE",0.0408,1.14,0.287,0.385
"(PID) Wnt signaling network","PID_WNT_SIGNALING_PATHWAY","NONE",-0.0692,-1.14,0.288,0.387
"(BioCarta) Influence of Ras and Rho proteins on G1 to S Transition","BIOCARTA_RACCYCD_PATHWAY","NONE",0.0591,1.13,0.291,0.39
"(STKE) ERK1/ERK2 MAPK Pathway","ST_ERK1_ERK2_MAPK_PATHWAY","NONE",0.0435,1.12,0.294,0.393
"(PID) Validated nuclear estrogen receptor beta network","PID_ERB_GENOMIC_PATHWAY","NONE",-0.0463,-1.12,0.295,0.394
"(Reactome) Purine salvage","REACTOME_PURINE_SALVAGE","NONE",-0.0722,-1.12,0.296,0.395
"(Reactome) Platelet activation, signaling and aggregation","REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION","NONE",-0.036,-1.12,0.296,0.395
"(PID) Caspase cascade in apoptosis","PID_CASPASE_PATHWAY","NONE",0.0378,1.11,0.3,0.4
"(Reactome) Post NMDA receptor activation events","REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS","NONE",-0.0482,-1.11,0.301,0.401
"(PID) IL2-mediated signaling events","PID_IL2_1PATHWAY","NONE",-0.0453,-1.11,0.302,0.401
"(Reactome) mRNA Splicing - Minor Pathway","REACTOME_MRNA_SPLICING_MINOR_PATHWAY","NONE",0.0676,1.1,0.306,0.406
"(Reactome) Energy dependent regulation of mTOR by LKB1-AMPK","REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK","NONE",-0.0628,-1.09,0.307,0.407
"(BioCarta) Signaling of Hepatocyte Growth Factor Receptor","BIOCARTA_MET_PATHWAY","NONE",-0.0404,-1.09,0.307,0.407
"(BioCarta) IL 6 signaling pathway","BIOCARTA_IL6_PATHWAY","NONE",-0.0449,-1.09,0.308,0.407
"(KEGG) Long-term potentiation","KEGG_LONG_TERM_POTENTIATION","NONE",-0.0402,-1.09,0.308,0.407
"(PID) Osteopontin-mediated events","PID_AVB3_OPN_PATHWAY","NONE",-0.0371,-1.09,0.308,0.407
"(KEGG) Pancreatic cancer","KEGG_PANCREATIC_CANCER","NONE",0.0365,1.09,0.309,0.407
"(Signaling Gateway) Genes related to the insulin receptor pathway","SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES","NONE",0.0363,1.08,0.313,0.411
"(BioCarta) Chaperones modulate interferon Signaling Pathway","BIOCARTA_TID_PATHWAY","NONE",-0.0447,-1.07,0.315,0.414
"(Reactome) Cell-Cell communication","REACTOME_CELL_CELL_COMMUNICATION","NONE",-0.0387,-1.07,0.319,0.418
"(Naba) Genes encoding proteoglycans","NABA_PROTEOGLYCANS","NONE",-0.0442,-1.05,0.325,0.426
"(PID) Beta1 integrin cell surface interactions","PID_INTEGRIN1_PATHWAY","NONE",-0.0476,-1.05,0.325,0.426
"(KEGG) Tryptophan metabolism","KEGG_TRYPTOPHAN_METABOLISM","NONE",0.0453,1.04,0.327,0.428
"(Signaling Gateway) Genes related to IL4 rceptor signaling in B lymphocytes","SIG_IL4RECEPTOR_IN_B_LYPHOCYTES","NONE",-0.0462,-1.04,0.329,0.429
"(STKE) JNK MAPK Pathway","ST_JNK_MAPK_PATHWAY","NONE",0.0418,1.04,0.329,0.429
"(Reactome) Transcription","REACTOME_TRANSCRIPTION","NONE",-0.0403,-1.04,0.329,0.429
"(Reactome) PLC beta mediated events","REACTOME_PLC_BETA_MEDIATED_EVENTS","NONE",0.0387,1.03,0.333,0.434
"(Reactome) Signaling by FGFR","REACTOME_SIGNALING_BY_FGFR","NONE",0.0347,1.03,0.334,0.434
"(Reactome) Hyaluronan metabolism","REACTOME_HYALURONAN_METABOLISM","NONE",-0.0442,-1.03,0.336,0.436
"(KEGG) Jak-STAT signaling pathway","KEGG_JAK_STAT_SIGNALING_PATHWAY","NONE",-0.0401,-1.02,0.338,0.438
"(BioCarta) Neuropeptides VIP and PACAP inhibit the apoptosis of activated T cells","BIOCARTA_VIP_PATHWAY","NONE",-0.0425,-1.02,0.34,0.44
"(Reactome) Activation of NMDA receptor upon glutamate binding and postsynaptic events","REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS","NONE",-0.0458,-1.01,0.341,0.441
"(Reactome) Transport of inorganic cations/anions and amino acids/oligopeptides","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES","NONE",0.0383,1.01,0.343,0.444
"(PID) Lissencephaly gene (LIS1) in neuronal migration and development","PID_LIS1_PATHWAY","NONE",0.0393,1.01,0.344,0.444
"(PID) Neurotrophic factor-mediated Trk receptor signaling","PID_TRKR_PATHWAY","NONE",-0.0307,-1.01,0.345,0.445
"(KEGG) Calcium signaling pathway","KEGG_CALCIUM_SIGNALING_PATHWAY","NONE",-0.0374,-0.997,0.348,0.449
"(BioCarta) mTOR Signaling Pathway","BIOCARTA_MTOR_PATHWAY","NONE",0.0452,0.992,0.351,0.451
"(Reactome) Netrin-1 signaling","REACTOME_NETRIN1_SIGNALING","NONE",0.0345,0.992,0.351,0.451
"(PID) S1P4 pathway","PID_S1P_S1P4_PATHWAY","NONE",-0.0333,-0.991,0.351,0.451
"(BioCarta) Aspirin Blocks Signaling Pathway Involved in Platelet Activation","BIOCARTA_SPPA_PATHWAY","NONE",-0.0487,-0.982,0.355,0.456
"(PID) FOXA1 transcription factor network","PID_HNF3A_PATHWAY","NONE",0.031,0.978,0.357,0.458
"(Reactome) Signaling by NOTCH1","REACTOME_SIGNALING_BY_NOTCH1","NONE",0.037,0.971,0.361,0.461
"(Reactome) Post-translational protein modification","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION","NONE",-0.0424,-0.97,0.361,0.461
"(PID) CDC42 signaling events","PID_CDC42_PATHWAY","NONE",-0.0301,-0.97,0.361,0.461
"(PID) Angiopoietin receptor Tie2-mediated signaling","PID_ANGIOPOIETIN_RECEPTOR_PATHWAY","NONE",0.0351,0.963,0.364,0.465
"(PID) Calcineurin-regulated NFAT-dependent transcription in lymphocytes","PID_NFAT_TFPATHWAY","NONE",-0.0317,-0.956,0.368,0.468
"(PID) Fc-epsilon receptor I signaling in mast cells","PID_FCER1_PATHWAY","NONE",0.0322,0.944,0.373,0.475
"(BioCarta) Cell to Cell Adhesion Signaling","BIOCARTA_CELL2CELL_PATHWAY","NONE",0.0399,0.942,0.374,0.476
"(BioCarta) IL 3 signaling pathway","BIOCARTA_IL3_PATHWAY","NONE",-0.0296,-0.918,0.386,0.489
"(BioCarta) uCalpain and friends in Cell spread","BIOCARTA_UCALPAIN_PATHWAY","NONE",0.0468,0.918,0.386,0.489
"(Reactome) Activation of Rac","REACTOME_ACTIVATION_OF_RAC","NONE",-0.0409,-0.917,0.386,0.489
"(Reactome) Synthesis of PIPs at the Golgi membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE","NONE",0.0612,0.917,0.387,0.489
"(STKE) G alpha s Pathway","ST_G_ALPHA_S_PATHWAY","NONE",0.0438,0.916,0.387,0.489
"(Reactome) Signalling by NGF","REACTOME_SIGNALLING_BY_NGF","NONE",-0.0295,-0.911,0.39,0.492
"(Reactome) TRAF3-dependent IRF activation pathway","REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY","NONE",-0.0648,-0.909,0.39,0.492
"(Reactome) Platelet homeostasis","REACTOME_PLATELET_HOMEOSTASIS","NONE",-0.0365,-0.901,0.395,0.497
"(Reactome) RNA Polymerase I Transcription Initiation","REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION","NONE",-0.0459,-0.89,0.4,0.503
"(BioCarta) Regulation And Function Of ChREBP in Liver","BIOCARTA_CHREBP2_PATHWAY","NONE",-0.0271,-0.879,0.405,0.51
"(KEGG) Purine metabolism","KEGG_PURINE_METABOLISM","NONE",0.0293,0.878,0.406,0.51
"(KEGG) Drug metabolism - other enzymes","KEGG_DRUG_METABOLISM_OTHER_ENZYMES","NONE",0.0433,0.878,0.406,0.51
"(Reactome) Myogenesis","REACTOME_MYOGENESIS","NONE",0.0305,0.874,0.408,0.512
"(PID) LKB1 signaling events","PID_LKB1_PATHWAY","NONE",0.0455,0.87,0.41,0.513
"(PID) S1P1 pathway","PID_S1P_S1P1_PATHWAY","NONE",-0.035,-0.867,0.412,0.514
"(PID) Endothelins","PID_ENDOTHELIN_PATHWAY","NONE",-0.0334,-0.86,0.416,0.519
"(KEGG) Leukocyte transendothelial migration","KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION","NONE",-0.029,-0.858,0.416,0.519
"(PID) Regulation of Androgen receptor activity","PID_AR_TF_PATHWAY","NONE",0.0336,0.856,0.418,0.52
"(KEGG) Chemokine signaling pathway","KEGG_CHEMOKINE_SIGNALING_PATHWAY","NONE",0.028,0.854,0.418,0.52
"(BioCarta) Map Kinase Inactivation of SMRT Corepressor","BIOCARTA_EGFR_SMRTE_PATHWAY","NONE",-0.0486,-0.854,0.419,0.52
"(PID) Notch signaling pathway","PID_NOTCH_PATHWAY","NONE",0.0273,0.85,0.42,0.522
"(PID) Beta3 integrin cell surface interactions","PID_INTEGRIN3_PATHWAY","NONE",-0.0381,-0.85,0.421,0.522
"(Reactome) Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer","REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER","NONE",0.0443,0.847,0.422,0.523
"(Reactome) Signaling by ERBB4","REACTOME_SIGNALING_BY_ERBB4","NONE",-0.0276,-0.84,0.426,0.527
"(PID) amb2 Integrin signaling","PID_AMB2_NEUTROPHILS_PATHWAY","NONE",-0.0281,-0.835,0.428,0.53
"(KEGG) Butanoate metabolism","KEGG_BUTANOATE_METABOLISM","NONE",0.0275,0.831,0.43,0.531
"(Signaling Gateway) Members of the BCR signaling pathway","SIG_BCR_SIGNALING_PATHWAY","NONE",0.0303,0.818,0.437,0.54
"(BioCarta) Actions of Nitric Oxide in the Heart","BIOCARTA_NO1_PATHWAY","NONE",-0.0257,-0.812,0.441,0.542
"(Signaling Gateway) Genes related to CD40 signaling","SIG_CD40PATHWAYMAP","NONE",-0.0324,-0.812,0.441,0.542
"(Reactome) Botulinum neurotoxicity","REACTOME_BOTULINUM_NEUROTOXICITY","NONE",-0.0476,-0.809,0.442,0.544
"(Reactome) Interferon Signaling","REACTOME_INTERFERON_SIGNALING","NONE",-0.0235,-0.806,0.444,0.545
"(KEGG) Prion diseases","KEGG_PRION_DISEASES","NONE",0.0393,0.803,0.445,0.546
"(Reactome) Processing of Intronless Pre-mRNAs","REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS","NONE",0.0361,0.803,0.446,0.546
"(Reactome) Synthesis of PIPs at the late endosome membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE","NONE",-0.0679,-0.802,0.446,0.547
