"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(Reactome) Factors involved in megakaryocyte development and platelet production","REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION","NONE",0.0211,1.81,0.0709,0.114
"(PID) Trk receptor signaling mediated by PI3K and PLC-gamma","PID_PI3K_PLC_TRK_PATHWAY","NONE",-0.037,-1.8,0.0718,0.116
"(SigmaAldrich) Cdk2, 4, and 6 bind cyclin D in G1, while cdk2/cyclin E promotes the G1/S transition.","SA_G1_AND_S_PHASES","NONE",0.0785,1.8,0.0718,0.116
"(BioCarta) IL-7 Signal Transduction","BIOCARTA_IL7_PATHWAY","NONE",0.0384,1.8,0.0726,0.117
"(PID) Beta2 integrin cell surface interactions","PID_INTEGRIN2_PATHWAY","NONE",0.101,1.79,0.0738,0.118
"(PID) JNK signaling in the CD4+ TCR pathway","PID_TCR_JNK_PATHWAY","NONE",-0.0314,-1.79,0.0743,0.119
"(BioCarta) IL-2 Receptor Beta Chain in T cell Activation","BIOCARTA_IL2RB_PATHWAY","NONE",0.0605,1.78,0.0747,0.12
"(BioCarta) Nitric Oxide Signaling Pathway","BIOCARTA_NOS1_PATHWAY","NONE",-0.0469,-1.78,0.0749,0.12
"(Reactome) Synthesis of PIPs at the plasma membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE","NONE",-0.0447,-1.78,0.075,0.12
"(BioCarta) PDGF Signaling Pathway","BIOCARTA_PDGF_PATHWAY","NONE",0.0367,1.78,0.0758,0.121
"(KEGG) ErbB signaling pathway","KEGG_ERBB_SIGNALING_PATHWAY","NONE",-0.0232,-1.77,0.0775,0.123
"(Reactome) Ion transport by P-type ATPases","REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES","NONE",-0.0302,-1.77,0.0776,0.123
"(PID) ATM pathway","PID_ATM_PATHWAY","NONE",-0.0311,-1.76,0.0791,0.126
"(KEGG) beta-Alanine metabolism","KEGG_BETA_ALANINE_METABOLISM","NONE",-0.0529,-1.76,0.0793,0.126
"(PID) E-cadherin signaling in keratinocytes","PID_ECADHERIN_KERATINOCYTE_PATHWAY","NONE",0.0455,1.75,0.0802,0.127
"(PID) Aurora B signaling","PID_AURORA_B_PATHWAY","NONE",0.0397,1.74,0.0819,0.129
"(Reactome) Phospholipase C-mediated cascade","REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE","NONE",-0.0425,-1.74,0.0826,0.13
"(Reactome) Mitotic G2-G2/M phases","REACTOME_MITOTIC_G2_G2_M_PHASES","NONE",-0.0324,-1.74,0.083,0.131
"(BioCarta) CCR3 signaling in Eosinophils","BIOCARTA_CCR3_PATHWAY","NONE",-0.0378,-1.73,0.0841,0.132
"(KEGG) Neurotrophin signaling pathway","KEGG_NEUROTROPHIN_SIGNALING_PATHWAY","NONE",0.0181,1.73,0.0842,0.132
"(KEGG) Glutathione metabolism","KEGG_GLUTATHIONE_METABOLISM","NONE",-0.0505,-1.73,0.0845,0.133
"(KEGG) B cell receptor signaling pathway","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY","NONE",0.0251,1.72,0.0861,0.135
"(Reactome) Signal attenuation","REACTOME_SIGNAL_ATTENUATION","NONE",0.0519,1.72,0.0862,0.135
"(Reactome) Energy dependent regulation of mTOR by LKB1-AMPK","REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK","NONE",-0.048,-1.72,0.0864,0.135
"(Reactome) NGF signalling via TRKA from the plasma membrane","REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE","NONE",-0.0237,-1.72,0.0866,0.135
"(PID) Neurotrophic factor-mediated Trk receptor signaling","PID_TRKR_PATHWAY","NONE",0.0235,1.7,0.0891,0.139
"(Reactome) Generic Transcription Pathway","REACTOME_GENERIC_TRANSCRIPTION_PATHWAY","NONE",-0.0352,-1.69,0.0906,0.141
"(BioCarta) Caspase Cascade in Apoptosis","BIOCARTA_CASPASE_PATHWAY","NONE",0.0368,1.69,0.0915,0.142
"(Reactome) Degradation of the extracellular matrix","REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX","NONE",0.0732,1.69,0.0915,0.142
"(KEGG) RIG-I-like receptor signaling pathway","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY","NONE",-0.0303,-1.68,0.0933,0.145
"(Reactome) Synthesis of PE","REACTOME_SYNTHESIS_OF_PE","NONE",-0.0442,-1.68,0.0936,0.145
"(Reactome) Smooth Muscle Contraction","REACTOME_SMOOTH_MUSCLE_CONTRACTION","NONE",0.146,1.68,0.0939,0.145
"(Reactome) Cytochrome P450 - arranged by substrate type","REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE","NONE",-0.0421,-1.68,0.0943,0.146
"(KEGG) Porphyrin and chlorophyll metabolism","KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM","NONE",-0.0506,-1.65,0.0995,0.154
"(Reactome) SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion","REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION","NONE",-0.0518,-1.64,0.101,0.156
"(PID) mTOR signaling pathway","PID_MTOR_4PATHWAY","NONE",0.022,1.64,0.101,0.156
"(Naba) Genes encoding structural ECM glycoproteins","NABA_ECM_GLYCOPROTEINS","NONE",0.0425,1.63,0.103,0.158
"(KEGG) Jak-STAT signaling pathway","KEGG_JAK_STAT_SIGNALING_PATHWAY","NONE",0.0309,1.62,0.105,0.162
"(PID) p53 pathway","PID_P53_REGULATION_PATHWAY","NONE",-0.0228,-1.62,0.106,0.163
"(PID) Lissencephaly gene (LIS1) in neuronal migration and development","PID_LIS1_PATHWAY","NONE",-0.0353,-1.62,0.107,0.163
"(KEGG) Colorectal cancer","KEGG_COLORECTAL_CANCER","NONE",0.0211,1.61,0.107,0.163
"(BioCarta) PTEN dependent cell cycle arrest and apoptosis","BIOCARTA_PTEN_PATHWAY","NONE",0.0305,1.61,0.107,0.164
"(Reactome) FGFR ligand binding and activation","REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION","NONE",0.0466,1.6,0.109,0.167
"(PID) Insulin-mediated glucose transport","PID_INSULIN_GLUCOSE_PATHWAY","NONE",0.0279,1.59,0.112,0.17
"(KEGG) Vasopressin-regulated water reabsorption","KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION","NONE",-0.0274,-1.59,0.112,0.17
"(Reactome) NCAM signaling for neurite out-growth","REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH","NONE",-0.0388,-1.59,0.112,0.17
"(KEGG) Other glycan degradation","KEGG_OTHER_GLYCAN_DEGRADATION","NONE",-0.0525,-1.58,0.114,0.172
"(Reactome) Inhibition of Insulin Secretion by Adrenaline/Noradrenaline","REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE","NONE",-0.0507,-1.58,0.114,0.172
"(Reactome) HS-GAG degradation","REACTOME_HS_GAG_DEGRADATION","NONE",0.0577,1.56,0.119,0.18
"(Reactome) RNA Polymerase I Transcription","REACTOME_RNA_POL_I_TRANSCRIPTION","NONE",-0.0581,-1.56,0.12,0.181
"(BioCarta) Hemoglobin's Chaperone","BIOCARTA_AHSP_PATHWAY","NONE",-0.126,-1.55,0.122,0.184
"(KEGG) Apoptosis","KEGG_APOPTOSIS","NONE",0.0265,1.55,0.122,0.184
"(Reactome) Spry regulation of FGF signaling","REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING","NONE",-0.0276,-1.55,0.122,0.184
"(Reactome) CREB phosphorylation through the activation of CaMKII","REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII","NONE",-0.0496,-1.55,0.122,0.184
"(KEGG) Bladder cancer","KEGG_BLADDER_CANCER","NONE",0.0307,1.55,0.122,0.184
"(Reactome) Signalling by NGF","REACTOME_SIGNALLING_BY_NGF","NONE",-0.0185,-1.54,0.123,0.185
"(KEGG) Long-term potentiation","KEGG_LONG_TERM_POTENTIATION","NONE",-0.038,-1.54,0.125,0.187
"(Reactome) G beta:gamma signalling through PLC beta","REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA","NONE",-0.0527,-1.53,0.127,0.19
"(BioCarta) Sprouty regulation of tyrosine kinase signals","BIOCARTA_SPRY_PATHWAY","NONE",0.0393,1.52,0.128,0.192
"(BioCarta) Eukaryotic protein translation","BIOCARTA_EIF_PATHWAY","NONE",-0.0235,-1.52,0.129,0.192
"(Reactome) Mitochondrial Fatty Acid Beta-Oxidation","REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION","NONE",0.0701,1.51,0.13,0.194
"(Reactome) Transport of Mature mRNA Derived from an Intronless Transcript","REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT","NONE",-0.0337,-1.51,0.131,0.196
"(BioCarta) Cell to Cell Adhesion Signaling","BIOCARTA_CELL2CELL_PATHWAY","NONE",0.0491,1.51,0.133,0.197
"(Reactome) Sphingolipid de novo biosynthesis","REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS","NONE",0.0384,1.5,0.133,0.198
"(Reactome) Nucleotide-like (purinergic) receptors","REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS","NONE",0.0901,1.5,0.134,0.199
"(BioCarta) Tumor Suppressor Arf Inhibits Ribosomal Biogenesis","BIOCARTA_ARF_PATHWAY","NONE",-0.0303,-1.5,0.135,0.199
"(BioCarta) Downregulated of MTA-3 in ER-negative Breast Tumors","BIOCARTA_MTA3_PATHWAY","NONE",0.0389,1.49,0.136,0.2
"(BioCarta) Cadmium induces DNA synthesis and proliferation in macrophages","BIOCARTA_CDMAC_PATHWAY","NONE",0.0622,1.49,0.136,0.2
"(KEGG) Protein export","KEGG_PROTEIN_EXPORT","NONE",-0.04,-1.49,0.136,0.201
"(BioCarta) AKT Signaling Pathway","BIOCARTA_AKT_PATHWAY","NONE",0.0357,1.49,0.137,0.201
"(KEGG) Vascular smooth muscle contraction","KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION","NONE",0.0289,1.48,0.14,0.206
"(PID) CD40/CD40L signaling","PID_CD40_PATHWAY","NONE",-0.0353,-1.47,0.142,0.208
"(BioCarta) Cyclins and Cell Cycle Regulation","BIOCARTA_CELLCYCLE_PATHWAY","NONE",-0.033,-1.47,0.142,0.209
"(Reactome) Phospholipid metabolism","REACTOME_PHOSPHOLIPID_METABOLISM","NONE",-0.025,-1.47,0.143,0.21
"(Reactome) Tie2 Signaling","REACTOME_TIE2_SIGNALING","NONE",-0.0378,-1.47,0.143,0.21
"(Reactome) Deposition of New CENPA-containing Nucleosomes at the Centromere","REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE","NONE",-0.0633,-1.46,0.144,0.21
"(KEGG) T cell receptor signaling pathway","KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY","NONE",-0.0198,-1.46,0.145,0.211
"(PID) p38 MAPK signaling pathway","PID_P38_MKK3_6PATHWAY","NONE",0.0416,1.45,0.146,0.213
"(Reactome) Heparan sulfate/heparin (HS-GAG) metabolism","REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM","NONE",0.04,1.45,0.148,0.215
"(BioCarta) Neuropeptides VIP and PACAP inhibit the apoptosis of activated T cells","BIOCARTA_VIP_PATHWAY","NONE",-0.0261,-1.45,0.149,0.216
"(Reactome) MAP kinase activation in TLR cascade","REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE","NONE",0.0248,1.44,0.15,0.219
"(PID) Endogenous TLR signaling","PID_TOLL_ENDOGENOUS_PATHWAY","NONE",0.113,1.43,0.154,0.223
"(Reactome) Meiotic Recombination","REACTOME_MEIOTIC_RECOMBINATION","NONE",-0.0608,-1.43,0.154,0.223
"(PID) ErbB1 downstream signaling","PID_ERBB1_DOWNSTREAM_PATHWAY","NONE",0.0136,1.43,0.154,0.223
"(BioCarta) Influence of Ras and Rho proteins on G1 to S Transition","BIOCARTA_RACCYCD_PATHWAY","NONE",0.0317,1.41,0.158,0.228
"(Naba) Genes encoding structural components of basement membranes","NABA_BASEMENT_MEMBRANES","NONE",0.0485,1.41,0.159,0.23
"(Reactome) Cell death signalling via NRAGE, NRIF and NADE","REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE","NONE",-0.0241,-1.41,0.16,0.23
"(Reactome) Adaptive Immune System","REACTOME_ADAPTIVE_IMMUNE_SYSTEM","NONE",-0.0131,-1.41,0.16,0.23
"(Reactome) CD28 co-stimulation","REACTOME_CD28_CO_STIMULATION","NONE",0.0176,1.41,0.16,0.23
"(BioCarta) D4-GDI Signaling Pathway","BIOCARTA_D4GDI_PATHWAY","NONE",0.0304,1.39,0.164,0.236
"(PID) IL4-mediated signaling events","PID_IL4_2PATHWAY","NONE",0.0573,1.39,0.164,0.236
"(PID) Class I PI3K signaling events mediated by Akt","PID_PI3KCI_AKT_PATHWAY","NONE",0.0225,1.39,0.166,0.237
"(Reactome) Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon","REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON","NONE",0.0585,1.38,0.167,0.239
"(Reactome) Metabolism of RNA","REACTOME_METABOLISM_OF_RNA","NONE",-0.0214,-1.38,0.169,0.241
"(Reactome) HS-GAG biosynthesis","REACTOME_HS_GAG_BIOSYNTHESIS","NONE",-0.0543,-1.38,0.169,0.242
"(Reactome) Iron uptake and transport","REACTOME_IRON_UPTAKE_AND_TRANSPORT","NONE",0.0361,1.37,0.17,0.243
"(Reactome) mRNA 3'-end processing","REACTOME_MRNA_3_END_PROCESSING","NONE",0.0305,1.36,0.174,0.248
"(Reactome) Inwardly rectifying K+ channels","REACTOME_INWARDLY_RECTIFYING_K_CHANNELS","NONE",-0.0461,-1.35,0.177,0.252
"(Reactome) Formation of the ternary complex, and subsequently, the 43S complex","REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX","NONE",0.0473,1.35,0.178,0.253
"(KEGG) Histidine metabolism","KEGG_HISTIDINE_METABOLISM","NONE",0.0471,1.35,0.178,0.253
"(Reactome) Metabolism of carbohydrates","REACTOME_METABOLISM_OF_CARBOHYDRATES","NONE",0.0155,1.35,0.178,0.253
"(Reactome) Other semaphorin interactions","REACTOME_OTHER_SEMAPHORIN_INTERACTIONS","NONE",0.0555,1.35,0.179,0.253
"(KEGG) Long-term depression","KEGG_LONG_TERM_DEPRESSION","NONE",-0.0287,-1.34,0.18,0.254
"(Reactome) Triglyceride Biosynthesis","REACTOME_TRIGLYCERIDE_BIOSYNTHESIS","NONE",-0.0301,-1.34,0.18,0.254
"(Reactome) Cleavage of Growing Transcript in the Termination Region ","REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_","NONE",-0.0292,-1.34,0.18,0.254
"(Reactome) PI3K Cascade","REACTOME_PI3K_CASCADE","NONE",-0.0228,-1.34,0.181,0.255
"(Reactome) Synthesis of PA","REACTOME_SYNTHESIS_OF_PA","NONE",-0.0372,-1.34,0.181,0.256
"(Reactome) PERK regulated gene expression","REACTOME_PERK_REGULATED_GENE_EXPRESSION","NONE",-0.0408,-1.33,0.182,0.256
"(PID) ATF-2 transcription factor network","PID_ATF2_PATHWAY","NONE",0.0481,1.33,0.183,0.257
"(Reactome) Sema4D in semaphorin signaling","REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING","NONE",0.042,1.33,0.184,0.257
"(Reactome) Activation of Rac","REACTOME_ACTIVATION_OF_RAC","NONE",-0.0436,-1.33,0.184,0.257
"(BioCarta) Role of PI3K subunit p85 in regulation of Actin Organization and Cell Migration","BIOCARTA_CDC42RAC_PATHWAY","NONE",-0.0267,-1.33,0.185,0.259
"(STKE) PI3K Pathway","ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY","NONE",0.0155,1.32,0.186,0.26
"(KEGG) Arachidonic acid metabolism","KEGG_ARACHIDONIC_ACID_METABOLISM","NONE",-0.0225,-1.32,0.186,0.26
"(PID) LPA4-mediated signaling events","PID_LPA4_PATHWAY","NONE",-0.0523,-1.31,0.19,0.265
"(PID) Trk receptor signaling mediated by the MAPK pathway","PID_MAPK_TRK_PATHWAY","NONE",-0.0325,-1.31,0.19,0.265
"(Reactome) Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S","NONE",0.0396,1.31,0.191,0.266
"(Reactome) FRS2-mediated cascade","REACTOME_FRS2_MEDIATED_CASCADE","NONE",0.0223,1.3,0.193,0.268
"(Signaling Gateway) Genes related to regulation of the actin cytoskeleton","SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES","NONE",0.0234,1.3,0.195,0.27
"(BioCarta) Thrombin signaling and protease-activated receptors","BIOCARTA_PAR1_PATHWAY","NONE",0.0239,1.28,0.2,0.278
"(STKE) G alpha s Pathway","ST_G_ALPHA_S_PATHWAY","NONE",0.0284,1.28,0.202,0.279
"(BioCarta) TNFR1 Signaling Pathway","BIOCARTA_TNFR1_PATHWAY","NONE",0.025,1.28,0.202,0.279
"(Reactome) Synthesis of bile acids and bile salts","REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS","NONE",-0.0374,-1.28,0.202,0.279
"(KEGG) Melanogenesis","KEGG_MELANOGENESIS","NONE",-0.0246,-1.27,0.204,0.281
"(BioCarta) Actions of Nitric Oxide in the Heart","BIOCARTA_NO1_PATHWAY","NONE",-0.0264,-1.27,0.206,0.283
"(BioCarta) Ceramide Signaling Pathway","BIOCARTA_CERAMIDE_PATHWAY","NONE",0.0236,1.26,0.208,0.287
"(KEGG) Type I diabetes mellitus","KEGG_TYPE_I_DIABETES_MELLITUS","NONE",0.0918,1.25,0.21,0.289
"(Reactome) Synthesis and interconversion of nucleotide di- and triphosphates","REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES","NONE",-0.0339,-1.25,0.212,0.291
"(Reactome) Nonsense Mediated Decay Enhanced by the Exon Junction Complex","REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX","NONE",0.0386,1.25,0.213,0.292
"(STKE) T Cell Signal Transduction","ST_T_CELL_SIGNAL_TRANSDUCTION","NONE",0.0216,1.25,0.213,0.292
"(BioCarta) Aspirin Blocks Signaling Pathway Involved in Platelet Activation","BIOCARTA_SPPA_PATHWAY","NONE",0.0171,1.24,0.214,0.293
"(Reactome) Insulin receptor signalling cascade","REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE","NONE",-0.0173,-1.24,0.216,0.295
"(Reactome) Packaging Of Telomere Ends","REACTOME_PACKAGING_OF_TELOMERE_ENDS","NONE",-0.0657,-1.24,0.216,0.295
"(STKE) ERK1/ERK2 MAPK Pathway","ST_ERK1_ERK2_MAPK_PATHWAY","NONE",0.0251,1.23,0.219,0.298
"(PID) Validated nuclear estrogen receptor alpha network","PID_ERA_GENOMIC_PATHWAY","NONE",0.0157,1.22,0.221,0.301
"(Reactome) Amino acid and oligopeptide SLC transporters","REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS","NONE",0.0293,1.22,0.221,0.301
"(Reactome) ERKs are inactivated","REACTOME_ERKS_ARE_INACTIVATED","NONE",-0.0403,-1.22,0.224,0.304
"(Reactome) Glycolysis","REACTOME_GLYCOLYSIS","NONE",0.02,1.21,0.226,0.306
"(Reactome) G0 and Early G1","REACTOME_G0_AND_EARLY_G1","NONE",-0.0248,-1.21,0.226,0.306
"(PID) Regulation of retinoblastoma protein","PID_RB_1PATHWAY","NONE",0.0205,1.21,0.226,0.306
"(Reactome) Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds","REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS","NONE",0.024,1.21,0.226,0.306
"(PID) IL12-mediated signaling events","PID_IL12_2PATHWAY","NONE",0.044,1.21,0.227,0.307
"(Reactome) Transport of vitamins, nucleosides, and related molecules","REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES","NONE",0.034,1.2,0.23,0.311
"(Reactome) Signaling by EGFR in Cancer","REACTOME_SIGNALING_BY_EGFR_IN_CANCER","NONE",-0.0149,-1.2,0.231,0.312
"(KEGG) Lysine degradation","KEGG_LYSINE_DEGRADATION","NONE",0.0266,1.19,0.233,0.314
"(Reactome) ERK/MAPK targets","REACTOME_ERK_MAPK_TARGETS","NONE",-0.0283,-1.19,0.235,0.316
"(Reactome) Chromosome Maintenance","REACTOME_CHROMOSOME_MAINTENANCE","NONE",-0.0286,-1.19,0.236,0.317
"(Reactome) Biological oxidations","REACTOME_BIOLOGICAL_OXIDATIONS","NONE",-0.0265,-1.18,0.238,0.319
"(Reactome) Termination of O-glycan biosynthesis","REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS","NONE",-0.0255,-1.18,0.239,0.32
"(KEGG) Proximal tubule bicarbonate reclamation","KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION","NONE",0.0274,1.17,0.243,0.325
"(Reactome) Thrombin signalling through proteinase activated receptors (PARs)","REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS","NONE",0.0311,1.17,0.244,0.326
"(PID) Class I PI3K signaling events","PID_PI3KCI_PATHWAY","NONE",0.0202,1.15,0.25,0.333
"(Reactome) Signalling to p38 via RIT and RIN","REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN","NONE",-0.0301,-1.15,0.251,0.335
"(Naba) Genes encoding secreted soluble factors","NABA_SECRETED_FACTORS","NONE",-0.0162,-1.14,0.253,0.337
"(Naba) Ensemble of genes encoding ECM-associated proteins including ECM-affilaited proteins, ECM regulators and secreted factors","NABA_MATRISOME_ASSOCIATED","NONE",-0.0104,-1.14,0.256,0.341
"(Reactome) Peptide chain elongation","REACTOME_PEPTIDE_CHAIN_ELONGATION","NONE",0.0454,1.13,0.258,0.342
"(Reactome) Synthesis of PIPs at the Golgi membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE","NONE",-0.0285,-1.13,0.258,0.342
"(Reactome) Axon guidance","REACTOME_AXON_GUIDANCE","NONE",-0.0181,-1.13,0.259,0.344
"(BioCarta) Bioactive Peptide Induced Signaling Pathway","BIOCARTA_BIOPEPTIDES_PATHWAY","NONE",0.0142,1.13,0.26,0.344
"(KEGG) Chemokine signaling pathway","KEGG_CHEMOKINE_SIGNALING_PATHWAY","NONE",0.0127,1.13,0.26,0.344
"(Reactome) mTORC1-mediated signalling","REACTOME_MTORC1_MEDIATED_SIGNALLING","NONE",-0.0263,-1.13,0.26,0.344
"(Reactome) Sphingolipid metabolism","REACTOME_SPHINGOLIPID_METABOLISM","NONE",-0.0214,-1.12,0.261,0.345
"(PID) IL27-mediated signaling events","PID_IL27_PATHWAY","NONE",0.0296,1.12,0.262,0.345
"(KEGG) Ribosome","KEGG_RIBOSOME","NONE",0.0449,1.12,0.263,0.347
"(Reactome) Lysosome Vesicle Biogenesis","REACTOME_LYSOSOME_VESICLE_BIOGENESIS","NONE",0.0231,1.12,0.265,0.348
"(BioCarta) Bone Remodelling","BIOCARTA_RANKL_PATHWAY","NONE",0.0569,1.11,0.265,0.349
"(Reactome) Activation of Genes by ATF4","REACTOME_ACTIVATION_OF_GENES_BY_ATF4","NONE",-0.0346,-1.11,0.268,0.351
"(Reactome) 3' -UTR-mediated translational regulation","REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION","NONE",0.0381,1.11,0.268,0.351
"(Reactome) Acyl chain remodelling of PE","REACTOME_ACYL_CHAIN_REMODELLING_OF_PE","NONE",-0.031,-1.11,0.268,0.351
"(Reactome) Purine salvage","REACTOME_PURINE_SALVAGE","NONE",-0.0345,-1.11,0.269,0.352
"(PID) Plasma membrane estrogen receptor signaling","PID_ER_NONGENOMIC_PATHWAY","NONE",-0.0148,-1.1,0.27,0.353
"(KEGG) Phenylalanine metabolism","KEGG_PHENYLALANINE_METABOLISM","NONE",-0.0244,-1.1,0.271,0.354
"(PID) Validated nuclear estrogen receptor beta network","PID_ERB_GENOMIC_PATHWAY","NONE",-0.0248,-1.09,0.275,0.359
"(BioCarta) Trka Receptor Signaling Pathway","BIOCARTA_TRKA_PATHWAY","NONE",0.0261,1.09,0.276,0.359
"(Reactome) Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation","REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION","NONE",-0.0311,-1.09,0.277,0.361
"(Reactome) Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL","NONE",0.0617,1.08,0.28,0.364
"(Reactome) Muscle contraction","REACTOME_MUSCLE_CONTRACTION","NONE",0.0713,1.08,0.281,0.365
"(KEGG) Gap junction","KEGG_GAP_JUNCTION","NONE",-0.0226,-1.08,0.282,0.366
"(Reactome) SHC-mediated cascade","REACTOME_SHC_MEDIATED_CASCADE","NONE",0.026,1.06,0.287,0.372
"(Reactome) Membrane Trafficking","REACTOME_MEMBRANE_TRAFFICKING","NONE",-0.0146,-1.06,0.289,0.375
"(PID) Circadian rhythm pathway","PID_CIRCADIAN_PATHWAY","NONE",-0.0383,-1.05,0.292,0.377
"(Reactome) Signaling by Robo receptor","REACTOME_SIGNALING_BY_ROBO_RECEPTOR","NONE",-0.0211,-1.05,0.292,0.377
"(Reactome) Cholesterol biosynthesis","REACTOME_CHOLESTEROL_BIOSYNTHESIS","NONE",-0.0574,-1.05,0.292,0.377
"(Reactome) Activation of Chaperones by ATF6-alpha","REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA","NONE",0.0415,1.05,0.293,0.378
"(Reactome) p38MAPK events","REACTOME_P38MAPK_EVENTS","NONE",-0.0248,-1.05,0.294,0.378
"(Signaling Gateway) Genes related to IL4 rceptor signaling in B lymphocytes","SIG_IL4RECEPTOR_IN_B_LYPHOCYTES","NONE",-0.0215,-1.05,0.295,0.38
"(KEGG) Glycosaminoglycan biosynthesis - keratan sulfate","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","NONE",0.0285,1.05,0.296,0.38
"(PID) IL23-mediated signaling events","PID_IL23_PATHWAY","NONE",0.0591,1.04,0.298,0.383
"(PID) IL2-mediated signaling events","PID_IL2_1PATHWAY","NONE",0.0278,1.04,0.299,0.383
"(KEGG) Glycosaminoglycan degradation","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","NONE",-0.0227,-1.03,0.301,0.385
"(Reactome) Gap junction trafficking","REACTOME_GAP_JUNCTION_TRAFFICKING","NONE",0.0379,1.03,0.302,0.386
