"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(PID) Ceramide signaling pathway","PID_CERAMIDE_PATHWAY","NONE",0.00972,0.942,0.347,0.538
"(Reactome) Gluconeogenesis","REACTOME_GLUCONEOGENESIS","NONE",-0.0123,-0.941,0.347,0.538
"(SigmaAldrich) Programmed cell death, or apoptosis, eliminates damaged or unneeded cells.","SA_PROGRAMMED_CELL_DEATH","NONE",0.0199,0.941,0.347,0.538
"(Reactome) Cell surface interactions at the vascular wall","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL","NONE",0.0183,0.94,0.347,0.538
"(Reactome) Ion channel transport","REACTOME_ION_CHANNEL_TRANSPORT","NONE",-0.0277,-0.94,0.348,0.538
"(KEGG) Spliceosome","KEGG_SPLICEOSOME","NONE",-0.0112,-0.94,0.348,0.538
"(Naba) Genes encoding enzymes and their regulators involved in the remodeling of the extracellular matrix","NABA_ECM_REGULATORS","NONE",-0.00714,-0.94,0.348,0.538
"(Reactome) Polymerase switching","REACTOME_POL_SWITCHING","NONE",-0.015,-0.937,0.349,0.539
"(KEGG) Metabolism of xenobiotics by cytochrome P450","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450","NONE",-0.022,-0.936,0.35,0.539
"(PID) Beta2 integrin cell surface interactions","PID_INTEGRIN2_PATHWAY","NONE",-0.0287,-0.936,0.35,0.539
"(Reactome) Generation of second messenger molecules","REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES","NONE",0.0481,0.932,0.352,0.541
"(BioCarta) Role of nicotinic acetylcholine receptors in the regulation of apoptosis","BIOCARTA_ACH_PATHWAY","NONE",0.0139,0.929,0.353,0.542
"(Reactome) Intrinsic Pathway for Apoptosis","REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS","NONE",0.0125,0.928,0.354,0.542
"(PID) Validated transcriptional targets of TAp63 isoforms","PID_TAP63_PATHWAY","NONE",0.0197,0.928,0.354,0.542
"(PID) Syndecan-4-mediated signaling events","PID_SYNDECAN_4_PATHWAY","NONE",-0.017,-0.928,0.354,0.542
"(Reactome) Glycogen breakdown (glycogenolysis)","REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS","NONE",0.0241,0.927,0.354,0.542
"(Reactome) Oxygen-dependent Proline Hydroxylation of Hypoxia-inducible Factor Alpha","REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA","NONE",0.0197,0.925,0.355,0.542
"(KEGG) Adherens junction","KEGG_ADHERENS_JUNCTION","NONE",0.01,0.922,0.357,0.544
"(PID) Calcineurin-regulated NFAT-dependent transcription in lymphocytes","PID_NFAT_TFPATHWAY","NONE",-0.0263,-0.922,0.357,0.544
"(PID) Beta5 beta6 beta7 and beta8 integrin cell surface interactions","PID_INTEGRIN5_PATHWAY","NONE",0.0398,0.92,0.358,0.544
"(BioCarta) Rho cell motility signaling pathway","BIOCARTA_RHO_PATHWAY","NONE",0.0112,0.92,0.358,0.544
"(Naba) Ensemble of genes encoding ECM-associated proteins including ECM-affilaited proteins, ECM regulators and secreted factors","NABA_MATRISOME_ASSOCIATED","NONE",-0.00527,-0.918,0.359,0.545
"(BioCarta) Trefoil Factors Initiate Mucosal Healing","BIOCARTA_TFF_PATHWAY","NONE",-0.0115,-0.915,0.361,0.546
"(Reactome) Synthesis of PA","REACTOME_SYNTHESIS_OF_PA","NONE",-0.0155,-0.914,0.361,0.546
"(BioCarta) Role of ERBB2 in Signal Transduction and Oncology","BIOCARTA_HER2_PATHWAY","NONE",0.015,0.914,0.361,0.546
"(Reactome) Deadenylation-dependent mRNA decay","REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY","NONE",-0.0124,-0.913,0.362,0.546
"(KEGG) Selenoamino acid metabolism","KEGG_SELENOAMINO_ACID_METABOLISM","NONE",-0.0118,-0.912,0.362,0.546
"(Reactome) Signaling by GPCR","REACTOME_SIGNALING_BY_GPCR","NONE",-0.0109,-0.911,0.363,0.546
"(KEGG) GnRH signaling pathway","KEGG_GNRH_SIGNALING_PATHWAY","NONE",0.00894,0.91,0.363,0.546
"(BioCarta) Role of EGF Receptor Transactivation by GPCRs in Cardiac Hypertrophy","BIOCARTA_CARDIACEGF_PATHWAY","NONE",0.0348,0.909,0.364,0.546
"(Reactome) Metabolism of porphyrins","REACTOME_METABOLISM_OF_PORPHYRINS","NONE",-0.0223,-0.908,0.364,0.547
"(STKE) Wnt/Ca2+/cyclic GMP signaling.","ST_WNT_CA2_CYCLIC_GMP_PATHWAY","NONE",0.0147,0.904,0.366,0.549
"(Reactome) Synthesis and interconversion of nucleotide di- and triphosphates","REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES","NONE",-0.0126,-0.896,0.37,0.552
"(PID) IL1-mediated signaling events","PID_IL1_PATHWAY","NONE",0.0112,0.896,0.371,0.552
"(BioCarta) Caspase Cascade in Apoptosis","BIOCARTA_CASPASE_PATHWAY","NONE",0.0167,0.896,0.371,0.552
"(KEGG) Steroid hormone biosynthesis","KEGG_STEROID_HORMONE_BIOSYNTHESIS","NONE",-0.0179,-0.895,0.371,0.552
"(PID) ATM pathway","PID_ATM_PATHWAY","NONE",0.0121,0.894,0.371,0.552
"(Reactome) ERK/MAPK targets","REACTOME_ERK_MAPK_TARGETS","NONE",0.014,0.894,0.372,0.552
"(KEGG) SNARE interactions in vesicular transport","KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT","NONE",0.00912,0.884,0.377,0.559
"(PID) p53 pathway","PID_P53_REGULATION_PATHWAY","NONE",0.00848,0.884,0.377,0.559
"(PID) Reelin signaling pathway","PID_REELIN_PATHWAY","NONE",0.0154,0.879,0.38,0.562
"(BioCarta) Hypoxia-Inducible Factor in the Cardiovascular System","BIOCARTA_HIF_PATHWAY","NONE",-0.0237,-0.878,0.38,0.562
"(Reactome) Integrin cell surface interactions","REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS","NONE",0.0179,0.871,0.384,0.567
"(KEGG) Olfactory transduction","KEGG_OLFACTORY_TRANSDUCTION","NONE",0.0133,0.865,0.387,0.571
"(PID) S1P1 pathway","PID_S1P_S1P1_PATHWAY","NONE",0.017,0.863,0.389,0.572
"(Reactome) Platelet sensitization by LDL","REACTOME_PLATELET_SENSITIZATION_BY_LDL","NONE",-0.0122,-0.859,0.391,0.574
"(Reactome) G alpha (i) signalling events","REACTOME_G_ALPHA_I_SIGNALLING_EVENTS","NONE",-0.0107,-0.858,0.391,0.574
"(Reactome) Glucose metabolism","REACTOME_GLUCOSE_METABOLISM","NONE",0.0129,0.857,0.392,0.574
"(Reactome) Membrane Trafficking","REACTOME_MEMBRANE_TRAFFICKING","NONE",-0.00681,-0.857,0.392,0.574
"(Reactome) p130Cas linkage to MAPK signaling for integrins","REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS","NONE",0.0288,0.852,0.395,0.577
"(PID) Trk receptor signaling mediated by the MAPK pathway","PID_MAPK_TRK_PATHWAY","NONE",0.0153,0.851,0.395,0.578
"(Reactome) Insulin receptor recycling","REACTOME_INSULIN_RECEPTOR_RECYCLING","NONE",-0.012,-0.846,0.398,0.581
"(BioCarta) Inhibition of Cellular Proliferation by Gleevec","BIOCARTA_GLEEVEC_PATHWAY","NONE",0.0141,0.841,0.401,0.584
"(KEGG) Adipocytokine signaling pathway","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","NONE",0.0108,0.838,0.402,0.586
"(BioCarta) Ca++/ Calmodulin-dependent Protein Kinase Activation","BIOCARTA_CACAM_PATHWAY","NONE",-0.0239,-0.834,0.405,0.589
"(PID) RAC1 signaling pathway","PID_RAC1_PATHWAY","NONE",0.00885,0.83,0.407,0.591
"(PID) Signaling mediated by p38-alpha and p38-beta","PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY","NONE",0.0121,0.829,0.407,0.591
"(PID) VEGFR3 signaling in lymphatic endothelium","PID_LYMPH_ANGIOGENESIS_PATHWAY","NONE",0.0125,0.824,0.41,0.593
"(KEGG) Cytosolic DNA-sensing pathway","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY","NONE",0.0105,0.823,0.411,0.593
"(Reactome) Role of DCC in regulating apoptosis","REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS","NONE",0.0168,0.823,0.411,0.593
"(KEGG) Galactose metabolism","KEGG_GALACTOSE_METABOLISM","NONE",-0.0105,-0.821,0.412,0.595
"(Reactome) Transmission across Chemical Synapses","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES","NONE",-0.0212,-0.817,0.414,0.596
"(Reactome) Ca-dependent events","REACTOME_CA_DEPENDENT_EVENTS","NONE",-0.0168,-0.817,0.414,0.596
"(Reactome) PKA-mediated phosphorylation of CREB","REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB","NONE",0.0124,0.812,0.417,0.6
"(PID) Signaling events mediated by PRL","PID_PRL_SIGNALING_EVENTS_PATHWAY","NONE",-0.0161,-0.81,0.418,0.6
"(Reactome) Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation","REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION","NONE",0.0157,0.81,0.418,0.6
"(KEGG) VEGF signaling pathway","KEGG_VEGF_SIGNALING_PATHWAY","NONE",0.00761,0.809,0.419,0.6
"(BioCarta) Rab GTPases Mark Targets In The Endocytotic Machinery","BIOCARTA_RAB_PATHWAY","NONE",0.0104,0.807,0.42,0.601
"(KEGG) Pentose phosphate pathway","KEGG_PENTOSE_PHOSPHATE_PATHWAY","NONE",-0.0139,-0.804,0.422,0.603
"(BioCarta) Cell to Cell Adhesion Signaling","BIOCARTA_CELL2CELL_PATHWAY","NONE",0.0167,0.799,0.425,0.606
"(Naba) Ensemble of genes encoding core extracellular matrix including ECM glycoproteins, collagens and proteoglycans","NABA_CORE_MATRISOME","NONE",-0.0106,-0.797,0.426,0.607
"(Reactome) 3' -UTR-mediated translational regulation","REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION","NONE",-0.0106,-0.796,0.426,0.607
"(PID) IL2-mediated signaling events","PID_IL2_1PATHWAY","NONE",0.013,0.793,0.428,0.609
"(Reactome) Termination of O-glycan biosynthesis","REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS","NONE",-0.0164,-0.792,0.429,0.609
"(Reactome) RNA Polymerase I Transcription","REACTOME_RNA_POL_I_TRANSCRIPTION","NONE",-0.011,-0.791,0.429,0.609
"(Reactome) Activation of NMDA receptor upon glutamate binding and postsynaptic events","REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS","NONE",-0.0205,-0.788,0.431,0.61
"(BioCarta) p38 MAPK Signaling Pathway","BIOCARTA_P38MAPK_PATHWAY","NONE",0.0106,0.785,0.433,0.611
"(Reactome) Inflammasomes","REACTOME_INFLAMMASOMES","NONE",0.011,0.785,0.433,0.611
"(Reactome) Lipid digestion, mobilization, and transport","REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT","NONE",0.0148,0.784,0.434,0.611
"(Reactome) PLC beta mediated events","REACTOME_PLC_BETA_MEDIATED_EVENTS","NONE",-0.0118,-0.784,0.434,0.611
"(STKE) Differentiation Pathway in PC12 Cells; this is a specific case of PAC1 Receptor Pathway.","ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS","NONE",-0.0136,-0.782,0.435,0.612
"(Reactome) Activation of Rac","REACTOME_ACTIVATION_OF_RAC","NONE",0.0151,0.78,0.435,0.613
"(BioCarta) Regulation of eIF2","BIOCARTA_EIF2_PATHWAY","NONE",0.0122,0.776,0.438,0.616
"(BioCarta) Sonic Hedgehog (Shh) Pathway","BIOCARTA_SHH_PATHWAY","NONE",0.0142,0.771,0.441,0.619
"(Reactome) Formation of the ternary complex, and subsequently, the 43S complex","REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX","NONE",-0.0108,-0.77,0.442,0.619
"(KEGG) Taste transduction","KEGG_TASTE_TRANSDUCTION","NONE",-0.0216,-0.765,0.445,0.623
"(Reactome) MHC class II antigen presentation","REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION","NONE",-0.0111,-0.759,0.448,0.626
"(PID) IL6-mediated signaling events","PID_IL6_7_PATHWAY","NONE",0.0273,0.757,0.45,0.626
"(Reactome) Unblocking of NMDA receptor, glutamate binding and activation","REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION","NONE",-0.0273,-0.756,0.45,0.626
"(Reactome) E2F mediated regulation of DNA replication","REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION","NONE",-0.013,-0.755,0.45,0.626
"(Reactome) NCAM1 interactions","REACTOME_NCAM1_INTERACTIONS","NONE",-0.0168,-0.755,0.45,0.626
"(KEGG) Glycosaminoglycan biosynthesis - heparan sulfate","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE","NONE",-0.0248,-0.755,0.451,0.626
"(Reactome) Transport to the Golgi and subsequent modification","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION","NONE",-0.00988,-0.754,0.451,0.626
"(Reactome) NOD1/2 Signaling Pathway","REACTOME_NOD1_2_SIGNALING_PATHWAY","NONE",0.00924,0.749,0.454,0.629
"(BioCarta) Repression of Pain Sensation by the Transcriptional Regulator DREAM","BIOCARTA_DREAM_PATHWAY","NONE",0.0189,0.749,0.454,0.629
"(Reactome) Interaction between L1 and Ankyrins","REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS","NONE",-0.032,-0.747,0.456,0.63
"(Reactome) Loss of Nlp from mitotic centrosomes","REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES","NONE",-0.0102,-0.743,0.458,0.632
"(Reactome) mRNA Decay by 5' to 3' Exoribonuclease","REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE","NONE",-0.0127,-0.741,0.459,0.633
"(BioCarta) Stathmin and breast cancer resistance to antimicrotubule agents","BIOCARTA_STATHMIN_PATHWAY","NONE",-0.0167,-0.738,0.461,0.634
"(Reactome) Acyl chain remodelling of PC","REACTOME_ACYL_CHAIN_REMODELLING_OF_PC","NONE",-0.0151,-0.738,0.461,0.634
"(Reactome) SHC-related events","REACTOME_SHC_RELATED_EVENTS","NONE",0.00772,0.736,0.462,0.634
"(KEGG) DNA replication","KEGG_DNA_REPLICATION","NONE",-0.0143,-0.735,0.463,0.634
"(KEGG) Cell cycle","KEGG_CELL_CYCLE","NONE",0.00534,0.735,0.463,0.634
"(KEGG) Calcium signaling pathway","KEGG_CALCIUM_SIGNALING_PATHWAY","NONE",-0.0125,-0.735,0.463,0.634
"(Reactome) A tetrasaccharide linker sequence is required for GAG synthesis","REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS","NONE",0.0202,0.733,0.464,0.635
"(Reactome) Ligand-gated ion channel transport","REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT","NONE",-0.04,-0.73,0.466,0.637
"(Reactome) Synthesis of very long-chain fatty acyl-CoAs","REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","NONE",-0.0253,-0.725,0.469,0.64
"(BioCarta) IL 6 signaling pathway","BIOCARTA_IL6_PATHWAY","NONE",0.0246,0.721,0.471,0.642
"(Reactome) Trafficking of GluR2-containing AMPA receptors","REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS","NONE",-0.0232,-0.72,0.472,0.643
"(Reactome) Transport of vitamins, nucleosides, and related molecules","REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES","NONE",0.0181,0.715,0.475,0.646
"(Reactome) Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon","REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON","NONE",0.0236,0.714,0.476,0.646
"(KEGG) Basal cell carcinoma","KEGG_BASAL_CELL_CARCINOMA","NONE",0.0102,0.712,0.477,0.647
"(KEGG) Glycosphingolipid biosynthesis - ganglio series","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES","NONE",-0.0218,-0.709,0.479,0.649
"(Reactome) Signaling by FGFR1 fusion mutants","REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS","NONE",0.00902,0.707,0.48,0.649
"(Naba) Genes encoding proteins affiliated structurally or functionally to extracellular matrix proteins","NABA_ECM_AFFILIATED","NONE",-0.00657,-0.707,0.48,0.649
"(PID) LPA4-mediated signaling events","PID_LPA4_PATHWAY","NONE",0.0166,0.706,0.48,0.649
"(Reactome) Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor","REACTOME_RECEPTOR_LIGAND_BINDING_INITIATES_THE_SECOND_PROTEOLYTIC_CLEAVAGE_OF_NOTCH_RECEPTOR","NONE",0.0272,0.704,0.482,0.65
"(Reactome) Myogenesis","REACTOME_MYOGENESIS","NONE",0.0102,0.701,0.484,0.652
"(Reactome) Post NMDA receptor activation events","REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS","NONE",-0.016,-0.7,0.484,0.652
"(Reactome) Negative regulation of FGFR signaling","REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING","NONE",0.0114,0.698,0.485,0.652
"(Reactome) PERK regulated gene expression","REACTOME_PERK_REGULATED_GENE_EXPRESSION","NONE",-0.013,-0.698,0.485,0.652
"(PID) Direct p53 effectors","PID_P53_DOWNSTREAM_PATHWAY","NONE",0.00773,0.697,0.486,0.652
"(KEGG) Type I diabetes mellitus","KEGG_TYPE_I_DIABETES_MELLITUS","NONE",-0.0356,-0.695,0.488,0.653
"(Reactome) Innate Immune System","REACTOME_INNATE_IMMUNE_SYSTEM","NONE",0.00868,0.694,0.488,0.653
"(KEGG) Sphingolipid metabolism","KEGG_SPHINGOLIPID_METABOLISM","NONE",0.0128,0.691,0.49,0.654
"(STKE) ERK1/ERK2 MAPK Pathway","ST_ERK1_ERK2_MAPK_PATHWAY","NONE",0.00958,0.691,0.49,0.654
"(PID) Hypoxic and oxygen homeostasis regulation of HIF-1-alpha","PID_HIF1A_PATHWAY","NONE",0.0124,0.688,0.492,0.656
"(PID) Alpha4 beta1 integrin signaling events","PID_INTEGRIN_A4B1_PATHWAY","NONE",0.0171,0.684,0.494,0.658
"(Reactome) Regulation of Insulin Secretion by Glucagon-like Peptide-1","REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1","NONE",-0.00817,-0.68,0.497,0.66
"(BioCarta) Cell Cycle: G1/S Check Point","BIOCARTA_G1_PATHWAY","NONE",0.0131,0.68,0.497,0.66
"(KEGG) Prion diseases","KEGG_PRION_DISEASES","NONE",0.0254,0.677,0.499,0.662
"(PID) IL27-mediated signaling events","PID_IL27_PATHWAY","NONE",-0.0144,-0.675,0.5,0.662
"(KEGG) Glycosphingolipid biosynthesis - globo series","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES","NONE",-0.0123,-0.674,0.501,0.662
"(KEGG) Notch signaling pathway","KEGG_NOTCH_SIGNALING_PATHWAY","NONE",0.0136,0.674,0.501,0.662
"(Reactome) Activation of BH3-only proteins","REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS","NONE",0.0101,0.667,0.505,0.667
"(PID) ErbB receptor signaling network","PID_ERBB_NETWORK_PATHWAY","NONE",-0.0158,-0.666,0.506,0.667
"(Signaling Gateway) Members of the BCR signaling pathway","SIG_BCR_SIGNALING_PATHWAY","NONE",0.00602,0.665,0.506,0.667
"(BioCarta) Cell Cycle: G2/M Checkpoint","BIOCARTA_G2_PATHWAY","NONE",-0.0123,-0.664,0.507,0.668
"(Reactome) RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS","NONE",0.00997,0.662,0.508,0.668
"(Reactome) DAG and IP3 signaling","REACTOME_DAG_AND_IP3_SIGNALING","NONE",-0.0127,-0.661,0.509,0.668
"(Reactome) Bile acid and bile salt metabolism","REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM","NONE",0.0153,0.66,0.509,0.668
"(BioCarta) Regulation of p27 Phosphorylation during Cell Cycle Progression","BIOCARTA_P27_PATHWAY","NONE",-0.00979,-0.659,0.51,0.669
"(Reactome) TRAF6 mediated induction of TAK1 complex","REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX","NONE",0.0209,0.655,0.513,0.671
"(SigmaAldrich) Antigen binding to B cell receptors activates protein tyrosine kinases, such as the Src family, which ultimate activate MAP kinases.","SA_B_CELL_RECEPTOR_COMPLEXES","NONE",0.0125,0.654,0.513,0.671
"(KEGG) Leishmania infection","KEGG_LEISHMANIA_INFECTION","NONE",0.029,0.653,0.514,0.671
"(BioCarta) Hypoxia and p53 in the Cardiovascular system","BIOCARTA_P53HYPOXIA_PATHWAY","NONE",-0.021,-0.652,0.514,0.671
"(PID) p38 MAPK signaling pathway","PID_P38_MKK3_6PATHWAY","NONE",0.0142,0.65,0.516,0.672
"(PID) IL4-mediated signaling events","PID_IL4_2PATHWAY","NONE",0.0195,0.65,0.516,0.672
"(PID) Validated nuclear estrogen receptor alpha network","PID_ERA_GENOMIC_PATHWAY","NONE",0.00499,0.637,0.524,0.682
"(Reactome) Peptide chain elongation","REACTOME_PEPTIDE_CHAIN_ELONGATION","NONE",-0.00955,-0.634,0.526,0.683
"(Reactome) Dopamine Neurotransmitter Release Cycle","REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE","NONE",-0.0211,-0.634,0.526,0.683
"(Reactome) Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell","REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL","NONE",-0.0166,-0.627,0.531,0.689
"(Reactome) Response to elevated platelet cytosolic Ca2+","REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_","NONE",0.0148,0.626,0.532,0.689
"(Reactome) Phosphorylation of CD3 and TCR zeta chains","REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS","NONE",0.0448,0.625,0.532,0.689
"(KEGG) Intestinal immune network for IgA production","KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION","NONE",0.0277,0.624,0.533,0.689
"(Reactome) Adaptive Immune System","REACTOME_ADAPTIVE_IMMUNE_SYSTEM","NONE",-0.00373,-0.62,0.536,0.691
"(KEGG) Fc gamma R-mediated phagocytosis","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","NONE",0.00612,0.617,0.538,0.693
"(Reactome) CREB phosphorylation through the activation of Ras","REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS","NONE",-0.0123,-0.614,0.539,0.694
"(Reactome) Cholesterol biosynthesis","REACTOME_CHOLESTEROL_BIOSYNTHESIS","NONE",-0.0259,-0.609,0.543,0.698
"(Reactome) Nuclear Receptor transcription pathway","REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY","NONE",0.0126,0.603,0.547,0.702
"(Reactome) GABA A receptor activation","REACTOME_GABA_A_RECEPTOR_ACTIVATION","NONE",-0.0363,-0.603,0.547,0.702
"(BioCarta) PTEN dependent cell cycle arrest and apoptosis","BIOCARTA_PTEN_PATHWAY","NONE",-0.00858,-0.599,0.549,0.704
"(KEGG) Ubiquitin mediated proteolysis","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS","NONE",-0.00594,-0.597,0.551,0.705
"(KEGG) Cardiac muscle contraction","KEGG_CARDIAC_MUSCLE_CONTRACTION","NONE",-0.0125,-0.597,0.551,0.705
"(BioCarta) D4-GDI Signaling Pathway","BIOCARTA_D4GDI_PATHWAY","NONE",-0.0128,-0.593,0.553,0.707
"(Reactome) CRMPs in Sema3A signaling","REACTOME_CRMPS_IN_SEMA3A_SIGNALING","NONE",0.0119,0.593,0.554,0.707
"(Reactome) RNA Polymerase I Promoter Opening","REACTOME_RNA_POL_I_PROMOTER_OPENING","NONE",0.0254,0.589,0.556,0.709
"(KEGG) Glycerophospholipid metabolism","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","NONE",-0.00861,-0.586,0.558,0.71
"(Reactome) Extrinsic Pathway for Apoptosis","REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS","NONE",-0.0182,-0.585,0.559,0.71
"(SigmaAldrich) Cytokines can induce activation of matrix metalloproteinases, which degrade extracellular matrix.","SA_MMP_CYTOKINE_CONNECTION","NONE",0.0472,0.585,0.559,0.71
"(Reactome) Mitotic Prometaphase","REACTOME_MITOTIC_PROMETAPHASE","NONE",0.00545,0.582,0.561,0.712
"(Reactome) Amyloids","REACTOME_AMYLOIDS","NONE",0.0183,0.579,0.563,0.713
"(Reactome) Activation of Genes by ATF4","REACTOME_ACTIVATION_OF_GENES_BY_ATF4","NONE",-0.0113,-0.578,0.564,0.713
"(PID) Lissencephaly gene (LIS1) in neuronal migration and development","PID_LIS1_PATHWAY","NONE",0.00794,0.577,0.564,0.713
"(Reactome) Signaling by NOTCH2","REACTOME_SIGNALING_BY_NOTCH2","NONE",-0.0171,-0.566,0.571,0.722
"(PID) IL12-mediated signaling events","PID_IL12_2PATHWAY","NONE",0.0154,0.563,0.574,0.724
"(BioCarta) Angiotensin II mediated activation of JNK Pathway via Pyk2 dependent signaling","BIOCARTA_AT1R_PATHWAY","NONE",0.00596,0.562,0.574,0.724
"(KEGG) Fructose and mannose metabolism","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM","NONE",-0.0086,-0.554,0.58,0.729
"(BioCarta) Intrinsic Prothrombin Activation Pathway","BIOCARTA_INTRINSIC_PATHWAY","NONE",-0.0128,-0.552,0.581,0.729
"(Reactome) HS-GAG biosynthesis","REACTOME_HS_GAG_BIOSYNTHESIS","NONE",0.012,0.552,0.581,0.729
"(Naba) Genes encoding collagen proteins","NABA_COLLAGENS","NONE",0.0146,0.551,0.582,0.729
"(KEGG) Lysine degradation","KEGG_LYSINE_DEGRADATION","NONE",-0.00872,-0.551,0.582,0.729
"(PID) Validated nuclear estrogen receptor beta network","PID_ERB_GENOMIC_PATHWAY","NONE",0.00973,0.55,0.582,0.729
"(KEGG) Glycosaminoglycan degradation","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","NONE",0.0127,0.549,0.583,0.73
"(KEGG) Glycosphingolipid biosynthesis - lacto and neolacto series","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES","NONE",0.0142,0.546,0.585,0.731
"(BioCarta) Agrin in Postsynaptic Differentiation","BIOCARTA_AGR_PATHWAY","NONE",0.00619,0.546,0.585,0.731
"(KEGG) Pathogenic Escherichia coli infection","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION","NONE",0.00765,0.545,0.586,0.731
