"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(BioCarta) Nuclear receptors coordinate the activities of chromatin remodeling complexes and coactivators to facilitate initiation of transcription in carcinoma cells","BIOCARTA_RARRXR_PATHWAY","NONE",0.0531,1.58,0.161,0.244
"(PID) Angiopoietin receptor Tie2-mediated signaling","PID_ANGIOPOIETIN_RECEPTOR_PATHWAY","NONE",-0.044,-1.58,0.162,0.246
"(KEGG) Hypertrophic cardiomyopathy (HCM)","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM","NONE",-0.0334,-1.58,0.163,0.246
"(Reactome) Metabolism of vitamins and cofactors","REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS","NONE",0.0531,1.57,0.163,0.246
"(BioCarta) Y branching of actin filaments","BIOCARTA_ACTINY_PATHWAY","NONE",0.048,1.57,0.163,0.246
"(Reactome) Iron uptake and transport","REACTOME_IRON_UPTAKE_AND_TRANSPORT","NONE",0.0431,1.57,0.165,0.248
"(BioCarta) FAS signaling pathway ( CD95 )","BIOCARTA_FAS_PATHWAY","NONE",-0.0381,-1.57,0.165,0.248
"(Reactome) Cell-cell junction organization","REACTOME_CELL_CELL_JUNCTION_ORGANIZATION","NONE",-0.0368,-1.57,0.165,0.248
"(KEGG) Insulin signaling pathway","KEGG_INSULIN_SIGNALING_PATHWAY","NONE",-0.0281,-1.56,0.165,0.248
"(KEGG) MAPK signaling pathway","KEGG_MAPK_SIGNALING_PATHWAY","NONE",-0.0333,-1.56,0.166,0.249
"(BioCarta) Electron Transport Reaction in Mitochondria","BIOCARTA_ETC_PATHWAY","NONE",-0.176,-1.56,0.167,0.25
"(Reactome) Signaling by FGFR1 mutants","REACTOME_SIGNALING_BY_FGFR1_MUTANTS","NONE",-0.0642,-1.55,0.168,0.251
"(KEGG) B cell receptor signaling pathway","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY","NONE",-0.0364,-1.55,0.169,0.252
"(Reactome) Response to elevated platelet cytosolic Ca2+","REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_","NONE",-0.036,-1.54,0.171,0.254
"(Reactome) Adherens junctions interactions","REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS","NONE",-0.0375,-1.53,0.172,0.257
"(PID) Arf1 pathway","PID_ARF_3PATHWAY","NONE",0.0544,1.53,0.173,0.257
"(BioCarta) Ceramide Signaling Pathway","BIOCARTA_CERAMIDE_PATHWAY","NONE",-0.0638,-1.53,0.174,0.259
"(KEGG) Cytosolic DNA-sensing pathway","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY","NONE",0.0422,1.53,0.174,0.259
"(Reactome) Gluconeogenesis","REACTOME_GLUCONEOGENESIS","NONE",0.17,1.52,0.175,0.259
"(Reactome) Extrinsic Pathway for Apoptosis","REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS","NONE",0.0992,1.52,0.176,0.26
"(PID) Ceramide signaling pathway","PID_CERAMIDE_PATHWAY","NONE",-0.0448,-1.51,0.179,0.264
"(Reactome) mRNA 3'-end processing","REACTOME_MRNA_3_END_PROCESSING","NONE",-0.0521,-1.5,0.181,0.267
"(Reactome) Signaling by Insulin receptor","REACTOME_SIGNALING_BY_INSULIN_RECEPTOR","NONE",-0.0287,-1.49,0.184,0.271
"(KEGG) Mismatch repair","KEGG_MISMATCH_REPAIR","NONE",-0.0481,-1.48,0.185,0.272
"(KEGG) Vascular smooth muscle contraction","KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION","NONE",0.0468,1.48,0.186,0.273
"(KEGG) Glycolysis / Gluconeogenesis","KEGG_GLYCOLYSIS_GLUCONEOGENESIS","NONE",0.131,1.48,0.186,0.273
"(Reactome) Post-translational protein modification","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION","NONE",-0.0297,-1.48,0.187,0.274
"(Reactome) Regulation of Glucokinase by Glucokinase Regulatory Protein","REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN","NONE",-0.0311,-1.46,0.19,0.278
"(Reactome) Deadenylation-dependent mRNA decay","REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY","NONE",-0.0509,-1.46,0.191,0.279
"(PID) ErbB1 downstream signaling","PID_ERBB1_DOWNSTREAM_PATHWAY","NONE",0.0261,1.46,0.192,0.279
"(Reactome) Regulation of mitotic cell cycle","REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE","NONE",-0.0382,-1.46,0.192,0.279
"(STKE) Granule Cell Survival Pathway is a specific case of more general PAC1 Receptor Pathway.","ST_GRANULE_CELL_SURVIVAL_PATHWAY","NONE",-0.103,-1.45,0.193,0.281
"(KEGG) Propanoate metabolism","KEGG_PROPANOATE_METABOLISM","NONE",0.0743,1.45,0.194,0.282
"(Reactome) Metabolism of carbohydrates","REACTOME_METABOLISM_OF_CARBOHYDRATES","NONE",0.0413,1.44,0.195,0.284
"(Reactome) AKT phosphorylates targets in the cytosol","REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL","NONE",0.0458,1.44,0.196,0.284
"(Reactome) Activation of NMDA receptor upon glutamate binding and postsynaptic events","REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS","NONE",0.105,1.44,0.197,0.285
"(Reactome) Tight junction interactions","REACTOME_TIGHT_JUNCTION_INTERACTIONS","NONE",-0.036,-1.43,0.198,0.286
"(KEGG) Pentose phosphate pathway","KEGG_PENTOSE_PHOSPHATE_PATHWAY","NONE",0.132,1.43,0.199,0.288
"(Reactome) G alpha (i) signalling events","REACTOME_G_ALPHA_I_SIGNALLING_EVENTS","NONE",0.0481,1.42,0.203,0.293
"(Reactome) GRB2 events in ERBB2 signaling","REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING","NONE",0.0645,1.41,0.205,0.296
"(Reactome) G alpha (q) signalling events","REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS","NONE",-0.0446,-1.41,0.206,0.296
"(KEGG) Aminoacyl-tRNA biosynthesis","KEGG_AMINOACYL_TRNA_BIOSYNTHESIS","NONE",-0.0903,-1.4,0.207,0.298
"(KEGG) Dilated cardiomyopathy","KEGG_DILATED_CARDIOMYOPATHY","NONE",-0.0439,-1.4,0.208,0.298
"(Reactome) Mitochondrial Fatty Acid Beta-Oxidation","REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION","NONE",0.102,1.4,0.209,0.299
"(Reactome) Sphingolipid de novo biosynthesis","REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS","NONE",0.0368,1.4,0.209,0.299
"(STKE) Interleukin 4 (IL-4) Pathway","ST_INTERLEUKIN_4_PATHWAY","NONE",-0.0308,-1.39,0.209,0.299
"(Reactome) Glucose transport","REACTOME_GLUCOSE_TRANSPORT","NONE",-0.0489,-1.39,0.211,0.301
"(BioCarta) ALK in cardiac myocytes","BIOCARTA_ALK_PATHWAY","NONE",-0.0938,-1.39,0.211,0.301
"(Reactome) PI3K events in ERBB2 signaling","REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING","NONE",0.0329,1.39,0.212,0.301
"(Reactome) Transport of Mature Transcript to Cytoplasm","REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM","NONE",-0.0442,-1.38,0.212,0.301
"(Reactome) APC/C:Cdc20 mediated degradation of mitotic proteins","REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS","NONE",-0.0448,-1.38,0.212,0.301
"(BioCarta) METS affect on Macrophage Differentiation","BIOCARTA_ETS_PATHWAY","NONE",-0.0823,-1.38,0.212,0.301
"(KEGG) Riboflavin metabolism","KEGG_RIBOFLAVIN_METABOLISM","NONE",0.0453,1.38,0.213,0.301
"(KEGG) Adipocytokine signaling pathway","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","NONE",0.0243,1.38,0.213,0.302
"(Reactome) Hyaluronan metabolism","REACTOME_HYALURONAN_METABOLISM","NONE",-0.0308,-1.37,0.216,0.305
"(KEGG) Amyotrophic lateral sclerosis (ALS)","KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS","NONE",-0.0378,-1.36,0.219,0.309
"(KEGG) Sphingolipid metabolism","KEGG_SPHINGOLIPID_METABOLISM","NONE",-0.0239,-1.36,0.219,0.309
"(Reactome) Viral Messenger RNA Synthesis","REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS","NONE",0.0443,1.36,0.221,0.311
"(Reactome) Spry regulation of FGF signaling","REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING","NONE",-0.0325,-1.35,0.221,0.311
"(KEGG) RNA degradation","KEGG_RNA_DEGRADATION","NONE",-0.0294,-1.35,0.222,0.312
"(KEGG) Glycosphingolipid biosynthesis - ganglio series","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES","NONE",0.0305,1.35,0.224,0.314
"(Reactome) Transport of Mature mRNA Derived from an Intronless Transcript","REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT","NONE",-0.0358,-1.34,0.225,0.315
"(STKE) JNK MAPK Pathway","ST_JNK_MAPK_PATHWAY","NONE",0.0478,1.34,0.225,0.315
"(Reactome) Advanced glycosylation endproduct receptor signaling","REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING","NONE",0.138,1.34,0.226,0.316
"(BioCarta) TNFR2 Signaling Pathway","BIOCARTA_TNFR2_PATHWAY","NONE",-0.0706,-1.34,0.226,0.316
"(KEGG) Glutathione metabolism","KEGG_GLUTATHIONE_METABOLISM","NONE",0.101,1.33,0.229,0.319
"(BioCarta) Thrombin signaling and protease-activated receptors","BIOCARTA_PAR1_PATHWAY","NONE",-0.0652,-1.32,0.231,0.321
"(Reactome) Sema3A PAK dependent Axon repulsion","REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION","NONE",-0.105,-1.32,0.231,0.321
"(Reactome) Downstream signaling of activated FGFR","REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR","NONE",0.0411,1.32,0.232,0.322
"(Reactome) SLC-mediated transmembrane transport","REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT","NONE",-0.0279,-1.31,0.236,0.327
"(Reactome) Pyrimidine metabolism","REACTOME_PYRIMIDINE_METABOLISM","NONE",-0.0743,-1.31,0.236,0.327
"(PID) Wnt signaling network","PID_WNT_SIGNALING_PATHWAY","NONE",0.0281,1.29,0.241,0.333
"(KEGG) Glycosaminoglycan biosynthesis - chondroitin sulfate","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE","NONE",-0.0938,-1.29,0.241,0.333
"(Reactome) SOS-mediated signalling","REACTOME_SOS_MEDIATED_SIGNALLING","NONE",0.0384,1.29,0.241,0.333
"(Reactome) Interleukin-3, 5 and GM-CSF signaling","REACTOME_IL_3_5_AND_GM_CSF_SIGNALING","NONE",0.0288,1.29,0.242,0.334
"(PID) Signaling events mediated by PTP1B","PID_PTP1B_PATHWAY","NONE",0.0324,1.26,0.251,0.346
"(Reactome) DAG and IP3 signaling","REACTOME_DAG_AND_IP3_SIGNALING","NONE",0.054,1.25,0.253,0.348
"(BioCarta) CXCR4 Signaling Pathway","BIOCARTA_CXCR4_PATHWAY","NONE",-0.0544,-1.25,0.254,0.349
"(BioCarta) Phospholipids as signalling intermediaries","BIOCARTA_EDG1_PATHWAY","NONE",-0.0261,-1.25,0.256,0.351
"(Reactome) Lipid digestion, mobilization, and transport","REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT","NONE",-0.0604,-1.24,0.258,0.353
"(BioCarta) ADP-Ribosylation Factor","BIOCARTA_ARAP_PATHWAY","NONE",0.0395,1.24,0.259,0.354
"(Reactome) CTLA4 inhibitory signaling","REACTOME_CTLA4_INHIBITORY_SIGNALING","NONE",-0.0407,-1.24,0.259,0.355
"(STKE) Adrenergic Pathway","ST_ADRENERGIC","NONE",-0.0652,-1.22,0.266,0.363
"(BioCarta) Ras Signaling Pathway","BIOCARTA_RAS_PATHWAY","NONE",0.0548,1.21,0.267,0.365
"(PID) Beta2 integrin cell surface interactions","PID_INTEGRIN2_PATHWAY","NONE",-0.0388,-1.21,0.268,0.365
"(Reactome) Signaling by FGFR mutants","REACTOME_SIGNALING_BY_FGFR_MUTANTS","NONE",0.0467,1.21,0.27,0.367
"(Reactome) CRMPs in Sema3A signaling","REACTOME_CRMPS_IN_SEMA3A_SIGNALING","NONE",-0.102,-1.21,0.27,0.367
"(Reactome) Regulation of Insulin Secretion by Glucagon-like Peptide-1","REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1","NONE",0.042,1.21,0.27,0.367
"(Reactome) Deadenylation of mRNA","REACTOME_DEADENYLATION_OF_MRNA","NONE",-0.0538,-1.2,0.274,0.371
"(KEGG) Taste transduction","KEGG_TASTE_TRANSDUCTION","NONE",-0.0516,-1.2,0.274,0.371
"(Reactome) Retrograde neurotrophin signalling","REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING","NONE",0.0543,1.19,0.276,0.373
"(Reactome) Elongation arrest and recovery","REACTOME_ELONGATION_ARREST_AND_RECOVERY","NONE",0.0352,1.19,0.276,0.373
"(KEGG) Calcium signaling pathway","KEGG_CALCIUM_SIGNALING_PATHWAY","NONE",-0.0261,-1.19,0.277,0.373
"(Reactome) G beta:gamma signalling through PI3Kgamma","REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA","NONE",-0.0356,-1.19,0.277,0.373
"(KEGG) Butanoate metabolism","KEGG_BUTANOATE_METABOLISM","NONE",0.0882,1.19,0.277,0.373
"(KEGG) Ether lipid metabolism","KEGG_ETHER_LIPID_METABOLISM","NONE",-0.0782,-1.18,0.278,0.374
"(PID) Fanconi anemia pathway","PID_FANCONI_PATHWAY","NONE",-0.0211,-1.18,0.28,0.376
"(Reactome) Activation of Genes by ATF4","REACTOME_ACTIVATION_OF_GENES_BY_ATF4","NONE",0.0247,1.18,0.28,0.376
"(BioCarta) Inhibition of Cellular Proliferation by Gleevec","BIOCARTA_GLEEVEC_PATHWAY","NONE",-0.0448,-1.18,0.28,0.376
"(BioCarta) uCalpain and friends in Cell spread","BIOCARTA_UCALPAIN_PATHWAY","NONE",-0.0472,-1.18,0.281,0.376
"(KEGG) Chemokine signaling pathway","KEGG_CHEMOKINE_SIGNALING_PATHWAY","NONE",-0.0384,-1.17,0.282,0.376
"(Reactome) Phospholipase C-mediated cascade","REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE","NONE",0.0502,1.17,0.283,0.378
"(KEGG) ECM-receptor interaction","KEGG_ECM_RECEPTOR_INTERACTION","NONE",0.0205,1.17,0.284,0.378
"(KEGG) Starch and sucrose metabolism","KEGG_STARCH_AND_SUCROSE_METABOLISM","NONE",0.0822,1.16,0.286,0.381
"(Reactome) Rap1 signalling","REACTOME_RAP1_SIGNALLING","NONE",0.0417,1.16,0.288,0.384
"(KEGG) Fructose and mannose metabolism","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM","NONE",0.0885,1.16,0.289,0.384
"(Reactome) Late Phase of HIV Life Cycle","REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE","NONE",-0.0243,-1.15,0.292,0.387
"(PID) LPA receptor mediated events","PID_LYSOPHOSPHOLIPID_PATHWAY","NONE",0.0661,1.14,0.296,0.393
"(Reactome) Ion transport by P-type ATPases","REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES","NONE",-0.0511,-1.13,0.3,0.397
"(Reactome) Cyclin E associated events during G1/S transition ","REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_","NONE",0.0379,1.12,0.302,0.399
"(Reactome) Metabolism of polyamines","REACTOME_METABOLISM_OF_POLYAMINES","NONE",0.0415,1.12,0.304,0.401
"(Reactome) Ca-dependent events","REACTOME_CA_DEPENDENT_EVENTS","NONE",0.0457,1.11,0.306,0.404
"(Naba) Ensemble of genes encoding ECM-associated proteins including ECM-affilaited proteins, ECM regulators and secreted factors","NABA_MATRISOME_ASSOCIATED","NONE",0.0232,1.11,0.307,0.404
"(Reactome) Activated TLR4 signalling","REACTOME_ACTIVATED_TLR4_SIGNALLING","NONE",0.0232,1.1,0.309,0.407
"(Reactome) Synthesis of PC","REACTOME_SYNTHESIS_OF_PC","NONE",-0.0469,-1.1,0.309,0.407
"(Reactome) Signaling by ERBB2","REACTOME_SIGNALING_BY_ERBB2","NONE",0.0243,1.09,0.316,0.415
"(BioCarta) Control of skeletal myogenesis by HDAC and calcium/calmodulin-dependent kinase (CaMK)","BIOCARTA_HDAC_PATHWAY","NONE",0.037,1.08,0.317,0.416
"(Reactome) Thromboxane signalling through TP receptor","REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR","NONE",-0.0454,-1.08,0.319,0.418
"(BioCarta) The IGF-1 Receptor and Longevity","BIOCARTA_LONGEVITY_PATHWAY","NONE",0.0392,1.08,0.321,0.42
"(PID) Validated transcriptional targets of TAp63 isoforms","PID_TAP63_PATHWAY","NONE",-0.0841,-1.07,0.321,0.42
"(Reactome) Deposition of New CENPA-containing Nucleosomes at the Centromere","REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE","NONE",-0.0331,-1.07,0.322,0.42
"(Reactome) Regulatory RNA pathways","REACTOME_REGULATORY_RNA_PATHWAYS","NONE",-0.0325,-1.07,0.325,0.423
"(KEGG) N-Glycan biosynthesis","KEGG_N_GLYCAN_BIOSYNTHESIS","NONE",-0.0282,-1.06,0.326,0.424
"(Reactome) Lipoprotein metabolism","REACTOME_LIPOPROTEIN_METABOLISM","NONE",-0.0605,-1.06,0.326,0.425
"(BioCarta) PDGF Signaling Pathway","BIOCARTA_PDGF_PATHWAY","NONE",-0.0207,-1.06,0.327,0.425
"(Reactome) Signal amplification","REACTOME_SIGNAL_AMPLIFICATION","NONE",-0.0399,-1.05,0.329,0.427
"(KEGG) Glycerolipid metabolism","KEGG_GLYCEROLIPID_METABOLISM","NONE",-0.0297,-1.05,0.33,0.428
"(BioCarta) Nitric Oxide Signaling Pathway","BIOCARTA_NOS1_PATHWAY","NONE",0.0457,1.04,0.335,0.434
"(KEGG) Apoptosis","KEGG_APOPTOSIS","NONE",0.0259,1.04,0.338,0.436
"(Reactome) Glucagon-type ligand receptors","REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS","NONE",-0.022,-1.03,0.338,0.436
"(BioCarta) B Cell Survival Pathway","BIOCARTA_BCELLSURVIVAL_PATHWAY","NONE",0.0341,1.03,0.338,0.436
"(Reactome) Nucleotide Excision Repair","REACTOME_NUCLEOTIDE_EXCISION_REPAIR","NONE",-0.0314,-1.03,0.338,0.436
"(Reactome) Aquaporin-mediated transport","REACTOME_AQUAPORIN_MEDIATED_TRANSPORT","NONE",0.057,1.03,0.339,0.436
"(Reactome) Regulation of Water Balance by Renal Aquaporins","REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS","NONE",0.057,1.03,0.339,0.436
"(PID) Fc-epsilon receptor I signaling in mast cells","PID_FCER1_PATHWAY","NONE",-0.0296,-1.03,0.339,0.436
"(PID) Plasma membrane estrogen receptor signaling","PID_ER_NONGENOMIC_PATHWAY","NONE",0.0283,1.02,0.343,0.44
"(BioCarta) Sonic Hedgehog (SHH) Receptor Ptc1 Regulates cell cycle","BIOCARTA_PTC1_PATHWAY","NONE",0.0407,1.02,0.344,0.441
"(Reactome) MicroRNA (miRNA) Biogenesis","REACTOME_MICRORNA_MIRNA_BIOGENESIS","NONE",-0.0289,-1.02,0.346,0.443
"(BioCarta) Cadmium induces DNA synthesis and proliferation in macrophages","BIOCARTA_CDMAC_PATHWAY","NONE",0.0372,1.01,0.347,0.443
"(Reactome) Downstream signal transduction","REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION","NONE",0.0244,1.01,0.347,0.443
"(Reactome) SHC-mediated signalling","REACTOME_SHC_MEDIATED_SIGNALLING","NONE",-0.0391,-1.01,0.347,0.443
"(PID) IL1-mediated signaling events","PID_IL1_PATHWAY","NONE",0.0462,1.01,0.351,0.447
"(Reactome) Platelet Aggregation (Plug Formation)","REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION","NONE",-0.0435,-1.01,0.351,0.447
"(BioCarta) Role of fl-arrestins in the activation and targeting of MAP kinases","BIOCARTA_BARR_MAPK_PATHWAY","NONE",-0.0355,-1,0.353,0.449
"(Reactome) Regulation of ornithine decarboxylase (ODC)","REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC","NONE",0.0425,0.998,0.354,0.45
"(KEGG) Cytokine-cytokine receptor interaction","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION","NONE",-0.0264,-0.988,0.359,0.455
"(Reactome) Antigen processing-Cross presentation","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION","NONE",0.0377,0.986,0.36,0.456
"(Reactome) Proteolytic cleavage of SNARE complex proteins","REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS","NONE",-0.0541,-0.985,0.36,0.456
"(Reactome) Integrin alphaIIb beta3 signaling","REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING","NONE",-0.0441,-0.983,0.361,0.457
"(KEGG) Huntington's disease","KEGG_HUNTINGTONS_DISEASE","NONE",-0.0574,-0.981,0.362,0.457
"(Reactome) Destabilization of mRNA by Butyrate Response Factor 1 (BRF1)","REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1","NONE",-0.0233,-0.971,0.366,0.462
"(PID) Signaling events mediated by HDAC Class III","PID_HDAC_CLASSIII_PATHWAY","NONE",-0.0327,-0.959,0.372,0.469
"(Reactome) Prostacyclin signalling through prostacyclin receptor","REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR","NONE",-0.0228,-0.956,0.373,0.47
"(Reactome) Generic Transcription Pathway","REACTOME_GENERIC_TRANSCRIPTION_PATHWAY","NONE",0.0453,0.949,0.377,0.474
"(PID) PAR4-mediated thrombin signaling events","PID_THROMBIN_PAR4_PATHWAY","NONE",0.0507,0.947,0.378,0.474
"(BioCarta) TNF/Stress Related Signaling","BIOCARTA_STRESS_PATHWAY","NONE",-0.0403,-0.946,0.378,0.474
"(Reactome) Glucagon signaling in metabolic regulation","REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION","NONE",0.0475,0.936,0.383,0.479
"(Reactome) Steroid hormones","REACTOME_STEROID_HORMONES","NONE",-0.0711,-0.936,0.383,0.479
"(Reactome) PERK regulated gene expression","REACTOME_PERK_REGULATED_GENE_EXPRESSION","NONE",0.0174,0.927,0.387,0.484
"(Reactome) Fatty Acyl-CoA Biosynthesis","REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS","NONE",0.109,0.925,0.388,0.485
"(STKE) G alpha 13 Pathway","ST_GA13_PATHWAY","NONE",0.0398,0.923,0.389,0.486
"(Reactome) HIV Infection","REACTOME_HIV_INFECTION","NONE",-0.0237,-0.92,0.391,0.487
"(PID) S1P2 pathway","PID_S1P_S1P2_PATHWAY","NONE",-0.0448,-0.919,0.391,0.487
"(Reactome) Pyruvate metabolism","REACTOME_PYRUVATE_METABOLISM","NONE",0.0571,0.907,0.397,0.494
"(BioCarta) Sprouty regulation of tyrosine kinase signals","BIOCARTA_SPRY_PATHWAY","NONE",-0.0466,-0.906,0.398,0.494
"(Reactome) Signaling by Wnt","REACTOME_SIGNALING_BY_WNT","NONE",0.0248,0.899,0.401,0.497
"(Reactome) Chondroitin sulfate/dermatan sulfate metabolism","REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM","NONE",-0.0414,-0.897,0.402,0.498
"(Reactome) SCF(Skp2)-mediated degradation of p27/p21","REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21","NONE",0.0381,0.896,0.402,0.498
"(Reactome) eNOS activation and regulation","REACTOME_ENOS_ACTIVATION_AND_REGULATION","NONE",0.03,0.891,0.405,0.5
"(KEGG) Primary immunodeficiency","KEGG_PRIMARY_IMMUNODEFICIENCY","NONE",-0.0353,-0.891,0.405,0.5
"(Reactome) Destabilization of mRNA by Tristetraprolin (TTP)","REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP","NONE",-0.0221,-0.889,0.406,0.501
"(PID) Notch-mediated HES/HEY network","PID_HES_HEY_PATHWAY","NONE",0.0308,0.886,0.407,0.502
"(Reactome) Pre-NOTCH Processing in Golgi","REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI","NONE",-0.0197,-0.886,0.407,0.502
"(Reactome) Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS","NONE",-0.019,-0.883,0.409,0.503
"(Reactome) Regulation of mRNA Stability by Proteins that Bind AU-rich Elements","REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS","NONE",-0.0287,-0.882,0.41,0.503
"(KEGG) Porphyrin and chlorophyll metabolism","KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM","NONE",0.0713,0.878,0.411,0.505
"(Reactome) Sulfur amino acid metabolism","REACTOME_SULFUR_AMINO_ACID_METABOLISM","NONE",-0.039,-0.876,0.413,0.506
"(Reactome) Formation of incision complex in GG-NER","REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER","NONE",-0.0355,-0.874,0.413,0.506
"(PID) RAC1 signaling pathway","PID_RAC1_PATHWAY","NONE",0.0163,0.873,0.414,0.506
"(BioCarta) mTOR Signaling Pathway","BIOCARTA_MTOR_PATHWAY","NONE",-0.0331,-0.872,0.415,0.506
"(STKE) Integrin Signaling Pathway","ST_INTEGRIN_SIGNALING_PATHWAY","NONE",-0.0185,-0.872,0.415,0.506
"(BioCarta) Downregulated of MTA-3 in ER-negative Breast Tumors","BIOCARTA_MTA3_PATHWAY","NONE",-0.0362,-0.867,0.417,0.509
"(PID) BMP receptor signaling","PID_BMP_PATHWAY","NONE",0.05,0.863,0.419,0.51
"(Reactome) G alpha (z) signalling events","REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS","NONE",-0.0335,-0.857,0.422,0.514
"(KEGG) mTOR signaling pathway","KEGG_MTOR_SIGNALING_PATHWAY","NONE",-0.0319,-0.855,0.423,0.514
"(BioCarta) EPO Signaling Pathway","BIOCARTA_EPO_PATHWAY","NONE",-0.0151,-0.854,0.424,0.514
"(Reactome) Glycosaminoglycan metabolism","REACTOME_GLYCOSAMINOGLYCAN_METABOLISM","NONE",0.0225,0.849,0.426,0.517
"(Reactome) Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_","NONE",-0.0861,-0.832,0.435,0.527
"(Reactome) Regulation of signaling by CBL","REACTOME_REGULATION_OF_SIGNALING_BY_CBL","NONE",-0.0344,-0.829,0.436,0.528
