"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(PID) Integrins in angiogenesis","PID_AVB3_INTEGRIN_PATHWAY","NONE",-0.0489,-2.24,0.0637,0.0978
"(Reactome) Latent infection of Homo sapiens with Mycobacterium tuberculosis","REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS","NONE",0.0651,2.24,0.0638,0.0978
"(KEGG) Antigen processing and presentation","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION","NONE",-0.0785,-2.23,0.0648,0.0992
"(Reactome) Interleukin-3, 5 and GM-CSF signaling","REACTOME_IL_3_5_AND_GM_CSF_SIGNALING","NONE",0.0451,2.23,0.0653,0.0998
"(BioCarta) Sonic Hedgehog (SHH) Receptor Ptc1 Regulates cell cycle","BIOCARTA_PTC1_PATHWAY","NONE",0.0905,2.22,0.0656,0.1
"(Reactome) DARPP-32 events","REACTOME_DARPP_32_EVENTS","NONE",0.0464,2.22,0.0658,0.1
"(PID) CXCR3-mediated signaling events","PID_CXCR3_PATHWAY","NONE",0.0408,2.21,0.0666,0.101
"(KEGG) Glutathione metabolism","KEGG_GLUTATHIONE_METABOLISM","NONE",0.171,2.21,0.0667,0.101
"(Reactome) Thromboxane signalling through TP receptor","REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR","NONE",0.0949,2.21,0.067,0.102
"(PID) ErbB1 downstream signaling","PID_ERBB1_DOWNSTREAM_PATHWAY","NONE",0.0413,2.2,0.0677,0.103
"(KEGG) Valine, leucine and isoleucine degradation","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION","NONE",0.131,2.2,0.068,0.103
"(Reactome) Downstream signaling of activated FGFR","REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR","NONE",0.0671,2.19,0.0681,0.103
"(KEGG) Fatty acid metabolism","KEGG_FATTY_ACID_METABOLISM","NONE",0.12,2.18,0.0692,0.105
"(PID) Fc-epsilon receptor I signaling in mast cells","PID_FCER1_PATHWAY","NONE",-0.0633,-2.18,0.0696,0.105
"(Reactome) Interaction between L1 and Ankyrins","REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS","NONE",-0.0692,-2.18,0.0698,0.105
"(Reactome) Oxygen-dependent Proline Hydroxylation of Hypoxia-inducible Factor Alpha","REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA","NONE",-0.0529,-2.17,0.0701,0.105
"(PID) TGF-beta receptor signaling","PID_TGFBR_PATHWAY","NONE",-0.0698,-2.17,0.0702,0.105
"(Reactome) Nuclear Receptor transcription pathway","REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY","NONE",-0.13,-2.17,0.0702,0.105
"(Reactome) Post NMDA receptor activation events","REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS","NONE",-0.138,-2.17,0.0704,0.105
"(PID) Posttranslational regulation of adherens junction stability and dissassembly","PID_AJDISS_2PATHWAY","NONE",-0.0484,-2.16,0.0711,0.106
"(PID) Ephrin B reverse signaling","PID_EPHRINB_REV_PATHWAY","NONE",-0.0778,-2.16,0.0713,0.107
"(BioCarta) Downregulated of MTA-3 in ER-negative Breast Tumors","BIOCARTA_MTA3_PATHWAY","NONE",-0.0894,-2.16,0.0718,0.107
"(Reactome) Glutamate Neurotransmitter Release Cycle","REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE","NONE",0.056,2.15,0.0721,0.107
"(KEGG) Vasopressin-regulated water reabsorption","KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION","NONE",-0.0478,-2.14,0.0734,0.109
"(PID) Aurora B signaling","PID_AURORA_B_PATHWAY","NONE",-0.0379,-2.13,0.0742,0.11
"(Reactome) Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters","REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS","NONE",0.105,2.13,0.0743,0.11
"(KEGG) Renal cell carcinoma","KEGG_RENAL_CELL_CARCINOMA","NONE",-0.0521,-2.13,0.0743,0.11
"(BioCarta) PDGF Signaling Pathway","BIOCARTA_PDGF_PATHWAY","NONE",0.0409,2.13,0.0743,0.11
"(Reactome) Keratan sulfate biosynthesis","REACTOME_KERATAN_SULFATE_BIOSYNTHESIS","NONE",0.0388,2.13,0.0744,0.11
"(PID) HIV-1 Nef: Negative effector of Fas and TNF-alpha","PID_HIV_NEF_PATHWAY","NONE",-0.0934,-2.13,0.0745,0.11
"(BioCarta) Neuropeptides VIP and PACAP inhibit the apoptosis of activated T cells","BIOCARTA_VIP_PATHWAY","NONE",-0.115,-2.12,0.0758,0.112
"(Reactome) Signaling by the B Cell Receptor (BCR)","REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR","NONE",-0.0382,-2.12,0.0762,0.112
"(BioCarta) Protein Kinase A at the Centrosome","BIOCARTA_AKAPCENTROSOME_PATHWAY","NONE",-0.0405,-2.11,0.0763,0.112
"(PID) Ras signaling in the CD4+ TCR pathway","PID_TCR_RAS_PATHWAY","NONE",-0.0466,-2.11,0.0764,0.112
"(PID) Alpha-synuclein signaling","PID_ALPHA_SYNUCLEIN_PATHWAY","NONE",0.133,2.11,0.0766,0.112
"(Reactome) Innate Immune System","REACTOME_INNATE_IMMUNE_SYSTEM","NONE",0.0384,2.11,0.0772,0.113
"(Signaling Gateway) Genes related to PIP3 signaling in B lymphocytes","SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES","NONE",-0.102,-2.1,0.0774,0.113
"(PID) VEGFR1 specific signals","PID_VEGFR1_PATHWAY","NONE",0.0554,2.1,0.0774,0.113
"(Naba) Genes encoding proteins affiliated structurally or functionally to extracellular matrix proteins","NABA_ECM_AFFILIATED","NONE",0.0391,2.09,0.0785,0.115
"(Reactome) Platelet activation, signaling and aggregation","REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION","NONE",-0.0396,-2.09,0.0789,0.115
"(KEGG) Bladder cancer","KEGG_BLADDER_CANCER","NONE",0.0447,2.08,0.0801,0.117
"(Reactome) Biological oxidations","REACTOME_BIOLOGICAL_OXIDATIONS","NONE",0.0448,2.08,0.0805,0.117
"(KEGG) Glyoxylate and dicarboxylate metabolism","KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM","NONE",0.157,2.08,0.0806,0.117
"(Reactome) Antiviral mechanism by IFN-stimulated genes","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES","NONE",0.0825,2.06,0.082,0.119
"(Reactome) Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis","REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS","NONE",0.0822,2.06,0.0824,0.119
"(KEGG) Pathways in cancer","KEGG_PATHWAYS_IN_CANCER","NONE",-0.041,-2.06,0.0829,0.119
"(BioCarta) Attenuation of GPCR Signaling","BIOCARTA_AGPCR_PATHWAY","NONE",0.0577,2.06,0.0829,0.119
"(Reactome) SCF-beta-TrCP mediated degradation of Emi1","REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1","NONE",-0.0819,-2.06,0.0829,0.119
"(Signaling Gateway) Genes related to chemotaxis","SIG_CHEMOTAXIS","NONE",0.054,2.06,0.083,0.119
"(Reactome) Cell junction organization","REACTOME_CELL_JUNCTION_ORGANIZATION","NONE",0.0612,2.06,0.0831,0.119
"(KEGG) Non-small cell lung cancer","KEGG_NON_SMALL_CELL_LUNG_CANCER","NONE",0.0354,2.05,0.0834,0.12
"(PID) Atypical NF-kappaB pathway","PID_NFKAPPAB_ATYPICAL_PATHWAY","NONE",-0.0665,-2.05,0.084,0.12
"(KEGG) Toll-like receptor signaling pathway","KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","NONE",0.0572,2.04,0.0846,0.121
"(Reactome) CD28 dependent PI3K/Akt signaling","REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING","NONE",-0.0849,-2.04,0.0847,0.121
"(PID) ErbB4 signaling events","PID_ERBB4_PATHWAY","NONE",-0.0368,-2.04,0.0848,0.121
"(BioCarta) Insulin Signaling Pathway","BIOCARTA_INSULIN_PATHWAY","NONE",-0.0881,-2.04,0.0852,0.122
"(Reactome) Trafficking of AMPA receptors","REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS","NONE",-0.0543,-2.03,0.0857,0.122
"(Reactome) Signaling by NODAL","REACTOME_SIGNALING_BY_NODAL","NONE",0.0947,2.02,0.0875,0.125
"(KEGG) Glycosphingolipid biosynthesis - ganglio series","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES","NONE",-0.042,-2.01,0.0885,0.126
"(KEGG) Progesterone-mediated oocyte maturation","KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION","NONE",-0.0567,-2.01,0.0889,0.126
"(Reactome) Synthesis of PIPs at the late endosome membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE","NONE",-0.0487,-1.99,0.0908,0.129
"(Reactome) Antigen processing-Cross presentation","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION","NONE",-0.0732,-1.99,0.0909,0.129
"(KEGG) Tyrosine metabolism","KEGG_TYROSINE_METABOLISM","NONE",0.102,1.99,0.091,0.129
"(Reactome) Removal of the Flap Intermediate from the C-strand","REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND","NONE",-0.108,-1.99,0.0913,0.129
"(BioCarta) The IGF-1 Receptor and Longevity","BIOCARTA_LONGEVITY_PATHWAY","NONE",0.0737,1.99,0.0915,0.129
"(PID) Plasma membrane estrogen receptor signaling","PID_ER_NONGENOMIC_PATHWAY","NONE",0.0551,1.99,0.0917,0.129
"(PID) Regulation of CDC42 activity","PID_CDC42_REG_PATHWAY","NONE",0.0367,1.98,0.0919,0.129
"(Reactome) MAPK targets/ Nuclear events mediated by MAP kinases","REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES","NONE",0.0499,1.97,0.0931,0.131
"(Reactome) Antigen Presentation: Folding, assembly and peptide loading of class I MHC","REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC","NONE",0.105,1.97,0.0931,0.131
"(BioCarta) EPO Signaling Pathway","BIOCARTA_EPO_PATHWAY","NONE",0.0376,1.97,0.0933,0.131
"(PID) IL2 signaling events mediated by PI3K","PID_IL2_PI3K_PATHWAY","NONE",0.0568,1.97,0.0936,0.131
"(KEGG) B cell receptor signaling pathway","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY","NONE",0.0469,1.97,0.0936,0.131
"(Reactome) Vitamin B5 (pantothenate) metabolism","REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM","NONE",0.0985,1.96,0.0956,0.134
"(PID) Trk receptor signaling mediated by the MAPK pathway","PID_MAPK_TRK_PATHWAY","NONE",0.0481,1.95,0.0968,0.135
"(BioCarta) Activation of Csk by cAMP-dependent Protein Kinase Inhibits Signaling through the T Cell Receptor","BIOCARTA_CSK_PATHWAY","NONE",0.151,1.94,0.0984,0.137
"(Reactome) Glycosphingolipid metabolism","REACTOME_GLYCOSPHINGOLIPID_METABOLISM","NONE",0.0475,1.93,0.0986,0.137
"(Reactome) SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion","REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION","NONE",-0.202,-1.93,0.099,0.137
"(BioCarta) Mechanism of Gene Regulation by Peroxisome Proliferators via PPARa(alpha)","BIOCARTA_PPARA_PATHWAY","NONE",-0.0624,-1.93,0.099,0.137
"(PID) Reelin signaling pathway","PID_REELIN_PATHWAY","NONE",-0.0962,-1.92,0.101,0.14
"(Reactome) EGFR downregulation","REACTOME_EGFR_DOWNREGULATION","NONE",0.0412,1.91,0.102,0.142
"(KEGG) Acute myeloid leukemia","KEGG_ACUTE_MYELOID_LEUKEMIA","NONE",-0.0427,-1.9,0.103,0.143
"(BioCarta) Bone Remodelling","BIOCARTA_RANKL_PATHWAY","NONE",0.0578,1.9,0.104,0.144
"(PID) FAS (CD95) signaling pathway","PID_FAS_PATHWAY","NONE",0.0506,1.9,0.104,0.144
"(Reactome) Transport of inorganic cations/anions and amino acids/oligopeptides","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES","NONE",-0.0687,-1.9,0.104,0.144
"(PID) IGF1 pathway","PID_IGF1_PATHWAY","NONE",-0.0751,-1.89,0.105,0.145
"(BioCarta) Multi-step Regulation of Transcription by Pitx2","BIOCARTA_PITX2_PATHWAY","NONE",-0.143,-1.89,0.106,0.145
"(Reactome) MAP kinase activation in TLR cascade","REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE","NONE",0.035,1.87,0.109,0.149
"(Reactome) Axon guidance","REACTOME_AXON_GUIDANCE","NONE",0.031,1.86,0.109,0.15
"(Reactome) Caspase-mediated cleavage of cytoskeletal proteins","REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS","NONE",-0.0389,-1.86,0.109,0.15
"(Reactome) Activation of Chaperones by ATF6-alpha","REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA","NONE",-0.0447,-1.86,0.109,0.15
"(Reactome) Voltage gated Potassium channels","REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS","NONE",0.101,1.85,0.111,0.151
"(PID) IL23-mediated signaling events","PID_IL23_PATHWAY","NONE",0.0504,1.85,0.111,0.151
"(KEGG) Pancreatic cancer","KEGG_PANCREATIC_CANCER","NONE",-0.0544,-1.85,0.111,0.152
"(Reactome) GPCR ligand binding","REACTOME_GPCR_LIGAND_BINDING","NONE",-0.0456,-1.83,0.114,0.155
"(Reactome) Circadian Clock","REACTOME_CIRCADIAN_CLOCK","NONE",-0.0723,-1.83,0.114,0.156
"(Reactome) Beta-catenin phosphorylation cascade","REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE","NONE",-0.0655,-1.83,0.115,0.156
"(BioCarta) Role of PI3K subunit p85 in regulation of Actin Organization and Cell Migration","BIOCARTA_CDC42RAC_PATHWAY","NONE",0.0568,1.82,0.116,0.158
"(Reactome) ER-Phagosome pathway","REACTOME_ER_PHAGOSOME_PATHWAY","NONE",-0.0828,-1.81,0.118,0.159
"(Reactome) TCR signaling","REACTOME_TCR_SIGNALING","NONE",-0.075,-1.81,0.118,0.159
"(BioCarta) uCalpain and friends in Cell spread","BIOCARTA_UCALPAIN_PATHWAY","NONE",-0.071,-1.81,0.118,0.159
"(KEGG) Endocytosis","KEGG_ENDOCYTOSIS","NONE",0.0339,1.8,0.119,0.16
"(Reactome) NOD1/2 Signaling Pathway","REACTOME_NOD1_2_SIGNALING_PATHWAY","NONE",0.0445,1.8,0.119,0.16
"(PID) AP-1 transcription factor network","PID_AP1_PATHWAY","NONE",-0.0735,-1.8,0.12,0.161
"(PID) Internalization of ErbB1","PID_ERBB1_INTERNALIZATION_PATHWAY","NONE",-0.0328,-1.8,0.12,0.161
"(Reactome) RORA Activates Circadian Expression","REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION","NONE",0.0773,1.8,0.12,0.161
"(Reactome) Lysosome Vesicle Biogenesis","REACTOME_LYSOSOME_VESICLE_BIOGENESIS","NONE",0.0507,1.79,0.121,0.162
"(Reactome) Response to elevated platelet cytosolic Ca2+","REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_","NONE",-0.0428,-1.78,0.122,0.163
"(Reactome) Formation of the ternary complex, and subsequently, the 43S complex","REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX","NONE",-0.0701,-1.78,0.123,0.165
"(Reactome) Synthesis of PA","REACTOME_SYNTHESIS_OF_PA","NONE",0.12,1.77,0.124,0.166
"(Reactome) Translation","REACTOME_TRANSLATION","NONE",-0.0552,-1.75,0.128,0.171
"(Reactome) The citric acid (TCA) cycle and respiratory electron transport","REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT","NONE",0.174,1.73,0.131,0.175
"(KEGG) Fc gamma R-mediated phagocytosis","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","NONE",0.04,1.73,0.132,0.176
"(Reactome) Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS","NONE",0.0361,1.73,0.132,0.176
"(BioCarta) Proteasome Complex","BIOCARTA_PROTEASOME_PATHWAY","NONE",-0.0825,-1.73,0.133,0.176
"(Reactome) Influenza Viral RNA Transcription and Replication","REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION","NONE",-0.061,-1.71,0.135,0.18
"(PID) Regulation of RhoA activity","PID_RHOA_REG_PATHWAY","NONE",0.044,1.71,0.136,0.18
"(PID) Netrin-mediated signaling events","PID_NETRIN_PATHWAY","NONE",-0.0553,-1.71,0.136,0.18
"(Reactome) Autodegradation of the E3 ubiquitin ligase COP1","REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1","NONE",-0.0757,-1.71,0.136,0.18
"(PID) Nectin adhesion pathway","PID_NECTIN_PATHWAY","NONE",0.0527,1.7,0.136,0.18
"(Reactome) Adenylate cyclase inhibitory pathway","REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY","NONE",-0.132,-1.7,0.137,0.181
"(Reactome) Developmental Biology","REACTOME_DEVELOPMENTAL_BIOLOGY","NONE",0.0307,1.69,0.139,0.183
"(Reactome) Cell-Cell communication","REACTOME_CELL_CELL_COMMUNICATION","NONE",0.0347,1.69,0.14,0.184
"(PID) Integrin family cell surface interactions","PID_INTEGRIN_CS_PATHWAY","NONE",-0.0486,-1.69,0.14,0.184
"(Reactome) Sulfur amino acid metabolism","REACTOME_SULFUR_AMINO_ACID_METABOLISM","NONE",-0.0789,-1.69,0.14,0.184
"(PID) C-MYB transcription factor network","PID_CMYB_PATHWAY","NONE",-0.0337,-1.68,0.141,0.186
"(Reactome) PKA-mediated phosphorylation of CREB","REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB","NONE",0.112,1.66,0.146,0.191
"(Reactome) Interleukin-1 signaling","REACTOME_IL1_SIGNALING","NONE",-0.0312,-1.66,0.146,0.191
"(Reactome) 3' -UTR-mediated translational regulation","REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION","NONE",-0.0558,-1.64,0.149,0.195
"(BioCarta) FAS signaling pathway ( CD95 )","BIOCARTA_FAS_PATHWAY","NONE",0.0413,1.64,0.149,0.195
"(Reactome) Signaling by ERBB4","REACTOME_SIGNALING_BY_ERBB4","NONE",-0.0292,-1.64,0.15,0.196
"(Reactome) SRP-dependent cotranslational protein targeting to membrane","REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE","NONE",-0.0579,-1.64,0.15,0.196
"(BioCarta) Control of Gene Expression by Vitamin D Receptor","BIOCARTA_VDR_PATHWAY","NONE",-0.0955,-1.64,0.15,0.196
"(Reactome) CDK-mediated phosphorylation and removal of Cdc6","REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6","NONE",-0.0722,-1.63,0.151,0.196
"(KEGG) Proteasome","KEGG_PROTEASOME","NONE",-0.0723,-1.62,0.154,0.2
"(Reactome) Destabilization of mRNA by AUF1 (hnRNP D0)","REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0","NONE",-0.0841,-1.62,0.155,0.201
"(Reactome) Platelet Aggregation (Plug Formation)","REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION","NONE",-0.0718,-1.61,0.156,0.202
"(Reactome) Potassium Channels","REACTOME_POTASSIUM_CHANNELS","NONE",0.0424,1.6,0.157,0.203
"(KEGG) Amyotrophic lateral sclerosis (ALS)","KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS","NONE",-0.0427,-1.6,0.159,0.206
"(Reactome) Sphingolipid metabolism","REACTOME_SPHINGOLIPID_METABOLISM","NONE",0.026,1.58,0.161,0.208
"(BioCarta) IL12 and Stat4 Dependent Signaling Pathway in Th1 Development","BIOCARTA_IL12_PATHWAY","NONE",-0.0601,-1.56,0.166,0.215
"(KEGG) Glycosaminoglycan biosynthesis - heparan sulfate","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE","NONE",0.0547,1.56,0.167,0.215
"(PID) PDGFR-beta signaling pathway","PID_PDGFRB_PATHWAY","NONE",0.0252,1.55,0.169,0.217
"(Reactome) Synthesis of PIPs at the Golgi membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE","NONE",-0.0393,-1.54,0.171,0.219
"(Reactome) Signaling by ERBB2","REACTOME_SIGNALING_BY_ERBB2","NONE",0.0332,1.54,0.173,0.222
"(KEGG) Glycosphingolipid biosynthesis - lacto and neolacto series","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES","NONE",-0.027,-1.52,0.176,0.225
"(PID) Nongenotropic Androgen signaling","PID_AR_NONGENOMIC_PATHWAY","NONE",-0.0257,-1.5,0.181,0.232
"(Reactome) Post-translational protein modification","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION","NONE",-0.0284,-1.48,0.186,0.238
"(PID) Canonical NF-kappaB pathway","PID_NFKAPPAB_CANONICAL_PATHWAY","NONE",0.0468,1.48,0.187,0.239
"(Reactome) Peptide chain elongation","REACTOME_PEPTIDE_CHAIN_ELONGATION","NONE",-0.055,-1.47,0.19,0.242
"(Reactome) The role of Nef in HIV-1 replication and disease pathogenesis","REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS","NONE",-0.044,-1.46,0.191,0.244
"(Reactome) Cross-presentation of soluble exogenous antigens (endosomes)","REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES","NONE",-0.0655,-1.46,0.191,0.244
"(Reactome) Formation of incision complex in GG-NER","REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER","NONE",-0.0622,-1.45,0.195,0.248
"(Reactome) Signaling by Interleukins","REACTOME_SIGNALING_BY_ILS","NONE",0.0236,1.45,0.196,0.249
"(KEGG) Prostate cancer","KEGG_PROSTATE_CANCER","NONE",0.0269,1.44,0.196,0.249
"(Reactome) Muscle contraction","REACTOME_MUSCLE_CONTRACTION","NONE",-0.0558,-1.44,0.197,0.249
"(PID) SHP2 signaling","PID_SHP2_PATHWAY","NONE",-0.0254,-1.44,0.197,0.249
"(Reactome) Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S","NONE",-0.0521,-1.43,0.199,0.252
"(Reactome) Regulation of ornithine decarboxylase (ODC)","REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC","NONE",-0.0613,-1.42,0.202,0.255
"(BioCarta) T Cell Receptor Signaling Pathway","BIOCARTA_TCR_PATHWAY","NONE",0.0446,1.42,0.202,0.256
"(BioCarta) Role of nicotinic acetylcholine receptors in the regulation of apoptosis","BIOCARTA_ACH_PATHWAY","NONE",-0.0605,-1.42,0.203,0.256
"(KEGG) Parkinson's disease","KEGG_PARKINSONS_DISEASE","NONE",0.122,1.42,0.203,0.256
"(KEGG) GnRH signaling pathway","KEGG_GNRH_SIGNALING_PATHWAY","NONE",-0.0384,-1.41,0.206,0.259
"(PID) Insulin Pathway","PID_INSULIN_PATHWAY","NONE",0.0231,1.41,0.206,0.259
"(Reactome) Vif-mediated degradation of APOBEC3G","REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G","NONE",-0.0664,-1.39,0.211,0.265
"(Reactome) Semaphorin interactions","REACTOME_SEMAPHORIN_INTERACTIONS","NONE",0.0335,1.39,0.212,0.266
"(Reactome) Immune System","REACTOME_IMMUNE_SYSTEM","NONE",0.0242,1.37,0.217,0.271
"(KEGG) Propanoate metabolism","KEGG_PROPANOATE_METABOLISM","NONE",0.0704,1.37,0.217,0.271
"(BioCarta) CCR3 signaling in Eosinophils","BIOCARTA_CCR3_PATHWAY","NONE",0.0255,1.37,0.217,0.271
"(Reactome) TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION","NONE",-0.0291,-1.36,0.22,0.274
"(Reactome) Phospholipid metabolism","REACTOME_PHOSPHOLIPID_METABOLISM","NONE",-0.0242,-1.35,0.223,0.278
"(Reactome) Cyclin E associated events during G1/S transition ","REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_","NONE",-0.0457,-1.35,0.224,0.279
"(KEGG) Selenoamino acid metabolism","KEGG_SELENOAMINO_ACID_METABOLISM","NONE",-0.0475,-1.34,0.225,0.28
"(Reactome) Sema3A PAK dependent Axon repulsion","REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION","NONE",-0.106,-1.34,0.226,0.28
"(BioCarta) Regulation of eIF2","BIOCARTA_EIF2_PATHWAY","NONE",0.0313,1.34,0.227,0.281
"(Reactome) Gastrin-CREB signalling pathway via PKC and MAPK","REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK","NONE",-0.033,-1.33,0.229,0.284
"(BioCarta) CBL mediated ligand-induced downregulation of EGF receptors","BIOCARTA_CBL_PATHWAY","NONE",-0.0517,-1.32,0.232,0.288
"(KEGG) Cell cycle","KEGG_CELL_CYCLE","NONE",-0.022,-1.31,0.235,0.291
"(BioCarta) IL22 Soluble Receptor Signaling Pathway","BIOCARTA_IL22BP_PATHWAY","NONE",0.0531,1.3,0.238,0.294
"(Reactome) Purine salvage","REACTOME_PURINE_SALVAGE","NONE",-0.0635,-1.3,0.239,0.295
"(PID) PAR4-mediated thrombin signaling events","PID_THROMBIN_PAR4_PATHWAY","NONE",-0.0707,-1.3,0.239,0.295
"(PID) Syndecan-1-mediated signaling events","PID_SYNDECAN_1_PATHWAY","NONE",0.0573,1.29,0.241,0.297
"(KEGG) Drug metabolism - other enzymes","KEGG_DRUG_METABOLISM_OTHER_ENZYMES","NONE",-0.0479,-1.29,0.242,0.297
"(Reactome) Ca-dependent events","REACTOME_CA_DEPENDENT_EVENTS","NONE",0.049,1.29,0.242,0.298
"(KEGG) Cysteine and methionine metabolism","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM","NONE",0.0652,1.27,0.247,0.304
"(BioCarta) Transcription factor CREB and its extracellular signals","BIOCARTA_CREB_PATHWAY","NONE",0.0477,1.27,0.25,0.307
