"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(Reactome) Destabilization of mRNA by AUF1 (hnRNP D0)","REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0","NONE",-0.0343,-1.46,0.18,0.273
"(PID) Signaling events mediated by the Hedgehog family","PID_HEDGEHOG_2PATHWAY","NONE",0.0596,1.45,0.181,0.273
"(Reactome) Basigin interactions","REACTOME_BASIGIN_INTERACTIONS","NONE",-0.0437,-1.45,0.181,0.273
"(Reactome) Activation of NF-kappaB in B Cells","REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS","NONE",-0.0392,-1.45,0.183,0.275
"(BioCarta) Role of fl-arrestins in the activation and targeting of MAP kinases","BIOCARTA_BARR_MAPK_PATHWAY","NONE",-0.0563,-1.45,0.183,0.275
"(BioCarta) Control of skeletal myogenesis by HDAC and calcium/calmodulin-dependent kinase (CaMK)","BIOCARTA_HDAC_PATHWAY","NONE",0.0368,1.43,0.186,0.28
"(Reactome) Vitamin B5 (pantothenate) metabolism","REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM","NONE",0.0676,1.43,0.188,0.282
"(PID) Regulation of Androgen receptor activity","PID_AR_TF_PATHWAY","NONE",0.0475,1.43,0.189,0.283
"(Reactome) SLC-mediated transmembrane transport","REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT","NONE",-0.031,-1.42,0.19,0.284
"(KEGG) Leukocyte transendothelial migration","KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION","NONE",0.0351,1.41,0.192,0.287
"(KEGG) Glycerophospholipid metabolism","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","NONE",0.0524,1.41,0.194,0.289
"(Reactome) Toll Receptor Cascades","REACTOME_TOLL_RECEPTOR_CASCADES","NONE",-0.03,-1.41,0.194,0.289
"(BioCarta) Trefoil Factors Initiate Mucosal Healing","BIOCARTA_TFF_PATHWAY","NONE",0.0346,1.41,0.194,0.289
"(Reactome) Deadenylation of mRNA","REACTOME_DEADENYLATION_OF_MRNA","NONE",-0.0467,-1.4,0.195,0.289
"(Reactome) RAF/MAP kinase cascade","REACTOME_RAF_MAP_KINASE_CASCADE","NONE",0.053,1.4,0.195,0.29
"(Reactome) MyD88:Mal cascade initiated on plasma membrane","REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE","NONE",-0.0315,-1.4,0.196,0.29
"(KEGG) Dilated cardiomyopathy","KEGG_DILATED_CARDIOMYOPATHY","NONE",-0.0363,-1.4,0.197,0.291
"(Reactome) Signalling by NGF","REACTOME_SIGNALLING_BY_NGF","NONE",0.0288,1.4,0.197,0.291
"(BioCarta) Actions of Nitric Oxide in the Heart","BIOCARTA_NO1_PATHWAY","NONE",0.0312,1.39,0.198,0.292
"(KEGG) Leishmania infection","KEGG_LEISHMANIA_INFECTION","NONE",-0.0347,-1.38,0.201,0.296
"(Reactome) BMAL1:CLOCK/NPAS2 Activates Circadian Expression","REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION","NONE",0.0418,1.38,0.202,0.297
"(PID) Downstream signaling in na&#xef;ve CD8+ T cells","PID_CD8_TCR_DOWNSTREAM_PATHWAY","NONE",0.0337,1.37,0.204,0.299
"(Reactome) Activation of BH3-only proteins","REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS","NONE",-0.0402,-1.37,0.204,0.3
"(KEGG) Vibrio cholerae infection","KEGG_VIBRIO_CHOLERAE_INFECTION","NONE",0.0316,1.36,0.208,0.305
"(PID) Signaling events mediated by HDAC Class II","PID_HDAC_CLASSII_PATHWAY","NONE",0.0345,1.36,0.209,0.306
"(PID) IL27-mediated signaling events","PID_IL27_PATHWAY","NONE",-0.0398,-1.35,0.209,0.306
"(Reactome) Transport of inorganic cations/anions and amino acids/oligopeptides","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES","NONE",0.0321,1.35,0.212,0.309
"(Reactome) Transport of Mature Transcript to Cytoplasm","REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM","NONE",0.0382,1.34,0.214,0.312
"(Reactome) Circadian Clock","REACTOME_CIRCADIAN_CLOCK","NONE",0.0387,1.33,0.217,0.316
"(Reactome) Opioid Signalling","REACTOME_OPIOID_SIGNALLING","NONE",0.0298,1.33,0.219,0.318
"(BioCarta) METS affect on Macrophage Differentiation","BIOCARTA_ETS_PATHWAY","NONE",0.0317,1.32,0.219,0.318
"(Reactome) PERK regulated gene expression","REACTOME_PERK_REGULATED_GENE_EXPRESSION","NONE",0.0306,1.32,0.219,0.318
"(KEGG) Fc gamma R-mediated phagocytosis","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","NONE",-0.0274,-1.32,0.219,0.318
"(KEGG) Glycosylphosphatidylinositol(GPI)-anchor biosynthesis","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","NONE",0.0483,1.32,0.22,0.318
"(PID) Regulation of cytoplasmic and nuclear SMAD2/3 signaling","PID_SMAD2_3PATHWAY","NONE",0.0347,1.32,0.22,0.319
"(BioCarta) Bioactive Peptide Induced Signaling Pathway","BIOCARTA_BIOPEPTIDES_PATHWAY","NONE",-0.0279,-1.32,0.221,0.319
"(PID) Osteopontin-mediated events","PID_AVB3_OPN_PATHWAY","NONE",-0.0335,-1.31,0.222,0.32
"(Reactome) Synthesis of PIPs at the plasma membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE","NONE",0.0464,1.31,0.222,0.32
"(Reactome) Golgi Associated Vesicle Biogenesis","REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS","NONE",0.0282,1.31,0.223,0.321
"(Reactome) Antigen processing-Cross presentation","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION","NONE",-0.0311,-1.31,0.224,0.322
"(KEGG) Homologous recombination","KEGG_HOMOLOGOUS_RECOMBINATION","NONE",0.0366,1.3,0.225,0.323
"(Reactome) Transcriptional Regulation of White Adipocyte Differentiation","REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION","NONE",-0.0345,-1.3,0.226,0.324
"(KEGG) Calcium signaling pathway","KEGG_CALCIUM_SIGNALING_PATHWAY","NONE",0.0281,1.3,0.228,0.326
"(Reactome) Axon guidance","REACTOME_AXON_GUIDANCE","NONE",0.0285,1.29,0.229,0.328
"(PID) Caspase cascade in apoptosis","PID_CASPASE_PATHWAY","NONE",0.0287,1.29,0.232,0.331
"(PID) PDGFR-beta signaling pathway","PID_PDGFRB_PATHWAY","NONE",0.0264,1.28,0.235,0.335
"(Reactome) SCF(Skp2)-mediated degradation of p27/p21","REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21","NONE",-0.0332,-1.27,0.235,0.335
"(Reactome) Botulinum neurotoxicity","REACTOME_BOTULINUM_NEUROTOXICITY","NONE",0.0559,1.26,0.24,0.341
"(PID) Signaling events regulated by Ret tyrosine kinase","PID_RET_PATHWAY","NONE",-0.0249,-1.26,0.241,0.342
"(BioCarta) Role of MAL in Rho-Mediated Activation of SRF","BIOCARTA_MAL_PATHWAY","NONE",0.0311,1.26,0.242,0.343
"(Reactome) Processing of Intronless Pre-mRNAs","REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS","NONE",-0.0559,-1.25,0.244,0.345
"(Reactome) Keratan sulfate/keratin metabolism","REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM","NONE",-0.0384,-1.24,0.246,0.348
"(KEGG) Progesterone-mediated oocyte maturation","KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION","NONE",0.0301,1.24,0.248,0.35
"(Reactome) Amino acid synthesis and interconversion (transamination)","REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION","NONE",-0.0449,-1.24,0.248,0.35
"(Reactome) RNA Polymerase I Transcription Termination","REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION","NONE",-0.0402,-1.23,0.25,0.352
"(Reactome) Activation of Genes by ATF4","REACTOME_ACTIVATION_OF_GENES_BY_ATF4","NONE",0.0266,1.23,0.25,0.352
"(Reactome) Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components","REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS","NONE",0.0455,1.21,0.256,0.36
"(Reactome) Metabolism of amino acids and derivatives","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES","NONE",0.0264,1.21,0.257,0.361
"(Reactome) Resolution of AP sites via the single-nucleotide replacement pathway","REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY","NONE",0.0561,1.21,0.258,0.362
"(KEGG) Oocyte meiosis","KEGG_OOCYTE_MEIOSIS","NONE",0.0263,1.21,0.259,0.362
"(PID) ALK1 signaling events","PID_ALK1_PATHWAY","NONE",-0.0501,-1.21,0.259,0.362
"(Reactome) Double-Strand Break Repair","REACTOME_DOUBLE_STRAND_BREAK_REPAIR","NONE",-0.0283,-1.2,0.26,0.364
"(Reactome) Signal amplification","REACTOME_SIGNAL_AMPLIFICATION","NONE",0.0313,1.2,0.262,0.366
"(Reactome) Kinesins","REACTOME_KINESINS","NONE",-0.0377,-1.2,0.263,0.366
"(Reactome) Pyruvate metabolism","REACTOME_PYRUVATE_METABOLISM","NONE",-0.0369,-1.19,0.264,0.367
"(Naba) Genes encoding collagen proteins","NABA_COLLAGENS","NONE",-0.0455,-1.19,0.264,0.368
"(BioCarta) Role of nicotinic acetylcholine receptors in the regulation of apoptosis","BIOCARTA_ACH_PATHWAY","NONE",0.0315,1.19,0.265,0.368
"(KEGG) VEGF signaling pathway","KEGG_VEGF_SIGNALING_PATHWAY","NONE",0.0321,1.19,0.266,0.369
"(Reactome) Signaling by ERBB2","REACTOME_SIGNALING_BY_ERBB2","NONE",-0.0241,-1.16,0.278,0.386
"(Reactome) N-Glycan antennae elongation","REACTOME_N_GLYCAN_ANTENNAE_ELONGATION","NONE",-0.0267,-1.15,0.279,0.386
"(Reactome) TRIF mediated TLR3 signaling","REACTOME_TRIF_MEDIATED_TLR3_SIGNALING","NONE",-0.0244,-1.15,0.282,0.39
"(BioCarta) How Progesterone Initiates Oocyte Membrane","BIOCARTA_MPR_PATHWAY","NONE",0.0303,1.14,0.283,0.391
"(PID) IL3-mediated signaling events","PID_IL3_PATHWAY","NONE",-0.0288,-1.14,0.283,0.391
"(BioCarta) How does salmonella hijack a cell","BIOCARTA_SALMONELLA_PATHWAY","NONE",0.0437,1.13,0.288,0.397
"(Reactome) Branched-chain amino acid catabolism","REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM","NONE",-0.0372,-1.13,0.289,0.397
"(KEGG) Nucleotide excision repair","KEGG_NUCLEOTIDE_EXCISION_REPAIR","NONE",-0.0327,-1.11,0.295,0.405
"(Reactome) Autodegradation of Cdh1 by Cdh1:APC/C","REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C","NONE",-0.0278,-1.1,0.299,0.41
"(KEGG) Colorectal cancer","KEGG_COLORECTAL_CANCER","NONE",-0.0269,-1.1,0.303,0.415
"(KEGG) Renal cell carcinoma","KEGG_RENAL_CELL_CARCINOMA","NONE",0.0232,1.09,0.307,0.419
"(Reactome) Oxygen-dependent Proline Hydroxylation of Hypoxia-inducible Factor Alpha","REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA","NONE",-0.0509,-1.08,0.307,0.42
"(Reactome) APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1","NONE",-0.0273,-1.08,0.308,0.42
"(Reactome) APC/C:Cdc20 mediated degradation of Cyclin B","REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B","NONE",0.0353,1.08,0.308,0.42
"(PID) Integrin family cell surface interactions","PID_INTEGRIN_CS_PATHWAY","NONE",-0.0367,-1.08,0.308,0.42
"(KEGG) Melanogenesis","KEGG_MELANOGENESIS","NONE",-0.0237,-1.08,0.309,0.42
"(PID) Hedgehog signaling events mediated by Gli proteins","PID_HEDGEHOG_GLI_PATHWAY","NONE",0.0308,1.07,0.312,0.424
"(KEGG) Oxidative phosphorylation","KEGG_OXIDATIVE_PHOSPHORYLATION","NONE",0.0253,1.07,0.314,0.427
"(Reactome) Activated AMPK stimulates fatty-acid oxidation in muscle","REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE","NONE",0.0295,1.07,0.315,0.427
"(KEGG) Citrate cycle (TCA cycle)","KEGG_CITRATE_CYCLE_TCA_CYCLE","NONE",0.046,1.06,0.316,0.427
"(Reactome) MAP kinase activation in TLR cascade","REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE","NONE",0.0244,1.06,0.316,0.428
"(BioCarta) Vitamin C in the Brain","BIOCARTA_VITCB_PATHWAY","NONE",-0.0276,-1.06,0.317,0.429
"(Reactome) Viral Messenger RNA Synthesis","REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS","NONE",-0.0614,-1.06,0.318,0.429
"(BioCarta) CARM1 and Regulation of the Estrogen Receptor","BIOCARTA_CARM_ER_PATHWAY","NONE",0.031,1.06,0.32,0.431
"(BioCarta) fMLP induced chemokine gene expression in HMC-1 cells","BIOCARTA_FMLP_PATHWAY","NONE",-0.0262,-1.05,0.321,0.432
"(KEGG) Adherens junction","KEGG_ADHERENS_JUNCTION","NONE",0.0218,1.04,0.325,0.436
"(Reactome) Host Interactions of HIV factors","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS","NONE",-0.0226,-1.04,0.326,0.437
"(BioCarta) Role of PI3K subunit p85 in regulation of Actin Organization and Cell Migration","BIOCARTA_CDC42RAC_PATHWAY","NONE",0.0415,1.04,0.327,0.439
"(BioCarta) Role of ERBB2 in Signal Transduction and Oncology","BIOCARTA_HER2_PATHWAY","NONE",0.0279,1.02,0.334,0.448
"(STKE) Fas Signaling Pathway","ST_FAS_SIGNALING_PATHWAY","NONE",0.0227,1.02,0.335,0.448
"(Reactome) Homologous recombination repair of replication-independent double-strand breaks","REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS","NONE",-0.0224,-1.02,0.336,0.449
"(PID) Regulation of retinoblastoma protein","PID_RB_1PATHWAY","NONE",0.0311,1.01,0.342,0.456
"(KEGG) RNA polymerase","KEGG_RNA_POLYMERASE","NONE",-0.0324,-1.01,0.342,0.456
"(KEGG) Ubiquitin mediated proteolysis","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS","NONE",0.0274,1,0.343,0.457
"(Reactome) Citric acid cycle (TCA cycle)","REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE","NONE",0.0436,1,0.344,0.457
"(Reactome) CREB phosphorylation through the activation of Ras","REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS","NONE",0.0272,0.999,0.345,0.458
"(Reactome) CDT1 association with the CDC6:ORC:origin complex","REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX","NONE",-0.0245,-0.992,0.348,0.461
"(PID) Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling","PID_UPA_UPAR_PATHWAY","NONE",0.0428,0.992,0.348,0.461
"(PID) BMP receptor signaling","PID_BMP_PATHWAY","NONE",0.021,0.975,0.356,0.471
"(PID) Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)","PID_MET_PATHWAY","NONE",0.0204,0.974,0.356,0.471
"(PID) IL2-mediated signaling events","PID_IL2_1PATHWAY","NONE",-0.0227,-0.973,0.357,0.471
"(PID) amb2 Integrin signaling","PID_AMB2_NEUTROPHILS_PATHWAY","NONE",0.0218,0.972,0.357,0.471
"(PID) Endogenous TLR signaling","PID_TOLL_ENDOGENOUS_PATHWAY","NONE",-0.024,-0.962,0.362,0.477
"(Reactome) Formation of ATP by chemiosmotic coupling","REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING","NONE",-0.0358,-0.958,0.364,0.479
"(BioCarta) Integrin Signaling Pathway","BIOCARTA_INTEGRIN_PATHWAY","NONE",-0.0255,-0.956,0.365,0.48
"(BioCarta) Regulation And Function Of ChREBP in Liver","BIOCARTA_CHREBP2_PATHWAY","NONE",-0.0194,-0.948,0.369,0.484
"(PID) Arf6 signaling events","PID_ARF6_PATHWAY","NONE",0.027,0.94,0.372,0.488
"(PID) Fanconi anemia pathway","PID_FANCONI_PATHWAY","NONE",0.0202,0.938,0.373,0.489
"(Reactome) Signaling by Interleukins","REACTOME_SIGNALING_BY_ILS","NONE",-0.0194,-0.937,0.374,0.489
"(BioCarta) Signaling Pathway from G-Protein Families","BIOCARTA_GPCR_PATHWAY","NONE",-0.0237,-0.934,0.376,0.491
"(Reactome) Regulation of Hypoxia-inducible Factor (HIF) by Oxygen","REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN","NONE",-0.0388,-0.923,0.381,0.497
"(BioCarta) Regulation of BAD phosphorylation","BIOCARTA_BAD_PATHWAY","NONE",-0.0226,-0.918,0.383,0.5
"(Reactome) Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN","NONE",0.0259,0.913,0.386,0.502
"(Reactome) Glucagon-type ligand receptors","REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS","NONE",0.0221,0.912,0.386,0.502
"(KEGG) Viral myocarditis","KEGG_VIRAL_MYOCARDITIS","NONE",-0.0204,-0.908,0.388,0.505
"(Reactome) Adaptive Immune System","REACTOME_ADAPTIVE_IMMUNE_SYSTEM","NONE",-0.0181,-0.904,0.39,0.507
"(Reactome) RNA Polymerase I Transcription Initiation","REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION","NONE",0.0384,0.901,0.392,0.508
"(PID) SHP2 signaling","PID_SHP2_PATHWAY","NONE",-0.0188,-0.898,0.393,0.509
"(PID) Regulation of nuclear beta catenin signaling and target gene transcription","PID_BETA_CATENIN_NUC_PATHWAY","NONE",0.0204,0.896,0.394,0.51
"(Reactome) Signaling by Wnt","REACTOME_SIGNALING_BY_WNT","NONE",-0.0185,-0.895,0.395,0.51
"(KEGG) Drug metabolism - other enzymes","KEGG_DRUG_METABOLISM_OTHER_ENZYMES","NONE",0.0277,0.893,0.396,0.51
"(KEGG) Gap junction","KEGG_GAP_JUNCTION","NONE",-0.027,-0.872,0.407,0.524
"(KEGG) Regulation of actin cytoskeleton","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON","NONE",0.0189,0.862,0.412,0.53
"(Reactome) Immune System","REACTOME_IMMUNE_SYSTEM","NONE",-0.017,-0.857,0.414,0.533
"(Naba) Genes encoding proteoglycans","NABA_PROTEOGLYCANS","NONE",0.0218,0.855,0.415,0.533
"(Reactome) Signaling by FGFR1 fusion mutants","REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS","NONE",0.0322,0.855,0.415,0.533
"(KEGG) N-Glycan biosynthesis","KEGG_N_GLYCAN_BIOSYNTHESIS","NONE",0.0241,0.851,0.417,0.535
"(Reactome) Glycolysis","REACTOME_GLYCOLYSIS","NONE",0.0244,0.844,0.421,0.539
"(KEGG) Glycosphingolipid biosynthesis - globo series","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES","NONE",0.0358,0.842,0.422,0.54
"(PID) IL12-mediated signaling events","PID_IL12_2PATHWAY","NONE",-0.0176,-0.841,0.423,0.54
"(Reactome) Antigen Presentation: Folding, assembly and peptide loading of class I MHC","REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC","NONE",-0.0448,-0.839,0.424,0.541
"(Reactome) mTORC1-mediated signalling","REACTOME_MTORC1_MEDIATED_SIGNALLING","NONE",-0.0216,-0.835,0.426,0.542
"(Reactome) Cell Cycle","REACTOME_CELL_CYCLE","NONE",0.0191,0.835,0.426,0.542
"(Reactome) Cyclin E associated events during G1/S transition ","REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_","NONE",-0.0245,-0.833,0.427,0.543
"(STKE) Interleukin 4 (IL-4) Pathway","ST_INTERLEUKIN_4_PATHWAY","NONE",-0.0226,-0.831,0.428,0.543
"(Reactome) HIV Life Cycle","REACTOME_HIV_LIFE_CYCLE","NONE",0.021,0.831,0.428,0.543
"(Reactome) Respiratory electron transport","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT","NONE",0.0223,0.829,0.429,0.543
"(KEGG) Glioma","KEGG_GLIOMA","NONE",0.0201,0.828,0.429,0.543
"(KEGG) Hedgehog signaling pathway","KEGG_HEDGEHOG_SIGNALING_PATHWAY","NONE",-0.0202,-0.823,0.432,0.545
"(Reactome) Signalling to p38 via RIT and RIN","REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN","NONE",0.04,0.823,0.432,0.545
"(Reactome) Abortive elongation of HIV-1 transcript in the absence of Tat","REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT","NONE",-0.0355,-0.823,0.432,0.545
"(BioCarta) Aspirin Blocks Signaling Pathway Involved in Platelet Activation","BIOCARTA_SPPA_PATHWAY","NONE",-0.0423,-0.817,0.436,0.549
"(Reactome) Signaling by constitutively active EGFR","REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR","NONE",-0.0211,-0.81,0.44,0.553
"(Reactome) Regulation of mRNA Stability by Proteins that Bind AU-rich Elements","REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS","NONE",-0.0185,-0.809,0.44,0.553
"(Reactome) Diabetes pathways","REACTOME_DIABETES_PATHWAYS","NONE",0.0183,0.808,0.441,0.553
"(KEGG) Toll-like receptor signaling pathway","KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","NONE",-0.0173,-0.807,0.441,0.553
"(KEGG) Endometrial cancer","KEGG_ENDOMETRIAL_CANCER","NONE",-0.0178,-0.806,0.442,0.553
"(STKE) T Cell Signal Transduction","ST_T_CELL_SIGNAL_TRANSDUCTION","NONE",0.0209,0.803,0.443,0.555
"(PID) Nephrin/Neph1 signaling in the kidney podocyte","PID_NEPHRIN_NEPH1_PATHWAY","NONE",0.0217,0.802,0.444,0.555
"(BioCarta) EGF Signaling Pathway","BIOCARTA_EGF_PATHWAY","NONE",0.0196,0.8,0.445,0.556
"(PID) Coregulation of Androgen receptor activity","PID_AR_PATHWAY","NONE",0.0171,0.798,0.446,0.557
"(Reactome) NGF signalling via TRKA from the plasma membrane","REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE","NONE",0.0161,0.796,0.447,0.557
"(Reactome) Signaling by Hippo","REACTOME_SIGNALING_BY_HIPPO","NONE",0.0193,0.796,0.447,0.557
"(Reactome) Platelet homeostasis","REACTOME_PLATELET_HOMEOSTASIS","NONE",0.0185,0.788,0.451,0.561
"(Reactome) Phospholipase C-mediated cascade","REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE","NONE",0.0203,0.788,0.451,0.561
"(BioCarta) FAS signaling pathway ( CD95 )","BIOCARTA_FAS_PATHWAY","NONE",0.023,0.787,0.452,0.561
"(PID) Wnt signaling network","PID_WNT_SIGNALING_PATHWAY","NONE",-0.0451,-0.785,0.453,0.562
"(PID) Regulation of nuclear SMAD2/3 signaling","PID_SMAD2_3NUCLEAR_PATHWAY","NONE",0.0189,0.784,0.454,0.562
"(Reactome) cGMP effects","REACTOME_CGMP_EFFECTS","NONE",0.0231,0.78,0.456,0.564
"(Reactome) Circadian Repression of Expression by REV-ERBA","REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA","NONE",-0.0215,-0.777,0.458,0.566
"(KEGG) Protein export","KEGG_PROTEIN_EXPORT","NONE",0.0348,0.775,0.459,0.566
"(BioCarta) Regulation of p27 Phosphorylation during Cell Cycle Progression","BIOCARTA_P27_PATHWAY","NONE",-0.0314,-0.772,0.46,0.567
"(BioCarta) Human Cytomegalovirus and Map Kinase Pathways","BIOCARTA_HCMV_PATHWAY","NONE",-0.0209,-0.772,0.461,0.567
"(Reactome) Downstream signal transduction","REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION","NONE",-0.0161,-0.764,0.465,0.571
"(Reactome) TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)","REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION","NONE",0.0237,0.764,0.465,0.571
"(Reactome) Transport to the Golgi and subsequent modification","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION","NONE",-0.0292,-0.761,0.467,0.573
"(Reactome) Fanconi Anemia pathway","REACTOME_FANCONI_ANEMIA_PATHWAY","NONE",0.0173,0.759,0.468,0.573
"(Reactome) Activation of Rac","REACTOME_ACTIVATION_OF_RAC","NONE",-0.0211,-0.753,0.471,0.576
"(BioCarta) Neuropeptides VIP and PACAP inhibit the apoptosis of activated T cells","BIOCARTA_VIP_PATHWAY","NONE",0.0254,0.753,0.471,0.576
"(BioCarta) Eukaryotic protein translation","BIOCARTA_EIF_PATHWAY","NONE",0.0239,0.751,0.472,0.577
"(KEGG) ErbB signaling pathway","KEGG_ERBB_SIGNALING_PATHWAY","NONE",0.0168,0.748,0.474,0.578
"(Reactome) Lipoprotein metabolism","REACTOME_LIPOPROTEIN_METABOLISM","NONE",-0.0297,-0.744,0.477,0.581
"(BioCarta) Transcription Regulation by Methyltransferase of CARM1","BIOCARTA_CARM1_PATHWAY","NONE",-0.0253,-0.734,0.482,0.587
"(Reactome) L1CAM interactions","REACTOME_L1CAM_INTERACTIONS","NONE",-0.0197,-0.733,0.483,0.587
"(Reactome) Caspase-mediated cleavage of cytoskeletal proteins","REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS","NONE",-0.0172,-0.728,0.485,0.59
"(Reactome) Downstream Signaling Events Of B Cell Receptor (BCR)","REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR","NONE",-0.0178,-0.715,0.493,0.598
"(Reactome) Ion transport by P-type ATPases","REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES","NONE",-0.0172,-0.715,0.493,0.598
"(Reactome) COPI Mediated Transport","REACTOME_COPI_MEDIATED_TRANSPORT","NONE",0.0211,0.71,0.496,0.601
