"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(Reactome) Innate Immune System","REACTOME_INNATE_IMMUNE_SYSTEM","NONE",0.0453,1.76,0.115,0.175
"(KEGG) Cysteine and methionine metabolism","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM","NONE",0.0537,1.75,0.116,0.176
"(Reactome) Golgi Associated Vesicle Biogenesis","REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS","NONE",-0.0411,-1.75,0.117,0.176
"(KEGG) Retinol metabolism","KEGG_RETINOL_METABOLISM","NONE",0.0527,1.75,0.117,0.176
"(PID) ErbB4 signaling events","PID_ERBB4_PATHWAY","NONE",0.05,1.75,0.117,0.176
"(PID) Thromboxane A2 receptor signaling","PID_TXA2PATHWAY","NONE",-0.0427,-1.75,0.117,0.177
"(Reactome) Aquaporin-mediated transport","REACTOME_AQUAPORIN_MEDIATED_TRANSPORT","NONE",0.0636,1.74,0.118,0.177
"(Reactome) Regulation of Water Balance by Renal Aquaporins","REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS","NONE",0.0636,1.74,0.118,0.177
"(PID) Validated transcriptional targets of deltaNp63 isoforms","PID_DELTA_NP63_PATHWAY","NONE",0.0706,1.74,0.118,0.178
"(Reactome) Pyrimidine metabolism","REACTOME_PYRIMIDINE_METABOLISM","NONE",0.0481,1.73,0.12,0.179
"(Reactome) PTM: gamma carboxylation, hypusine formation and arylsulfatase activation","REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION","NONE",-0.0796,-1.73,0.12,0.179
"(Reactome) DSCAM interactions","REACTOME_DSCAM_INTERACTIONS","NONE",-0.0952,-1.73,0.12,0.18
"(Naba) Genes encoding collagen proteins","NABA_COLLAGENS","NONE",0.243,1.73,0.12,0.18
"(KEGG) Endometrial cancer","KEGG_ENDOMETRIAL_CANCER","NONE",-0.0445,-1.73,0.121,0.18
"(PID) TNF receptor signaling pathway","PID_TNF_PATHWAY","NONE",-0.0459,-1.73,0.121,0.181
"(Reactome) Abortive elongation of HIV-1 transcript in the absence of Tat","REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT","NONE",0.0694,1.72,0.121,0.181
"(Reactome) Regulation of IFNG signaling","REACTOME_REGULATION_OF_IFNG_SIGNALING","NONE",0.0498,1.72,0.122,0.181
"(BioCarta) Presenilin action in Notch and Wnt signaling","BIOCARTA_PS1_PATHWAY","NONE",0.0512,1.72,0.122,0.181
"(KEGG) Biosynthesis of unsaturated fatty acids","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS","NONE",0.0902,1.7,0.125,0.185
"(KEGG) Apoptosis","KEGG_APOPTOSIS","NONE",-0.0373,-1.7,0.125,0.186
"(Reactome) Signaling by PDGF","REACTOME_SIGNALING_BY_PDGF","NONE",0.0517,1.7,0.126,0.186
"(KEGG) Oocyte meiosis","KEGG_OOCYTE_MEIOSIS","NONE",0.0379,1.69,0.128,0.189
"(BioCarta) ALK in cardiac myocytes","BIOCARTA_ALK_PATHWAY","NONE",0.0407,1.69,0.128,0.189
"(Reactome) Phospholipase C-mediated cascade","REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE","NONE",0.0394,1.69,0.129,0.19
"(PID) Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)","PID_MET_PATHWAY","NONE",-0.0394,-1.68,0.13,0.192
"(BioCarta) Growth Hormone Signaling Pathway","BIOCARTA_GH_PATHWAY","NONE",0.0448,1.68,0.13,0.192
"(Signaling Gateway) Genes related to chemotaxis","SIG_CHEMOTAXIS","NONE",0.0445,1.67,0.131,0.193
"(STKE) p38 MAPK Pathway","ST_P38_MAPK_PATHWAY","NONE",0.0513,1.67,0.132,0.193
"(Reactome) Activation of Kainate Receptors upon glutamate binding","REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING","NONE",-0.0383,-1.66,0.133,0.195
"(Naba) Ensemble of genes encoding extracellular matrix and extracellular matrix-associated proteins ","NABA_MATRISOME","NONE",0.0538,1.66,0.135,0.197
"(Reactome) CD28 co-stimulation","REACTOME_CD28_CO_STIMULATION","NONE",0.0422,1.65,0.135,0.197
"(KEGG) Histidine metabolism","KEGG_HISTIDINE_METABOLISM","NONE",0.046,1.65,0.136,0.198
"(PID) Nectin adhesion pathway","PID_NECTIN_PATHWAY","NONE",-0.0789,-1.65,0.137,0.199
"(Reactome) Formation of the HIV-1 Early Elongation Complex","REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX","NONE",0.0619,1.64,0.138,0.2
"(PID) Canonical NF-kappaB pathway","PID_NFKAPPAB_CANONICAL_PATHWAY","NONE",0.0578,1.64,0.138,0.201
"(PID) Signaling events mediated by TCPTP","PID_TCPTP_PATHWAY","NONE",-0.0594,-1.64,0.139,0.201
"(SuperArray) Genes related to Wnt-mediated signal transduction","WNT_SIGNALING","NONE",-0.0359,-1.62,0.142,0.206
"(BioCarta) Telomeres, Telomerase, Cellular Aging, and Immortality","BIOCARTA_TEL_PATHWAY","NONE",-0.043,-1.62,0.143,0.207
"(KEGG) ECM-receptor interaction","KEGG_ECM_RECEPTOR_INTERACTION","NONE",0.0811,1.61,0.145,0.209
"(BioCarta) WNT Signaling Pathway","BIOCARTA_WNT_PATHWAY","NONE",0.0526,1.61,0.145,0.21
"(Reactome) Metabolism of amino acids and derivatives","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES","NONE",-0.0407,-1.6,0.146,0.211
"(Reactome) Autodegradation of Cdh1 by Cdh1:APC/C","REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C","NONE",-0.0435,-1.59,0.149,0.215
"(KEGG) Hypertrophic cardiomyopathy (HCM)","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM","NONE",0.0413,1.58,0.151,0.217
"(PID) p53 pathway","PID_P53_REGULATION_PATHWAY","NONE",0.0484,1.58,0.152,0.218
"(PID) Stabilization and expansion of the E-cadherin adherens junction","PID_ECADHERIN_STABILIZATION_PATHWAY","NONE",-0.0399,-1.57,0.153,0.22
"(Reactome) Cell Cycle, Mitotic","REACTOME_CELL_CYCLE_MITOTIC","NONE",0.0386,1.57,0.154,0.22
"(BioCarta) Acetylation and Deacetylation of RelA in The Nucleus","BIOCARTA_RELA_PATHWAY","NONE",0.0764,1.57,0.154,0.221
"(BioCarta) Regulation of p27 Phosphorylation during Cell Cycle Progression","BIOCARTA_P27_PATHWAY","NONE",-0.056,-1.56,0.155,0.222
"(Reactome) Metal ion SLC transporters","REACTOME_METAL_ION_SLC_TRANSPORTERS","NONE",0.102,1.56,0.156,0.222
"(KEGG) Axon guidance","KEGG_AXON_GUIDANCE","NONE",-0.0485,-1.56,0.156,0.223
"(BioCarta) Ras Signaling Pathway","BIOCARTA_RAS_PATHWAY","NONE",-0.0389,-1.54,0.161,0.228
"(PID) IL27-mediated signaling events","PID_IL27_PATHWAY","NONE",0.047,1.54,0.161,0.228
"(Reactome) Signaling by the B Cell Receptor (BCR)","REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR","NONE",-0.0389,-1.54,0.161,0.228
"(BioCarta) IL-2 Receptor Beta Chain in T cell Activation","BIOCARTA_IL2RB_PATHWAY","NONE",0.0366,1.54,0.161,0.228
"(BioCarta) Signal transduction through IL1R","BIOCARTA_IL1R_PATHWAY","NONE",0.0372,1.54,0.161,0.228
"(PID) Syndecan-1-mediated signaling events","PID_SYNDECAN_1_PATHWAY","NONE",0.153,1.53,0.162,0.229
"(Reactome) Purine ribonucleoside monophosphate biosynthesis","REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS","NONE",0.0968,1.53,0.163,0.23
"(Reactome) Activated AMPK stimulates fatty-acid oxidation in muscle","REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE","NONE",-0.0531,-1.53,0.163,0.23
"(BioCarta) Regulation of PGC-1a","BIOCARTA_PGC1A_PATHWAY","NONE",-0.0467,-1.53,0.164,0.231
"(Reactome) PI-3K cascade","REACTOME_PI_3K_CASCADE","NONE",0.0402,1.53,0.164,0.231
"(KEGG) VEGF signaling pathway","KEGG_VEGF_SIGNALING_PATHWAY","NONE",-0.0435,-1.51,0.168,0.236
"(BioCarta) Skeletal muscle hypertrophy is regulated via AKT/mTOR pathway","BIOCARTA_IGF1MTOR_PATHWAY","NONE",0.0532,1.51,0.168,0.236
"(Reactome) Ion transport by P-type ATPases","REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES","NONE",0.0431,1.51,0.169,0.237
"(Reactome) Regulation of Hypoxia-inducible Factor (HIF) by Oxygen","REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN","NONE",-0.0665,-1.5,0.169,0.237
"(Reactome) TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)","REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION","NONE",0.0476,1.5,0.169,0.237
"(Reactome) RIP-mediated NFkB activation via DAI","REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI","NONE",0.0704,1.5,0.17,0.238
"(Reactome) RNA Polymerase I Transcription Initiation","REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION","NONE",0.0712,1.49,0.173,0.242
"(Reactome) CS/DS degradation","REACTOME_CS_DS_DEGRADATION","NONE",0.0529,1.47,0.178,0.247
"(Reactome) Tie2 Signaling","REACTOME_TIE2_SIGNALING","NONE",-0.0433,-1.47,0.178,0.247
"(Reactome) Downstream signaling of activated FGFR","REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR","NONE",0.0326,1.47,0.178,0.248
"(Reactome) Ionotropic activity of Kainate Receptors","REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS","NONE",0.0667,1.47,0.179,0.249
"(Reactome) Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters","REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS","NONE",-0.0656,-1.46,0.18,0.25
"(Reactome) MAPK targets/ Nuclear events mediated by MAP kinases","REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES","NONE",-0.0334,-1.45,0.183,0.253
"(KEGG) Pantothenate and CoA biosynthesis","KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS","NONE",-0.0455,-1.45,0.183,0.253
"(Reactome) Thromboxane signalling through TP receptor","REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR","NONE",-0.0463,-1.44,0.185,0.256
"(KEGG) Insulin signaling pathway","KEGG_INSULIN_SIGNALING_PATHWAY","NONE",0.0354,1.44,0.186,0.256
"(PID) PAR4-mediated thrombin signaling events","PID_THROMBIN_PAR4_PATHWAY","NONE",0.0464,1.43,0.188,0.259
"(Naba) Genes encoding enzymes and their regulators involved in the remodeling of the extracellular matrix","NABA_ECM_REGULATORS","NONE",0.0503,1.42,0.192,0.264
"(Reactome) Signaling by SCF-KIT","REACTOME_SIGNALING_BY_SCF_KIT","NONE",-0.0336,-1.42,0.192,0.264
"(Reactome) Processing of Intronless Pre-mRNAs","REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS","NONE",0.0641,1.41,0.194,0.267
"(Reactome) HIV Life Cycle","REACTOME_HIV_LIFE_CYCLE","NONE",0.0376,1.4,0.196,0.269
"(KEGG) Intestinal immune network for IgA production","KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION","NONE",-0.0336,-1.4,0.197,0.27
"(Reactome) Gastrin-CREB signalling pathway via PKC and MAPK","REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK","NONE",-0.0317,-1.4,0.198,0.271
"(Reactome) Signal amplification","REACTOME_SIGNAL_AMPLIFICATION","NONE",-0.0571,-1.39,0.201,0.275
"(Reactome) Synthesis of very long-chain fatty acyl-CoAs","REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","NONE",0.0899,1.38,0.202,0.276
"(Reactome) Adaptive Immune System","REACTOME_ADAPTIVE_IMMUNE_SYSTEM","NONE",0.0303,1.38,0.203,0.276
"(Reactome) Signaling by FGFR","REACTOME_SIGNALING_BY_FGFR","NONE",0.0305,1.38,0.203,0.277
"(Reactome) Downstream Signaling Events Of B Cell Receptor (BCR)","REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR","NONE",-0.0375,-1.38,0.204,0.277
"(Reactome) The role of Nef in HIV-1 replication and disease pathogenesis","REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS","NONE",-0.0544,-1.38,0.204,0.278
"(PID) ATR signaling pathway","PID_ATR_PATHWAY","NONE",0.0408,1.35,0.212,0.287
"(PID) E2F transcription factor network","PID_E2F_PATHWAY","NONE",-0.0394,-1.35,0.212,0.288
"(KEGG) MAPK signaling pathway","KEGG_MAPK_SIGNALING_PATHWAY","NONE",0.0352,1.35,0.213,0.288
"(Reactome) Oxygen-dependent Proline Hydroxylation of Hypoxia-inducible Factor Alpha","REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA","NONE",-0.0657,-1.34,0.215,0.291
"(Reactome) PI3K/AKT activation","REACTOME_PI3K_AKT_ACTIVATION","NONE",0.0416,1.33,0.218,0.294
"(Reactome) Antigen Activates B Cell Receptor Leading to Generation of Second Messengers","REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS","NONE",-0.04,-1.33,0.219,0.295
"(PID) Class I PI3K signaling events mediated by Akt","PID_PI3KCI_AKT_PATHWAY","NONE",-0.0344,-1.31,0.226,0.304
"(Reactome) Processing of Capped Intronless Pre-mRNA","REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA","NONE",0.0448,1.31,0.226,0.304
"(Reactome) O-linked glycosylation of mucins","REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS","NONE",-0.0624,-1.3,0.228,0.306
"(KEGG) Wnt signaling pathway","KEGG_WNT_SIGNALING_PATHWAY","NONE",-0.0304,-1.29,0.23,0.309
"(PID) IL3-mediated signaling events","PID_IL3_PATHWAY","NONE",-0.0289,-1.28,0.233,0.313
"(PID) Presenilin action in Notch and Wnt signaling","PID_PS1_PATHWAY","NONE",-0.0432,-1.27,0.237,0.317
"(Reactome) G alpha (12/13) signalling events","REACTOME_G_ALPHA1213_SIGNALLING_EVENTS","NONE",0.0319,1.27,0.239,0.319
"(PID) Insulin Pathway","PID_INSULIN_PATHWAY","NONE",0.0305,1.26,0.24,0.321
"(BioCarta) TNFR1 Signaling Pathway","BIOCARTA_TNFR1_PATHWAY","NONE",0.0299,1.26,0.243,0.324
"(PID) PDGFR-beta signaling pathway","PID_PDGFRB_PATHWAY","NONE",-0.0299,-1.24,0.249,0.332
"(KEGG) Hematopoietic cell lineage","KEGG_HEMATOPOIETIC_CELL_LINEAGE","NONE",0.0377,1.23,0.251,0.334
"(PID) Noncanonical Wnt signaling pathway","PID_WNT_NONCANONICAL_PATHWAY","NONE",0.0308,1.23,0.251,0.334
"(Reactome) Signaling by Rho GTPases","REACTOME_SIGNALING_BY_RHO_GTPASES","NONE",0.0316,1.23,0.252,0.335
"(Reactome) NOTCH1 Intracellular Domain Regulates Transcription","REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION","NONE",0.0408,1.22,0.255,0.338
"(Reactome) Mitochondrial Protein Import","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT","NONE",-0.0358,-1.22,0.255,0.339
"(Reactome) SRP-dependent cotranslational protein targeting to membrane","REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE","NONE",-0.0454,-1.21,0.259,0.343
"(KEGG) Renal cell carcinoma","KEGG_RENAL_CELL_CARCINOMA","NONE",-0.0354,-1.2,0.262,0.346
"(Reactome) Synthesis of substrates in N-glycan biosythesis","REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS","NONE",-0.0528,-1.2,0.263,0.347
"(BioCarta) Regulation of transcriptional activity by PML","BIOCARTA_PML_PATHWAY","NONE",0.0384,1.2,0.264,0.348
"(Reactome) AKT phosphorylates targets in the cytosol","REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL","NONE",-0.071,-1.19,0.266,0.35
"(BioCarta) Erk and PI-3 Kinase Are Necessary for Collagen Binding in Corneal Epithelia","BIOCARTA_ECM_PATHWAY","NONE",-0.0433,-1.19,0.267,0.351
"(Reactome) Apoptosis","REACTOME_APOPTOSIS","NONE",-0.0291,-1.19,0.267,0.351
"(STKE) Integrin Signaling Pathway","ST_INTEGRIN_SIGNALING_PATHWAY","NONE",-0.0309,-1.19,0.268,0.352
"(Reactome) Mitotic M-M/G1 phases","REACTOME_MITOTIC_M_M_G1_PHASES","NONE",-0.0299,-1.18,0.269,0.353
"(KEGG) Phenylalanine metabolism","KEGG_PHENYLALANINE_METABOLISM","NONE",0.0435,1.18,0.271,0.355
"(Reactome) NRAGE signals death through JNK","REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK","NONE",0.0365,1.18,0.272,0.356
"(SigmaAldrich) Antigen binding to B cell receptors activates protein tyrosine kinases, such as the Src family, which ultimate activate MAP kinases.","SA_B_CELL_RECEPTOR_COMPLEXES","NONE",-0.0389,-1.16,0.276,0.361
"(Reactome) G1/S-Specific Transcription","REACTOME_G1_S_SPECIFIC_TRANSCRIPTION","NONE",-0.0545,-1.16,0.28,0.365
"(PID) Regulation of RhoA activity","PID_RHOA_REG_PATHWAY","NONE",0.0372,1.15,0.282,0.368
"(PID) PDGFR-alpha signaling pathway","PID_PDGFRA_PATHWAY","NONE",-0.033,-1.14,0.284,0.37
"(Reactome) PIP3 activates AKT signaling","REACTOME_PIP3_ACTIVATES_AKT_SIGNALING","NONE",0.0385,1.14,0.285,0.37
"(Reactome) Translation","REACTOME_TRANSLATION","NONE",-0.0397,-1.14,0.287,0.373
"(Reactome) NCAM signaling for neurite out-growth","REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH","NONE",0.0618,1.13,0.291,0.377
"(Reactome) Metabolism of proteins","REACTOME_METABOLISM_OF_PROTEINS","NONE",-0.0255,-1.12,0.294,0.381
"(Reactome) Beta-catenin phosphorylation cascade","REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE","NONE",-0.0519,-1.12,0.295,0.382
"(Reactome) Growth hormone receptor signaling","REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING","NONE",0.0335,1.11,0.296,0.383
"(STKE) Tumor Necrosis Factor Pathway.","ST_TUMOR_NECROSIS_FACTOR_PATHWAY","NONE",0.0301,1.11,0.297,0.384
"(Reactome) mTORC1-mediated signalling","REACTOME_MTORC1_MEDIATED_SIGNALLING","NONE",0.0321,1.11,0.299,0.386
"(PID) p75(NTR)-mediated signaling","PID_P75_NTR_PATHWAY","NONE",-0.0288,-1.1,0.302,0.389
"(Reactome) DNA Replication","REACTOME_DNA_REPLICATION","NONE",-0.0279,-1.09,0.304,0.392
"(KEGG) Ubiquitin mediated proteolysis","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS","NONE",0.0327,1.09,0.307,0.395
"(Reactome) E2F mediated regulation of DNA replication","REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION","NONE",-0.0331,-1.08,0.31,0.398
"(KEGG) Basal transcription factors","KEGG_BASAL_TRANSCRIPTION_FACTORS","NONE",-0.0272,-1.08,0.31,0.398
"(Reactome) Interleukin-3, 5 and GM-CSF signaling","REACTOME_IL_3_5_AND_GM_CSF_SIGNALING","NONE",0.0301,1.05,0.323,0.413
"(BioCarta) Apoptotic Signaling in Response to DNA Damage","BIOCARTA_CHEMICAL_PATHWAY","NONE",-0.0255,-1.05,0.323,0.413
"(Reactome) SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs","REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS","NONE",0.0277,1.05,0.323,0.413
"(Reactome) Fatty acid, triacylglycerol, and ketone body metabolism","REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM","NONE",-0.0265,-1.05,0.323,0.413
"(KEGG) Alzheimer's disease","KEGG_ALZHEIMERS_DISEASE","NONE",-0.0271,-1.02,0.337,0.43
"(KEGG) Chemokine signaling pathway","KEGG_CHEMOKINE_SIGNALING_PATHWAY","NONE",0.0268,1.01,0.341,0.434
"(Reactome) Pre-NOTCH Processing in Golgi","REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI","NONE",-0.0304,-1.01,0.341,0.434
"(PID) Regulation of Ras family activation","PID_RAS_PATHWAY","NONE",0.025,1.01,0.342,0.435
"(Reactome) Myogenesis","REACTOME_MYOGENESIS","NONE",0.0229,1,0.345,0.438
"(Reactome) G alpha (i) signalling events","REACTOME_G_ALPHA_I_SIGNALLING_EVENTS","NONE",-0.0285,-0.999,0.346,0.439
"(Reactome) Integrin cell surface interactions","REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS","NONE",-0.043,-0.996,0.347,0.44
"(PID) Coregulation of Androgen receptor activity","PID_AR_PATHWAY","NONE",-0.0229,-0.995,0.348,0.44
"(Reactome) Glycolysis","REACTOME_GLYCOLYSIS","NONE",-0.0237,-0.995,0.348,0.44
"(KEGG) Protein export","KEGG_PROTEIN_EXPORT","NONE",0.0477,0.99,0.35,0.441
"(PID) C-MYC pathway","PID_MYC_PATHWAY","NONE",-0.0284,-0.99,0.35,0.441
"(Reactome) Class I MHC mediated antigen processing & presentation","REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION","NONE",0.0239,0.982,0.354,0.446
"(KEGG) Aldosterone-regulated sodium reabsorption","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","NONE",0.026,0.979,0.355,0.447
"(KEGG) Jak-STAT signaling pathway","KEGG_JAK_STAT_SIGNALING_PATHWAY","NONE",0.0245,0.977,0.356,0.447
"(Reactome) CTLA4 inhibitory signaling","REACTOME_CTLA4_INHIBITORY_SIGNALING","NONE",-0.0298,-0.977,0.356,0.447
"(Reactome) Prolonged ERK activation events","REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS","NONE",-0.0376,-0.972,0.358,0.449
"(STKE) G alpha s Pathway","ST_G_ALPHA_S_PATHWAY","NONE",-0.0344,-0.97,0.359,0.45
"(Reactome) mRNA Capping","REACTOME_MRNA_CAPPING","NONE",0.0404,0.97,0.359,0.45
"(Reactome) Association of TriC/CCT with target proteins during biosynthesis","REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS","NONE",-0.0334,-0.966,0.361,0.452
"(KEGG) Selenoamino acid metabolism","KEGG_SELENOAMINO_ACID_METABOLISM","NONE",0.0352,0.956,0.366,0.457
"(Reactome) Regulation of signaling by CBL","REACTOME_REGULATION_OF_SIGNALING_BY_CBL","NONE",-0.0483,-0.95,0.369,0.46
"(BioCarta) Rac 1 cell motility signaling pathway","BIOCARTA_RAC1_PATHWAY","NONE",-0.0328,-0.948,0.37,0.46
"(Reactome) Mitotic Prometaphase","REACTOME_MITOTIC_PROMETAPHASE","NONE",0.0246,0.939,0.374,0.465
"(PID) TGF-beta receptor signaling","PID_TGFBR_PATHWAY","NONE",0.0242,0.934,0.377,0.468
"(PID) Visual signal transduction: Rods","PID_RHODOPSIN_PATHWAY","NONE",0.0581,0.929,0.379,0.47
"(Reactome) G0 and Early G1","REACTOME_G0_AND_EARLY_G1","NONE",0.0284,0.923,0.382,0.473
"(PID) Reelin signaling pathway","PID_REELIN_PATHWAY","NONE",-0.0378,-0.922,0.382,0.474
"(Reactome) Peptide chain elongation","REACTOME_PEPTIDE_CHAIN_ELONGATION","NONE",-0.0393,-0.921,0.383,0.474
"(Reactome) Signaling by BMP","REACTOME_SIGNALING_BY_BMP","NONE",0.0202,0.92,0.383,0.474
"(Reactome) Activated NOTCH1 Transmits Signal to the Nucleus","REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS","NONE",-0.0281,-0.908,0.389,0.48
"(PID) RXR and RAR heterodimerization with other nuclear receptor","PID_RXR_VDR_PATHWAY","NONE",0.0308,0.906,0.39,0.481
"(PID) AP-1 transcription factor network","PID_AP1_PATHWAY","NONE",-0.0305,-0.904,0.391,0.482
"(Reactome) 3' -UTR-mediated translational regulation","REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION","NONE",-0.0345,-0.893,0.397,0.489
"(KEGG) Leishmania infection","KEGG_LEISHMANIA_INFECTION","NONE",0.0211,0.884,0.401,0.493
"(Reactome) Formation of the ternary complex, and subsequently, the 43S complex","REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX","NONE",-0.0323,-0.879,0.404,0.496
"(PID) Glucocorticoid receptor regulatory network","PID_REG_GR_PATHWAY","NONE",0.0224,0.875,0.406,0.498
"(BioCarta) VEGF, Hypoxia, and Angiogenesis","BIOCARTA_VEGF_PATHWAY","NONE",-0.0445,-0.874,0.406,0.498
"(Reactome) Costimulation by the CD28 family","REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY","NONE",0.0195,0.871,0.408,0.5
"(BioCarta) Rab GTPases Mark Targets In The Endocytotic Machinery","BIOCARTA_RAB_PATHWAY","NONE",-0.0401,-0.865,0.411,0.502
"(PID) Role of Calcineurin-dependent NFAT signaling in lymphocytes","PID_NFAT_3PATHWAY","NONE",-0.019,-0.865,0.411,0.502
"(PID) Sphingosine 1-phosphate (S1P) pathway","PID_S1P_META_PATHWAY","NONE",0.0345,0.864,0.412,0.503
"(BioCarta) EGF Signaling Pathway","BIOCARTA_EGF_PATHWAY","NONE",0.02,0.859,0.414,0.505
"(BioCarta) Role of MAL in Rho-Mediated Activation of SRF","BIOCARTA_MAL_PATHWAY","NONE",0.0245,0.858,0.415,0.505
"(Reactome) Cell-Cell communication","REACTOME_CELL_CELL_COMMUNICATION","NONE",0.0223,0.856,0.416,0.506
"(PID) S1P1 pathway","PID_S1P_S1P1_PATHWAY","NONE",-0.0268,-0.855,0.417,0.506
"(PID) Regulation of Androgen receptor activity","PID_AR_TF_PATHWAY","NONE",-0.0258,-0.851,0.419,0.508
"(Reactome) Activation of ATR in response to replication stress","REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS","NONE",0.0254,0.839,0.425,0.515
"(KEGG) Aminoacyl-tRNA biosynthesis","KEGG_AMINOACYL_TRNA_BIOSYNTHESIS","NONE",-0.035,-0.829,0.43,0.52
"(Naba) Genes encoding secreted soluble factors","NABA_SECRETED_FACTORS","NONE",-0.0188,-0.827,0.431,0.52
"(KEGG) Glycosphingolipid biosynthesis - globo series","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES","NONE",-0.031,-0.827,0.431,0.52
