"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(Reactome) DCC mediated attractive signaling","REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING","NONE",0.0414,2.15,0.0321,0.0531
"(Reactome) Inhibition of replication initiation of damaged DNA by RB1/E2F1","REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1","NONE",-0.0461,-2.15,0.0321,0.0531
"(Reactome) NOD1/2 Signaling Pathway","REACTOME_NOD1_2_SIGNALING_PATHWAY","NONE",-0.0342,-2.14,0.0325,0.0537
"(Reactome) Signalling by NGF","REACTOME_SIGNALLING_BY_NGF","NONE",-0.0195,-2.13,0.0333,0.0549
"(Reactome) Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds","REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS","NONE",0.0337,2.13,0.0334,0.055
"(PID) LKB1 signaling events","PID_LKB1_PATHWAY","NONE",-0.0379,-2.13,0.0336,0.0553
"(Reactome) Rap1 signalling","REACTOME_RAP1_SIGNALLING","NONE",-0.0405,-2.13,0.0337,0.0554
"(KEGG) Asthma","KEGG_ASTHMA","NONE",0.221,2.12,0.0345,0.0566
"(Reactome) Signaling by the B Cell Receptor (BCR)","REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR","NONE",-0.0193,-2.11,0.0351,0.0575
"(Reactome) Downregulation of TGF-beta receptor signaling","REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING","NONE",0.0497,2.11,0.0355,0.0581
"(STKE) G alpha i Pathway","ST_G_ALPHA_I_PATHWAY","NONE",0.0408,2.1,0.0359,0.0586
"(BioCarta) Oxidative Stress Induced Gene Expression Via Nrf2","BIOCARTA_ARENRF2_PATHWAY","NONE",0.107,2.1,0.0359,0.0586
"(Reactome) The role of Nef in HIV-1 replication and disease pathogenesis","REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS","NONE",-0.0333,-2.1,0.0361,0.0588
"(Reactome) Signaling by FGFR1 mutants","REACTOME_SIGNALING_BY_FGFR1_MUTANTS","NONE",0.0389,2.09,0.0368,0.0599
"(Reactome) Platelet calcium homeostasis","REACTOME_PLATELET_CALCIUM_HOMEOSTASIS","NONE",-0.0894,-2.09,0.0376,0.061
"(Reactome) Energy dependent regulation of mTOR by LKB1-AMPK","REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK","NONE",-0.0554,-2.08,0.0377,0.0612
"(Reactome) TRAF6 mediated IRF7 activation","REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION","NONE",0.0627,2.08,0.038,0.0615
"(Reactome) Interferon gamma signaling","REACTOME_INTERFERON_GAMMA_SIGNALING","NONE",0.0848,2.08,0.0382,0.0618
"(Reactome) N-Glycan antennae elongation","REACTOME_N_GLYCAN_ANTENNAE_ELONGATION","NONE",-0.0644,-2.07,0.0387,0.0626
"(PID) Noncanonical Wnt signaling pathway","PID_WNT_NONCANONICAL_PATHWAY","NONE",0.0226,2.06,0.0403,0.065
"(Reactome) MyD88:Mal cascade initiated on plasma membrane","REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE","NONE",0.0279,2.06,0.0404,0.065
"(KEGG) NOD-like receptor signaling pathway","KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY","NONE",0.0305,2.05,0.0405,0.0651
"(BioCarta) Regulation of eIF2","BIOCARTA_EIF2_PATHWAY","NONE",-0.0379,-2.05,0.0406,0.0651
"(Reactome) Regulation of IFNG signaling","REACTOME_REGULATION_OF_IFNG_SIGNALING","NONE",0.0844,2.05,0.0413,0.0662
"(PID) VEGF and VEGFR signaling network","PID_VEGF_VEGFR_PATHWAY","NONE",0.0771,2.04,0.0417,0.0668
"(KEGG) Peroxisome","KEGG_PEROXISOME","NONE",-0.0544,-2.04,0.0417,0.0668
"(STKE) JNK MAPK Pathway","ST_JNK_MAPK_PATHWAY","NONE",-0.0278,-2.04,0.042,0.0671
"(KEGG) Autoimmune thyroid disease","KEGG_AUTOIMMUNE_THYROID_DISEASE","NONE",0.167,2.04,0.0421,0.0671
"(KEGG) Allograft rejection","KEGG_ALLOGRAFT_REJECTION","NONE",0.167,2.04,0.0421,0.0671
"(Reactome) Telomere Maintenance","REACTOME_TELOMERE_MAINTENANCE","NONE",-0.0645,-2.03,0.0427,0.068
"(BioCarta) Bone Remodelling","BIOCARTA_RANKL_PATHWAY","NONE",0.12,2.03,0.0428,0.068
"(PID) ATF-2 transcription factor network","PID_ATF2_PATHWAY","NONE",0.0596,2.02,0.0435,0.069
"(BioCarta) Eukaryotic protein translation","BIOCARTA_EIF_PATHWAY","NONE",-0.0296,-2.02,0.0436,0.0692
"(Signaling Gateway) Genes related to PIP3 signaling in B lymphocytes","SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES","NONE",-0.03,-2.02,0.0441,0.0697
"(Reactome) Hyaluronan metabolism","REACTOME_HYALURONAN_METABOLISM","NONE",0.0664,2.01,0.0446,0.0705
"(KEGG) Natural killer cell mediated cytotoxicity","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","NONE",0.031,2.01,0.0452,0.0713
"(Reactome) PI3K/AKT activation","REACTOME_PI3K_AKT_ACTIVATION","NONE",0.0333,2.01,0.0454,0.0717
"(KEGG) Proximal tubule bicarbonate reclamation","KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION","NONE",0.0413,1.99,0.0467,0.0736
"(BioCarta) Th1/Th2 Differentiation","BIOCARTA_TH1TH2_PATHWAY","NONE",0.11,1.99,0.0473,0.0743
"(Naba) Ensemble of genes encoding ECM-associated proteins including ECM-affilaited proteins, ECM regulators and secreted factors","NABA_MATRISOME_ASSOCIATED","NONE",0.0147,1.99,0.0474,0.0745
"(BioCarta) Regulation of eIF4e and p70 S6 Kinase","BIOCARTA_EIF4_PATHWAY","NONE",-0.0382,-1.97,0.049,0.0768
"(KEGG) Ribosome","KEGG_RIBOSOME","NONE",0.0469,1.97,0.0492,0.077
"(KEGG) PPAR signaling pathway","KEGG_PPAR_SIGNALING_PATHWAY","NONE",0.0445,1.97,0.0496,0.0775
"(Reactome) Pre-NOTCH Expression and Processing","REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING","NONE",0.0389,1.97,0.0496,0.0775
"(Reactome) Interferon alpha/beta signaling","REACTOME_INTERFERON_ALPHA_BETA_SIGNALING","NONE",0.084,1.96,0.0504,0.0787
"(Reactome) Association of TriC/CCT with target proteins during biosynthesis","REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS","NONE",0.03,1.95,0.0515,0.0802
"(KEGG) Long-term depression","KEGG_LONG_TERM_DEPRESSION","NONE",-0.0467,-1.95,0.0517,0.0804
"(Reactome) Peptide chain elongation","REACTOME_PEPTIDE_CHAIN_ELONGATION","NONE",0.045,1.94,0.0531,0.0825
"(Reactome) Signaling by NOTCH2","REACTOME_SIGNALING_BY_NOTCH2","NONE",0.0701,1.94,0.0532,0.0826
"(Reactome) FRS2-mediated cascade","REACTOME_FRS2_MEDIATED_CASCADE","NONE",0.0376,1.94,0.0535,0.0829
"(KEGG) ABC transporters","KEGG_ABC_TRANSPORTERS","NONE",-0.0346,-1.93,0.0541,0.0837
"(BioCarta) Neuropeptides VIP and PACAP inhibit the apoptosis of activated T cells","BIOCARTA_VIP_PATHWAY","NONE",-0.0366,-1.93,0.0542,0.0837
"(BioCarta) TNF/Stress Related Signaling","BIOCARTA_STRESS_PATHWAY","NONE",0.062,1.93,0.0546,0.0842
"(KEGG) Graft-versus-host disease","KEGG_GRAFT_VERSUS_HOST_DISEASE","NONE",0.154,1.92,0.0555,0.0855
"(Reactome) Activation of Chaperones by ATF6-alpha","REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA","NONE",0.0622,1.92,0.0558,0.0859
"(Reactome) Role of DCC in regulating apoptosis","REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS","NONE",-0.0561,-1.91,0.0561,0.0863
"(Reactome) TRAF3-dependent IRF activation pathway","REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY","NONE",0.0546,1.91,0.0563,0.0864
"(KEGG) Retinol metabolism","KEGG_RETINOL_METABOLISM","NONE",-0.0421,-1.91,0.0568,0.087
"(KEGG) Tryptophan metabolism","KEGG_TRYPTOPHAN_METABOLISM","NONE",0.0632,1.91,0.057,0.0873
"(BioCarta) Role of Parkin in the Ubiquitin-Proteasomal Pathway","BIOCARTA_PARKIN_PATHWAY","NONE",-0.0447,-1.9,0.0579,0.0885
"(Reactome) Opioid Signalling","REACTOME_OPIOID_SIGNALLING","NONE",-0.0401,-1.9,0.0581,0.0888
"(STKE) Adrenergic Pathway","ST_ADRENERGIC","NONE",0.0445,1.9,0.0584,0.089
"(KEGG) VEGF signaling pathway","KEGG_VEGF_SIGNALING_PATHWAY","NONE",-0.0258,-1.9,0.0584,0.089
"(Reactome) Metabolism of polyamines","REACTOME_METABOLISM_OF_POLYAMINES","NONE",-0.0431,-1.88,0.0609,0.0927
"(Reactome) Activation of Rac","REACTOME_ACTIVATION_OF_RAC","NONE",-0.0413,-1.87,0.0614,0.0933
"(PID) Presenilin action in Notch and Wnt signaling","PID_PS1_PATHWAY","NONE",0.0375,1.87,0.0617,0.0936
"(Reactome) Signaling by FGFR mutants","REACTOME_SIGNALING_BY_FGFR_MUTANTS","NONE",0.0381,1.87,0.0619,0.0938
"(Reactome) Thrombin signalling through proteinase activated receptors (PARs)","REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS","NONE",0.0478,1.87,0.0623,0.0943
"(PID) Regulation of Androgen receptor activity","PID_AR_TF_PATHWAY","NONE",-0.0309,-1.87,0.0624,0.0943
"(BioCarta) Transcription Regulation by Methyltransferase of CARM1","BIOCARTA_CARM1_PATHWAY","NONE",0.0445,1.86,0.063,0.0949
"(KEGG) RIG-I-like receptor signaling pathway","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY","NONE",-0.032,-1.86,0.063,0.0949
"(Reactome) Asparagine N-linked glycosylation","REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION","NONE",-0.0263,-1.86,0.063,0.0949
"(Reactome) Calnexin/calreticulin cycle","REACTOME_CALNEXIN_CALRETICULIN_CYCLE","NONE",-0.043,-1.86,0.0632,0.0951
"(Reactome) Fatty Acyl-CoA Biosynthesis","REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS","NONE",0.0751,1.86,0.0635,0.0954
"(KEGG) Insulin signaling pathway","KEGG_INSULIN_SIGNALING_PATHWAY","NONE",0.0174,1.86,0.0637,0.0956
"(Reactome) Zinc transporters","REACTOME_ZINC_TRANSPORTERS","NONE",-0.0534,-1.86,0.064,0.0959
"(KEGG) Systemic lupus erythematosus","KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS","NONE",0.0947,1.85,0.0644,0.0963
"(Reactome) Synthesis of bile acids and bile salts","REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS","NONE",-0.0394,-1.85,0.0648,0.0969
"(PID) PAR4-mediated thrombin signaling events","PID_THROMBIN_PAR4_PATHWAY","NONE",0.0437,1.85,0.065,0.097
"(Reactome) Toll Receptor Cascades","REACTOME_TOLL_RECEPTOR_CASCADES","NONE",0.024,1.84,0.0663,0.0989
"(KEGG) Lysosome","KEGG_LYSOSOME","NONE",-0.0376,-1.84,0.0669,0.0997
"(KEGG) Viral myocarditis","KEGG_VIRAL_MYOCARDITIS","NONE",0.0573,1.82,0.0693,0.103
"(Reactome) SLC-mediated transmembrane transport","REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT","NONE",-0.0213,-1.82,0.07,0.104
"(PID) IL2-mediated signaling events","PID_IL2_1PATHWAY","NONE",0.038,1.81,0.0702,0.104
"(Reactome) Sulfur amino acid metabolism","REACTOME_SULFUR_AMINO_ACID_METABOLISM","NONE",-0.0457,-1.81,0.0703,0.104
"(Reactome) FGFR ligand binding and activation","REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION","NONE",0.0581,1.8,0.0723,0.107
"(PID) RAC1 signaling pathway","PID_RAC1_PATHWAY","NONE",-0.0225,-1.78,0.075,0.111
"(Reactome) PKB-mediated events","REACTOME_PKB_MEDIATED_EVENTS","NONE",-0.0361,-1.78,0.0754,0.111
"(BioCarta) Y branching of actin filaments","BIOCARTA_ACTINY_PATHWAY","NONE",0.032,1.78,0.0758,0.112
"(Reactome) L1CAM interactions","REACTOME_L1CAM_INTERACTIONS","NONE",-0.0354,-1.78,0.0761,0.112
"(Reactome) Regulation of signaling by CBL","REACTOME_REGULATION_OF_SIGNALING_BY_CBL","NONE",0.0412,1.77,0.0767,0.113
"(Reactome) CRMPs in Sema3A signaling","REACTOME_CRMPS_IN_SEMA3A_SIGNALING","NONE",-0.0495,-1.77,0.0771,0.113
"(Reactome) p38MAPK events","REACTOME_P38MAPK_EVENTS","NONE",0.0393,1.77,0.0776,0.114
"(Reactome) eNOS activation and regulation","REACTOME_ENOS_ACTIVATION_AND_REGULATION","NONE",0.0348,1.76,0.0782,0.115
"(KEGG) Propanoate metabolism","KEGG_PROPANOATE_METABOLISM","NONE",0.0645,1.76,0.0791,0.116
"(Reactome) PD-1 signaling","REACTOME_PD1_SIGNALING","NONE",0.153,1.75,0.0801,0.117
"(KEGG) Long-term potentiation","KEGG_LONG_TERM_POTENTIATION","NONE",-0.0377,-1.75,0.0803,0.117
"(PID) Signaling events mediated by PRL","PID_PRL_SIGNALING_EVENTS_PATHWAY","NONE",0.0532,1.75,0.081,0.118
"(BioCarta) Role of fl-arrestins in the activation and targeting of MAP kinases","BIOCARTA_BARR_MAPK_PATHWAY","NONE",-0.0513,-1.74,0.0825,0.12
"(Reactome) Glutamate Neurotransmitter Release Cycle","REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE","NONE",-0.0617,-1.73,0.0839,0.122
"(Reactome) Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer","REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER","NONE",0.0283,1.73,0.0847,0.123
"(Reactome) Downregulation of SMAD2/3:SMAD4 transcriptional activity","REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY","NONE",0.0353,1.72,0.0869,0.126
"(KEGG) Notch signaling pathway","KEGG_NOTCH_SIGNALING_PATHWAY","NONE",0.0386,1.71,0.0886,0.128
"(Reactome) Acyl chain remodelling of PC","REACTOME_ACYL_CHAIN_REMODELLING_OF_PC","NONE",-0.0386,-1.7,0.0889,0.129
"(KEGG) ErbB signaling pathway","KEGG_ERBB_SIGNALING_PATHWAY","NONE",-0.0208,-1.69,0.0915,0.132
"(Reactome) Synthesis and interconversion of nucleotide di- and triphosphates","REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES","NONE",-0.0341,-1.69,0.0915,0.132
"(Reactome) Generation of second messenger molecules","REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES","NONE",0.095,1.69,0.0918,0.132
"(Reactome) Destabilization of mRNA by AUF1 (hnRNP D0)","REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0","NONE",-0.0298,-1.68,0.0931,0.134
"(STKE) G alpha q Pathway","ST_GAQ_PATHWAY","NONE",0.0263,1.68,0.0932,0.134
"(Reactome) Phosphorylation of CD3 and TCR zeta chains","REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS","NONE",0.155,1.68,0.0932,0.134
"(Reactome) NRIF signals cell death from the nucleus","REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS","NONE",-0.0519,-1.68,0.0935,0.134
"(KEGG) Melanogenesis","KEGG_MELANOGENESIS","NONE",-0.0257,-1.68,0.0936,0.134
"(KEGG) Non-small cell lung cancer","KEGG_NON_SMALL_CELL_LUNG_CANCER","NONE",-0.0213,-1.68,0.0937,0.134
"(Reactome) Regulation of IFNA signaling","REACTOME_REGULATION_OF_IFNA_SIGNALING","NONE",0.0708,1.68,0.0944,0.135
"(BioCarta) Phosphorylation of MEK1 by cdk5/p35 down regulates the MAP kinase pathway","BIOCARTA_CDK5_PATHWAY","NONE",-0.0624,-1.67,0.0948,0.135
"(Reactome) Metabolism of porphyrins","REACTOME_METABOLISM_OF_PORPHYRINS","NONE",-0.0573,-1.67,0.0949,0.135
"(Reactome) Downstream TCR signaling","REACTOME_DOWNSTREAM_TCR_SIGNALING","NONE",0.0547,1.66,0.0971,0.138
"(KEGG) Fc gamma R-mediated phagocytosis","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","NONE",-0.0259,-1.65,0.0988,0.14
"(SigmaAldrich) PTEN is a tumor suppressor that dephosphorylates the lipid messenger phosphatidylinositol triphosphate.","SA_PTEN_PATHWAY","NONE",-0.04,-1.65,0.0988,0.14
"(Signaling Gateway) Genes related to PIP3 signaling in cardiac myocytes","SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES","NONE",-0.0152,-1.65,0.0993,0.141
"(Reactome) Cytokine Signaling in Immune system","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM","NONE",0.0258,1.64,0.101,0.144
"(PID) Calcium signaling in the CD4+ TCR pathway","PID_TCR_CALCIUM_PATHWAY","NONE",-0.0531,-1.64,0.102,0.145
"(KEGG) Steroid hormone biosynthesis","KEGG_STEROID_HORMONE_BIOSYNTHESIS","NONE",-0.0485,-1.63,0.105,0.148
"(PID) IL2 signaling events mediated by PI3K","PID_IL2_PI3K_PATHWAY","NONE",0.0296,1.62,0.106,0.15
"(Reactome) Platelet homeostasis","REACTOME_PLATELET_HOMEOSTASIS","NONE",-0.0343,-1.62,0.106,0.15
"(PID) IL5-mediated signaling events","PID_IL5_PATHWAY","NONE",0.0411,1.61,0.108,0.152
"(Reactome) Formation of ATP by chemiosmotic coupling","REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING","NONE",-0.0523,-1.6,0.11,0.155
"(Reactome) Trafficking and processing of endosomal TLR","REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR","NONE",0.0473,1.6,0.11,0.155
"(Reactome) p53-Dependent G1 DNA Damage Response","REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE","NONE",-0.0307,-1.6,0.111,0.155
"(KEGG) Cell cycle","KEGG_CELL_CYCLE","NONE",-0.0221,-1.6,0.111,0.156
"(KEGG) Citrate cycle (TCA cycle)","KEGG_CITRATE_CYCLE_TCA_CYCLE","NONE",-0.0495,-1.59,0.112,0.157
"(Reactome) SRP-dependent cotranslational protein targeting to membrane","REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE","NONE",0.0344,1.59,0.114,0.159
"(STKE) T Cell Signal Transduction","ST_T_CELL_SIGNAL_TRANSDUCTION","NONE",-0.0229,-1.58,0.114,0.16
"(BioCarta) WNT Signaling Pathway","BIOCARTA_WNT_PATHWAY","NONE",0.0321,1.58,0.114,0.16
"(Reactome) Costimulation by the CD28 family","REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY","NONE",0.0326,1.57,0.116,0.162
"(Reactome) Lysosome Vesicle Biogenesis","REACTOME_LYSOSOME_VESICLE_BIOGENESIS","NONE",0.034,1.57,0.117,0.162
"(KEGG) Vascular smooth muscle contraction","KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION","NONE",0.0198,1.57,0.117,0.163
"(KEGG) Bladder cancer","KEGG_BLADDER_CANCER","NONE",0.0217,1.55,0.121,0.168
"(Reactome) Influenza Viral RNA Transcription and Replication","REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION","NONE",0.0316,1.54,0.124,0.173
"(Reactome) Regulation of KIT signaling","REACTOME_REGULATION_OF_KIT_SIGNALING","NONE",0.053,1.53,0.126,0.174
"(PID) FOXA2 and FOXA3 transcription factor networks","PID_HNF3B_PATHWAY","NONE",0.0288,1.53,0.127,0.176
"(Reactome) Pre-NOTCH Transcription and Translation","REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION","NONE",0.0346,1.52,0.129,0.178
"(KEGG) Limonene and pinene degradation","KEGG_LIMONENE_AND_PINENE_DEGRADATION","NONE",0.0588,1.52,0.129,0.178
"(PID) p73 transcription factor network","PID_P73PATHWAY","NONE",0.0268,1.52,0.13,0.179
"(BioCarta) Links between Pyk2 and Map Kinases","BIOCARTA_PYK2_PATHWAY","NONE",0.0264,1.52,0.13,0.179
"(Reactome) AKT phosphorylates targets in the cytosol","REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL","NONE",0.046,1.51,0.132,0.181
"(KEGG) Wnt signaling pathway","KEGG_WNT_SIGNALING_PATHWAY","NONE",-0.02,-1.51,0.132,0.181
"(PID) FOXA1 transcription factor network","PID_HNF3A_PATHWAY","NONE",0.0276,1.51,0.132,0.181
"(Signaling Gateway) Genes related to IL4 rceptor signaling in B lymphocytes","SIG_IL4RECEPTOR_IN_B_LYPHOCYTES","NONE",0.0281,1.51,0.133,0.182
"(BioCarta) Control of skeletal myogenesis by HDAC and calcium/calmodulin-dependent kinase (CaMK)","BIOCARTA_HDAC_PATHWAY","NONE",-0.0305,-1.5,0.135,0.186
"(KEGG) Sphingolipid metabolism","KEGG_SPHINGOLIPID_METABOLISM","NONE",-0.0425,-1.5,0.136,0.186
"(Reactome) Apoptotic execution  phase","REACTOME_APOPTOTIC_EXECUTION_PHASE","NONE",0.035,1.49,0.136,0.187
"(KEGG) Lysine degradation","KEGG_LYSINE_DEGRADATION","NONE",0.0298,1.49,0.137,0.187
"(Reactome) Nonsense Mediated Decay Enhanced by the Exon Junction Complex","REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX","NONE",0.0289,1.48,0.138,0.189
"(Reactome) SHC-related events","REACTOME_SHC_RELATED_EVENTS","NONE",0.0216,1.48,0.139,0.189
"(Reactome) Synthesis of very long-chain fatty acyl-CoAs","REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","NONE",0.0671,1.48,0.139,0.189
"(Naba) Genes encoding enzymes and their regulators involved in the remodeling of the extracellular matrix","NABA_ECM_REGULATORS","NONE",0.0139,1.48,0.14,0.191
"(Reactome) Mitochondrial Fatty Acid Beta-Oxidation","REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION","NONE",0.0625,1.48,0.141,0.191
"(KEGG) Glycosaminoglycan biosynthesis - keratan sulfate","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","NONE",0.0344,1.47,0.141,0.192
"(BioCarta) IL22 Soluble Receptor Signaling Pathway","BIOCARTA_IL22BP_PATHWAY","NONE",0.0666,1.46,0.144,0.195
"(BioCarta) Role of PI3K subunit p85 in regulation of Actin Organization and Cell Migration","BIOCARTA_CDC42RAC_PATHWAY","NONE",-0.0252,-1.46,0.144,0.195
"(Reactome) Platelet Aggregation (Plug Formation)","REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION","NONE",0.0257,1.45,0.147,0.199
"(PID) Endothelins","PID_ENDOTHELIN_PATHWAY","NONE",-0.0239,-1.45,0.148,0.2
"(PID) Signaling mediated by p38-gamma and p38-delta","PID_P38_GAMMA_DELTA_PATHWAY","NONE",0.0362,1.45,0.148,0.2
"(Reactome) Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS","NONE",-0.0194,-1.44,0.15,0.202
"(Reactome) Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters","REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS","NONE",-0.0316,-1.44,0.15,0.202
"(Reactome) Negative regulation of FGFR signaling","REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING","NONE",0.0275,1.44,0.151,0.204
"(KEGG) Pentose phosphate pathway","KEGG_PENTOSE_PHOSPHATE_PATHWAY","NONE",0.028,1.42,0.155,0.208
"(BioCarta) Presenilin action in Notch and Wnt signaling","BIOCARTA_PS1_PATHWAY","NONE",0.0467,1.42,0.156,0.209
"(BioCarta) IL-10 Anti-inflammatory Signaling Pathway","BIOCARTA_IL10_PATHWAY","NONE",0.0504,1.42,0.156,0.209
"(Reactome) Prefoldin mediated transfer of substrate  to CCT/TriC","REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC","NONE",0.0202,1.42,0.158,0.211
"(Reactome) Thromboxane signalling through TP receptor","REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR","NONE",0.0422,1.41,0.159,0.213
"(Reactome) PI3K events in ERBB2 signaling","REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING","NONE",0.0269,1.41,0.16,0.213
"(Reactome) NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10","REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10","NONE",0.034,1.41,0.161,0.214
"(PID) Coregulation of Androgen receptor activity","PID_AR_PATHWAY","NONE",-0.0177,-1.4,0.161,0.215
"(Naba) Genes encoding proteins affiliated structurally or functionally to extracellular matrix proteins","NABA_ECM_AFFILIATED","NONE",-0.0183,-1.4,0.163,0.217
"(BioCarta) Role of MAL in Rho-Mediated Activation of SRF","BIOCARTA_MAL_PATHWAY","NONE",-0.0237,-1.4,0.164,0.217
"(Reactome) Formation of the ternary complex, and subsequently, the 43S complex","REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX","NONE",0.0305,1.39,0.165,0.219
"(Reactome) Inhibition of Insulin Secretion by Adrenaline/Noradrenaline","REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE","NONE",-0.0403,-1.39,0.165,0.219
"(Reactome) Citric acid cycle (TCA cycle)","REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE","NONE",-0.0471,-1.39,0.166,0.219
"(Reactome) G alpha (i) signalling events","REACTOME_G_ALPHA_I_SIGNALLING_EVENTS","NONE",-0.0301,-1.38,0.167,0.221
"(Reactome) TCR signaling","REACTOME_TCR_SIGNALING","NONE",0.0398,1.38,0.168,0.222
"(Reactome) Regulation of ornithine decarboxylase (ODC)","REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC","NONE",-0.0275,-1.38,0.168,0.222
"(Reactome) Signaling by NODAL","REACTOME_SIGNALING_BY_NODAL","NONE",0.0302,1.38,0.169,0.223
"(KEGG) Small cell lung cancer","KEGG_SMALL_CELL_LUNG_CANCER","NONE",0.0173,1.37,0.171,0.225
"(BioCarta) Phospholipase C-epsilon pathway","BIOCARTA_PLCE_PATHWAY","NONE",-0.0303,-1.37,0.171,0.225
