"STANDARD_NAME","CONTRIBUTOR","DESCRIPTION_BRIEF","display_name"
"BIOCARTA_BIOPEPTIDES_PATHWAY","BioCarta","Bioactive Peptide Induced Signaling Pathway","(BioCarta) Bioactive Peptide Induced Signaling Pathway"
"BIOCARTA_NEUROTRANSMITTERS_PATHWAY","BioCarta","Biosynthesis of neurotransmitters","(BioCarta) Biosynthesis of neurotransmitters"
"BIOCARTA_RANKL_PATHWAY","BioCarta","Bone Remodelling","(BioCarta) Bone Remodelling"
"BIOCARTA_CACAM_PATHWAY","BioCarta","Ca++/ Calmodulin-dependent Protein Kinase Activation","(BioCarta) Ca++/ Calmodulin-dependent Protein Kinase Activation"
"BIOCARTA_CDMAC_PATHWAY","BioCarta","Cadmium induces DNA synthesis and proliferation in macrophages","(BioCarta) Cadmium induces DNA synthesis and proliferation in macrophages"
"BIOCARTA_CARM_ER_PATHWAY","BioCarta","CARM1 and Regulation of the Estrogen Receptor","(BioCarta) CARM1 and Regulation of the Estrogen Receptor"
"BIOCARTA_CASPASE_PATHWAY","BioCarta","Caspase Cascade in Apoptosis","(BioCarta) Caspase Cascade in Apoptosis"
"BIOCARTA_CBL_PATHWAY","BioCarta","CBL mediated ligand-induced downregulation of EGF receptors","(BioCarta) CBL mediated ligand-induced downregulation of EGF receptors"
"BIOCARTA_CCR3_PATHWAY","BioCarta","CCR3 signaling in Eosinophils","(BioCarta) CCR3 signaling in Eosinophils"
"BIOCARTA_CD40_PATHWAY","BioCarta","CD40L Signaling Pathway","(BioCarta) CD40L Signaling Pathway"
"BIOCARTA_MCM_PATHWAY","BioCarta","CDK Regulation of DNA Replication","(BioCarta) CDK Regulation of DNA Replication"
"BIOCARTA_G1_PATHWAY","BioCarta","Cell Cycle: G1/S Check Point","(BioCarta) Cell Cycle: G1/S Check Point"
"BIOCARTA_G2_PATHWAY","BioCarta","Cell Cycle: G2/M Checkpoint","(BioCarta) Cell Cycle: G2/M Checkpoint"
"BIOCARTA_CELL2CELL_PATHWAY","BioCarta","Cell to Cell Adhesion Signaling","(BioCarta) Cell to Cell Adhesion Signaling"
"BIOCARTA_LAIR_PATHWAY","BioCarta","Cells and Molecules involved in local acute inflammatory response","(BioCarta) Cells and Molecules involved in local acute inflammatory response"
"BIOCARTA_CERAMIDE_PATHWAY","BioCarta","Ceramide Signaling Pathway","(BioCarta) Ceramide Signaling Pathway"
"BIOCARTA_TID_PATHWAY","BioCarta","Chaperones modulate interferon Signaling Pathway","(BioCarta) Chaperones modulate interferon Signaling Pathway"
"BIOCARTA_CLASSIC_PATHWAY","BioCarta","Classical Complement Pathway","(BioCarta) Classical Complement Pathway"
"BIOCARTA_COMP_PATHWAY","BioCarta","Complement Pathway","(BioCarta) Complement Pathway"
"BIOCARTA_VDR_PATHWAY","BioCarta","Control of Gene Expression by Vitamin D Receptor","(BioCarta) Control of Gene Expression by Vitamin D Receptor"
"BIOCARTA_HDAC_PATHWAY","BioCarta","Control of skeletal myogenesis by HDAC and calcium/calmodulin-dependent kinase (CaMK)","(BioCarta) Control of skeletal myogenesis by HDAC and calcium/calmodulin-dependent kinase (CaMK)"
"BIOCARTA_GCR_PATHWAY","BioCarta","Corticosteroids and cardioprotection","(BioCarta) Corticosteroids and cardioprotection"
"BIOCARTA_CTCF_PATHWAY","BioCarta","CTCF: First Multivalent Nuclear Factor","(BioCarta) CTCF: First Multivalent Nuclear Factor"
"BIOCARTA_CTL_PATHWAY","BioCarta","CTL mediated immune response against target cells","(BioCarta) CTL mediated immune response against target cells"
"BIOCARTA_CXCR4_PATHWAY","BioCarta","CXCR4 Signaling Pathway","(BioCarta) CXCR4 Signaling Pathway"
"BIOCARTA_CELLCYCLE_PATHWAY","BioCarta","Cyclins and Cell Cycle Regulation","(BioCarta) Cyclins and Cell Cycle Regulation"
"BIOCARTA_CFTR_PATHWAY","BioCarta","Cystic Fibrosis Transmembrane Conductance Regulator And Beta 2 Adrenergic Receptor Pathway","(BioCarta) Cystic Fibrosis Transmembrane Conductance Regulator And Beta 2 Adrenergic Receptor Pathway"
"BIOCARTA_CYTOKINE_PATHWAY","BioCarta","Cytokine Network","(BioCarta) Cytokine Network"
"BIOCARTA_INFLAM_PATHWAY","BioCarta","Cytokines and Inflammatory Response","(BioCarta) Cytokines and Inflammatory Response"
"BIOCARTA_D4GDI_PATHWAY","BioCarta","D4-GDI Signaling Pathway","(BioCarta) D4-GDI Signaling Pathway"
"BIOCARTA_DC_PATHWAY","BioCarta","Dendritic cells in regulating TH1 and TH2 Development","(BioCarta) Dendritic cells in regulating TH1 and TH2 Development"
"BIOCARTA_P35ALZHEIMERS_PATHWAY","BioCarta","Deregulation of CDK5 in Alzheimers Disease","(BioCarta) Deregulation of CDK5 in Alzheimers Disease"
"BIOCARTA_RNA_PATHWAY","BioCarta","Double Stranded RNA Induced Gene Expression","(BioCarta) Double Stranded RNA Induced Gene Expression"
"BIOCARTA_MTA3_PATHWAY","BioCarta","Downregulated of MTA-3 in ER-negative Breast Tumors","(BioCarta) Downregulated of MTA-3 in ER-negative Breast Tumors"
"BIOCARTA_SKP2E2F_PATHWAY","BioCarta","E2F1 Destruction Pathway","(BioCarta) E2F1 Destruction Pathway"
"BIOCARTA_CALCINEURIN_PATHWAY","BioCarta","Effects of calcineurin in Keratinocyte Differentiation","(BioCarta) Effects of calcineurin in Keratinocyte Differentiation"
"BIOCARTA_EGF_PATHWAY","BioCarta","EGF Signaling Pathway","(BioCarta) EGF Signaling Pathway"
"BIOCARTA_ETC_PATHWAY","BioCarta","Electron Transport Reaction in Mitochondria","(BioCarta) Electron Transport Reaction in Mitochondria"
"BIOCARTA_NDKDYNAMIN_PATHWAY","BioCarta","Endocytotic role of NDK, Phosphins and Dynamin","(BioCarta) Endocytotic role of NDK, Phosphins and Dynamin"
"BIOCARTA_EPHA4_PATHWAY","BioCarta","Eph Kinases and ephrins support platelet aggregation","(BioCarta) Eph Kinases and ephrins support platelet aggregation"
"BIOCARTA_EPO_PATHWAY","BioCarta","EPO Signaling Pathway","(BioCarta) EPO Signaling Pathway"
"BIOCARTA_ECM_PATHWAY","BioCarta","Erk and PI-3 Kinase Are Necessary for Collagen Binding in Corneal Epithelia","(BioCarta) Erk and PI-3 Kinase Are Necessary for Collagen Binding in Corneal Epithelia"
"BIOCARTA_ERK_PATHWAY","BioCarta","Erk1/Erk2 Mapk Signaling pathway","(BioCarta) Erk1/Erk2 Mapk Signaling pathway"
"BIOCARTA_ERYTH_PATHWAY","BioCarta","Erythrocyte Differentiation Pathway","(BioCarta) Erythrocyte Differentiation Pathway"
"BIOCARTA_EPONFKB_PATHWAY","BioCarta","Erythropoietin mediated neuroprotection through NF-kB","(BioCarta) Erythropoietin mediated neuroprotection through NF-kB"
"BIOCARTA_EIF_PATHWAY","BioCarta","Eukaryotic protein translation","(BioCarta) Eukaryotic protein translation"
"BIOCARTA_EXTRINSIC_PATHWAY","BioCarta","Extrinsic Prothrombin Activation Pathway","(BioCarta) Extrinsic Prothrombin Activation Pathway"
"BIOCARTA_FAS_PATHWAY","BioCarta","FAS signaling pathway ( CD95 )","(BioCarta) FAS signaling pathway ( CD95 )"
"BIOCARTA_FCER1_PATHWAY","BioCarta","Fc Epsilon Receptor I Signaling in Mast Cells","(BioCarta) Fc Epsilon Receptor I Signaling in Mast Cells"
"BIOCARTA_FEEDER_PATHWAY","BioCarta","Feeder Pathways for Glycolysis","(BioCarta) Feeder Pathways for Glycolysis"
"BIOCARTA_FIBRINOLYSIS_PATHWAY","BioCarta","Fibrinolysis Pathway","(BioCarta) Fibrinolysis Pathway"
"BIOCARTA_FMLP_PATHWAY","BioCarta","fMLP induced chemokine gene expression in HMC-1 cells","(BioCarta) fMLP induced chemokine gene expression in HMC-1 cells"
"BIOCARTA_FREE_PATHWAY","BioCarta","Free Radical Induced Apoptosis","(BioCarta) Free Radical Induced Apoptosis"
"BIOCARTA_GABA_PATHWAY","BioCarta","Gamma-aminobutyric Acid Receptor Life Cycle","(BioCarta) Gamma-aminobutyric Acid Receptor Life Cycle"
"BIOCARTA_GATA3_PATHWAY","BioCarta","GATA3 participate in activating the Th2 cytokine genes expression","(BioCarta) GATA3 participate in activating the Th2 cytokine genes expression"
"BIOCARTA_GLYCOLYSIS_PATHWAY","BioCarta","Glycolysis Pathway","(BioCarta) Glycolysis Pathway"
"BIOCARTA_SET_PATHWAY","BioCarta","Granzyme A mediated Apoptosis Pathway","(BioCarta) Granzyme A mediated Apoptosis Pathway"
"BIOCARTA_GH_PATHWAY","BioCarta","Growth Hormone Signaling Pathway","(BioCarta) Growth Hormone Signaling Pathway"
"BIOCARTA_AHSP_PATHWAY","BioCarta","Hemoglobin's Chaperone","(BioCarta) Hemoglobin's Chaperone"
"BIOCARTA_TCAPOPTOSIS_PATHWAY","BioCarta","HIV Induced T Cell Apoptosis","(BioCarta) HIV Induced T Cell Apoptosis"
"BIOCARTA_HIVNEF_PATHWAY","BioCarta","HIV-I Nef: negative effector of Fas and TNF","(BioCarta) HIV-I Nef: negative effector of Fas and TNF"
"BIOCARTA_SALMONELLA_PATHWAY","BioCarta","How does salmonella hijack a cell","(BioCarta) How does salmonella hijack a cell"
"BIOCARTA_MPR_PATHWAY","BioCarta","How Progesterone Initiates Oocyte Membrane","(BioCarta) How Progesterone Initiates Oocyte Membrane"
"BIOCARTA_HCMV_PATHWAY","BioCarta","Human Cytomegalovirus and Map Kinase Pathways","(BioCarta) Human Cytomegalovirus and Map Kinase Pathways"
"BIOCARTA_P53HYPOXIA_PATHWAY","BioCarta","Hypoxia and p53 in the Cardiovascular system","(BioCarta) Hypoxia and p53 in the Cardiovascular system"
"BIOCARTA_HIF_PATHWAY","BioCarta","Hypoxia-Inducible Factor in the Cardiovascular System","(BioCarta) Hypoxia-Inducible Factor in the Cardiovascular System"
"BIOCARTA_IGF1_PATHWAY","BioCarta","IGF-1 Signaling Pathway","(BioCarta) IGF-1 Signaling Pathway"
"BIOCARTA_IL17_PATHWAY","BioCarta","IL 17 Signaling Pathway","(BioCarta) IL 17 Signaling Pathway"
"BIOCARTA_IL2_PATHWAY","BioCarta","IL 2 signaling pathway","(BioCarta) IL 2 signaling pathway"
"BIOCARTA_IL3_PATHWAY","BioCarta","IL 3 signaling pathway","(BioCarta) IL 3 signaling pathway"
"BIOCARTA_IL4_PATHWAY","BioCarta","IL 4 signaling pathway","(BioCarta) IL 4 signaling pathway"
"BIOCARTA_IL5_PATHWAY","BioCarta","IL 5 Signaling Pathway","(BioCarta) IL 5 Signaling Pathway"
"BIOCARTA_IL6_PATHWAY","BioCarta","IL 6 signaling pathway","(BioCarta) IL 6 signaling pathway"
"BIOCARTA_IL10_PATHWAY","BioCarta","IL-10 Anti-inflammatory Signaling Pathway","(BioCarta) IL-10 Anti-inflammatory Signaling Pathway"
"BIOCARTA_IL12_PATHWAY","BioCarta","IL12 and Stat4 Dependent Signaling Pathway in Th1 Development","(BioCarta) IL12 and Stat4 Dependent Signaling Pathway in Th1 Development"
"BIOCARTA_IL2RB_PATHWAY","BioCarta","IL-2 Receptor Beta Chain in T cell Activation","(BioCarta) IL-2 Receptor Beta Chain in T cell Activation"
"BIOCARTA_IL22BP_PATHWAY","BioCarta","IL22 Soluble Receptor Signaling Pathway","(BioCarta) IL22 Soluble Receptor Signaling Pathway"
"BIOCARTA_IL7_PATHWAY","BioCarta","IL-7 Signal Transduction","(BioCarta) IL-7 Signal Transduction"
"BIOCARTA_GSK3_PATHWAY","BioCarta","Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages","(BioCarta) Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages"
"BIOCARTA_DEATH_PATHWAY","BioCarta","Induction of apoptosis through DR3 and DR4/5 Death Receptors","(BioCarta) Induction of apoptosis through DR3 and DR4/5 Death Receptors"
"BIOCARTA_RACCYCD_PATHWAY","BioCarta","Influence of Ras and Rho proteins on G1 to S Transition","(BioCarta) Influence of Ras and Rho proteins on G1 to S Transition"
"BIOCARTA_GLEEVEC_PATHWAY","BioCarta","Inhibition of Cellular Proliferation by Gleevec","(BioCarta) Inhibition of Cellular Proliferation by Gleevec"
"BIOCARTA_INSULIN_PATHWAY","BioCarta","Insulin Signaling Pathway","(BioCarta) Insulin Signaling Pathway"
"BIOCARTA_INTEGRIN_PATHWAY","BioCarta","Integrin Signaling Pathway","(BioCarta) Integrin Signaling Pathway"
"BIOCARTA_INTRINSIC_PATHWAY","BioCarta","Intrinsic Prothrombin Activation Pathway","(BioCarta) Intrinsic Prothrombin Activation Pathway"
"BIOCARTA_KERATINOCYTE_PATHWAY","BioCarta","Keratinocyte Differentiation","(BioCarta) Keratinocyte Differentiation"
"BIOCARTA_TCRA_PATHWAY","BioCarta","Lck and Fyn tyrosine kinases in initiation of TCR Activation","(BioCarta) Lck and Fyn tyrosine kinases in initiation of TCR Activation"
"BIOCARTA_LECTIN_PATHWAY","BioCarta","Lectin Induced Complement Pathway","(BioCarta) Lectin Induced Complement Pathway"
"BIOCARTA_PYK2_PATHWAY","BioCarta","Links between Pyk2 and Map Kinases","(BioCarta) Links between Pyk2 and Map Kinases"
"BIOCARTA_EGFR_SMRTE_PATHWAY","BioCarta","Map Kinase Inactivation of SMRT Corepressor","(BioCarta) Map Kinase Inactivation of SMRT Corepressor"
"BIOCARTA_MAPK_PATHWAY","BioCarta","MAPKinase Signaling Pathway","(BioCarta) MAPKinase Signaling Pathway"
"BIOCARTA_MCALPAIN_PATHWAY","BioCarta","mCalpain and friends in Cell motility","(BioCarta) mCalpain and friends in Cell motility"
"BIOCARTA_PPARA_PATHWAY","BioCarta","Mechanism of Gene Regulation by Peroxisome Proliferators via PPARa(alpha)","(BioCarta) Mechanism of Gene Regulation by Peroxisome Proliferators via PPARa(alpha)"
"BIOCARTA_ETS_PATHWAY","BioCarta","METS affect on Macrophage Differentiation","(BioCarta) METS affect on Macrophage Differentiation"
"BIOCARTA_MONOCYTE_PATHWAY","BioCarta","Monocyte and its Surface Molecules","(BioCarta) Monocyte and its Surface Molecules"
"BIOCARTA_MTOR_PATHWAY","BioCarta","mTOR Signaling Pathway","(BioCarta) mTOR Signaling Pathway"
"BIOCARTA_IGF1R_PATHWAY","BioCarta","Multiple antiapoptotic pathways from IGF-1R signaling lead to BAD phosphorylation","(BioCarta) Multiple antiapoptotic pathways from IGF-1R signaling lead to BAD phosphorylation"
"BIOCARTA_PITX2_PATHWAY","BioCarta","Multi-step Regulation of Transcription by Pitx2","(BioCarta) Multi-step Regulation of Transcription by Pitx2"
"BIOCARTA_NGF_PATHWAY","BioCarta","Nerve growth factor pathway (NGF)","(BioCarta) Nerve growth factor pathway (NGF)"
"BIOCARTA_VIP_PATHWAY","BioCarta","Neuropeptides VIP and PACAP inhibit the apoptosis of activated T cells","(BioCarta) Neuropeptides VIP and PACAP inhibit the apoptosis of activated T cells"
"BIOCARTA_NFAT_PATHWAY","BioCarta","NFAT and Hypertrophy of the heart (Transcription in the broken heart)","(BioCarta) NFAT and Hypertrophy of the heart (Transcription in the broken heart)"
"BIOCARTA_NTHI_PATHWAY","BioCarta","NFkB activation by Nontypeable Hemophilus influenzae","(BioCarta) NFkB activation by Nontypeable Hemophilus influenzae"
"BIOCARTA_NFKB_PATHWAY","BioCarta","NF-kB Signaling Pathway","(BioCarta) NF-kB Signaling Pathway"
"BIOCARTA_NOS1_PATHWAY","BioCarta","Nitric Oxide Signaling Pathway","(BioCarta) Nitric Oxide Signaling Pathway"
"BIOCARTA_NO2IL12_PATHWAY","BioCarta","NO2-dependent IL 12 Pathway in NK cells","(BioCarta) NO2-dependent IL 12 Pathway in NK cells"
"BIOCARTA_RARRXR_PATHWAY","BioCarta","Nuclear receptors coordinate the activities of chromatin remodeling complexes and coactivators to facilitate initiation of transcription in carcinoma cells","(BioCarta) Nuclear receptors coordinate the activities of chromatin remodeling complexes and coactivators to facilitate initiation of transcription in carcinoma cells"
"BIOCARTA_NUCLEARRS_PATHWAY","BioCarta","Nuclear Receptors in Lipid Metabolism and Toxicity","(BioCarta) Nuclear Receptors in Lipid Metabolism and Toxicity"
"BIOCARTA_ARENRF2_PATHWAY","BioCarta","Oxidative Stress Induced Gene Expression Via Nrf2","(BioCarta) Oxidative Stress Induced Gene Expression Via Nrf2"
"BIOCARTA_P38MAPK_PATHWAY","BioCarta","p38 MAPK Signaling Pathway","(BioCarta) p38 MAPK Signaling Pathway"
"BIOCARTA_P53_PATHWAY","BioCarta","p53 Signaling Pathway","(BioCarta) p53 Signaling Pathway"
"BIOCARTA_PDGF_PATHWAY","BioCarta","PDGF Signaling Pathway","(BioCarta) PDGF Signaling Pathway"
"BIOCARTA_CCR5_PATHWAY","BioCarta","Pertussis toxin-insensitive CCR5 Signaling in Macrophage","(BioCarta) Pertussis toxin-insensitive CCR5 Signaling in Macrophage"
"BIOCARTA_PTDINS_PATHWAY","BioCarta","Phosphoinositides and their downstream targets.","(BioCarta) Phosphoinositides and their downstream targets."
"BIOCARTA_PLCE_PATHWAY","BioCarta","Phospholipase C-epsilon pathway","(BioCarta) Phospholipase C-epsilon pathway"
"BIOCARTA_EDG1_PATHWAY","BioCarta","Phospholipids as signalling intermediaries","(BioCarta) Phospholipids as signalling intermediaries"
"BIOCARTA_CDK5_PATHWAY","BioCarta","Phosphorylation of MEK1 by cdk5/p35 down regulates the MAP kinase pathway","(BioCarta) Phosphorylation of MEK1 by cdk5/p35 down regulates the MAP kinase pathway"
"BIOCARTA_MYOSIN_PATHWAY","BioCarta","PKC-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase","(BioCarta) PKC-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase"
"BIOCARTA_PLATELETAPP_PATHWAY","BioCarta","Platelet Amyloid Precursor Protein Pathway","(BioCarta) Platelet Amyloid Precursor Protein Pathway"
"BIOCARTA_PS1_PATHWAY","BioCarta","Presenilin action in Notch and Wnt signaling","(BioCarta) Presenilin action in Notch and Wnt signaling"
"BIOCARTA_PROTEASOME_PATHWAY","BioCarta","Proteasome Complex","(BioCarta) Proteasome Complex"
"BIOCARTA_AKAPCENTROSOME_PATHWAY","BioCarta","Protein Kinase A at the Centrosome","(BioCarta) Protein Kinase A at the Centrosome"
"BIOCARTA_PTEN_PATHWAY","BioCarta","PTEN dependent cell cycle arrest and apoptosis","(BioCarta) PTEN dependent cell cycle arrest and apoptosis"
"BIOCARTA_RAB_PATHWAY","BioCarta","Rab GTPases Mark Targets In The Endocytotic Machinery","(BioCarta) Rab GTPases Mark Targets In The Endocytotic Machinery"
"BIOCARTA_RAC1_PATHWAY","BioCarta","Rac 1 cell motility signaling pathway","(BioCarta) Rac 1 cell motility signaling pathway"
"BIOCARTA_RAS_PATHWAY","BioCarta","Ras Signaling Pathway","(BioCarta) Ras Signaling Pathway"
"BIOCARTA_NKCELLS_PATHWAY","BioCarta","Ras-Independent pathway in NK cell-mediated cytotoxicity","(BioCarta) Ras-Independent pathway in NK cell-mediated cytotoxicity"
"BIOCARTA_RB_PATHWAY","BioCarta","RB Tumor Suppressor/Checkpoint Signaling in response to DNA damage","(BioCarta) RB Tumor Suppressor/Checkpoint Signaling in response to DNA damage"
"BIOCARTA_CHREBP2_PATHWAY","BioCarta","Regulation And Function Of ChREBP in Liver","(BioCarta) Regulation And Function Of ChREBP in Liver"
"BIOCARTA_BAD_PATHWAY","BioCarta","Regulation of BAD phosphorylation","(BioCarta) Regulation of BAD phosphorylation"
"BIOCARTA_CK1_PATHWAY","BioCarta","Regulation of ck1/cdk5 by type 1 glutamate receptors","(BioCarta) Regulation of ck1/cdk5 by type 1 glutamate receptors"
"BIOCARTA_EIF2_PATHWAY","BioCarta","Regulation of eIF2","(BioCarta) Regulation of eIF2"
"BIOCARTA_EIF4_PATHWAY","BioCarta","Regulation of eIF4e and p70 S6 Kinase","(BioCarta) Regulation of eIF4e and p70 S6 Kinase"
"BIOCARTA_STEM_PATHWAY","BioCarta","Regulation of hematopoiesis by cytokines","(BioCarta) Regulation of hematopoiesis by cytokines"
"BIOCARTA_P27_PATHWAY","BioCarta","Regulation of p27 Phosphorylation during Cell Cycle Progression","(BioCarta) Regulation of p27 Phosphorylation during Cell Cycle Progression"
"BIOCARTA_PGC1A_PATHWAY","BioCarta","Regulation of PGC-1a","(BioCarta) Regulation of PGC-1a"
"BIOCARTA_PML_PATHWAY","BioCarta","Regulation of transcriptional activity by PML","(BioCarta) Regulation of transcriptional activity by PML"
"BIOCARTA_DREAM_PATHWAY","BioCarta","Repression of Pain Sensation by the Transcriptional Regulator DREAM","(BioCarta) Repression of Pain Sensation by the Transcriptional Regulator DREAM"
"BIOCARTA_LEPTIN_PATHWAY","BioCarta","Reversal of Insulin Resistance by Leptin","(BioCarta) Reversal of Insulin Resistance by Leptin"
"BIOCARTA_RHO_PATHWAY","BioCarta","Rho cell motility signaling pathway","(BioCarta) Rho cell motility signaling pathway"
"BIOCARTA_AKAP13_PATHWAY","BioCarta","Rho-Selective Guanine Exchange Factor AKAP13 Mediates Stress Fiber Formation","(BioCarta) Rho-Selective Guanine Exchange Factor AKAP13 Mediates Stress Fiber Formation"
"BIOCARTA_ATRBRCA_PATHWAY","BioCarta","Role of BRCA1, BRCA2 and ATR in Cancer Susceptibility","(BioCarta) Role of BRCA1, BRCA2 and ATR in Cancer Susceptibility"
"BIOCARTA_CARDIACEGF_PATHWAY","BioCarta","Role of EGF Receptor Transactivation by GPCRs in Cardiac Hypertrophy","(BioCarta) Role of EGF Receptor Transactivation by GPCRs in Cardiac Hypertrophy"
"BIOCARTA_HER2_PATHWAY","BioCarta","Role of ERBB2 in Signal Transduction and Oncology","(BioCarta) Role of ERBB2 in Signal Transduction and Oncology"
"BIOCARTA_ERK5_PATHWAY","BioCarta","Role of Erk5 in Neuronal Survival","(BioCarta) Role of Erk5 in Neuronal Survival"
"BIOCARTA_MAL_PATHWAY","BioCarta","Role of MAL in Rho-Mediated Activation of SRF","(BioCarta) Role of MAL in Rho-Mediated Activation of SRF"
"BIOCARTA_MEF2D_PATHWAY","BioCarta","Role of MEF2D in T-cell Apoptosis","(BioCarta) Role of MEF2D in T-cell Apoptosis"
"BIOCARTA_MITOCHONDRIA_PATHWAY","BioCarta","Role of Mitochondria in Apoptotic Signaling","(BioCarta) Role of Mitochondria in Apoptotic Signaling"
"BIOCARTA_ACH_PATHWAY","BioCarta","Role of nicotinic acetylcholine receptors in the regulation of apoptosis","(BioCarta) Role of nicotinic acetylcholine receptors in the regulation of apoptosis"
"BIOCARTA_PARKIN_PATHWAY","BioCarta","Role of Parkin in the Ubiquitin-Proteasomal Pathway","(BioCarta) Role of Parkin in the Ubiquitin-Proteasomal Pathway"
"BIOCARTA_CDC42RAC_PATHWAY","BioCarta","Role of PI3K subunit p85 in regulation of Actin Organization and Cell Migration","(BioCarta) Role of PI3K subunit p85 in regulation of Actin Organization and Cell Migration"
"BIOCARTA_RANMS_PATHWAY","BioCarta","Role of Ran in mitotic spindle regulation","(BioCarta) Role of Ran in mitotic spindle regulation"
"BIOCARTA_BARR_MAPK_PATHWAY","BioCarta","Role of fl-arrestins in the activation and targeting of MAP kinases","(BioCarta) Role of fl-arrestins in the activation and targeting of MAP kinases"
"BIOCARTA_TOB1_PATHWAY","BioCarta","Role of Tob in T-cell activation","(BioCarta) Role of Tob in T-cell activation"
"BIOCARTA_BARRESTIN_SRC_PATHWAY","BioCarta","Roles of fl-arrestin-dependent Recruitment of Src Kinases in GPCR Signaling","(BioCarta) Roles of fl-arrestin-dependent Recruitment of Src Kinases in GPCR Signaling"
"BIOCARTA_NKT_PATHWAY","BioCarta","Selective expression of chemokine receptors during T-cell polarization","(BioCarta) Selective expression of chemokine receptors during T-cell polarization"
"BIOCARTA_IL1R_PATHWAY","BioCarta","Signal transduction through IL1R","(BioCarta) Signal transduction through IL1R"
"BIOCARTA_MET_PATHWAY","BioCarta","Signaling of Hepatocyte Growth Factor Receptor","(BioCarta) Signaling of Hepatocyte Growth Factor Receptor"
"BIOCARTA_GPCR_PATHWAY","BioCarta","Signaling Pathway from G-Protein Families","(BioCarta) Signaling Pathway from G-Protein Families"
"BIOCARTA_IGF1MTOR_PATHWAY","BioCarta","Skeletal muscle hypertrophy is regulated via AKT/mTOR pathway","(BioCarta) Skeletal muscle hypertrophy is regulated via AKT/mTOR pathway"
