Gene.ID	ensembl_gene_id	position	hgnc_symbol	percentage_gc_content	gene.length
ENSG00000157330.9	ENSG00000157330	9	C1orf158	43.81	4118
ENSG00000116726.4	ENSG00000116726	4	PRAMEF12	53.23	1786
ENSG00000116721.9	ENSG00000116721	9	PRAMEF1	46.46	2439
ENSG00000228338.1	ENSG00000228338	1		47.68	378
ENSG00000239810.3	ENSG00000239810	3	PRAMEF11	48.02	1845
ENSG00000231103.2	ENSG00000231103	2	PRAMEF30P	50.32	1417
ENSG00000179172.8	ENSG00000179172	8	HNRNPCL1	46.13	1108
ENSG00000120952.4	ENSG00000120952	4	PRAMEF2	47.2	1642
ENSG00000243073.3	ENSG00000243073	3	PRAMEF4	48.21	1828
ENSG00000187545.5	ENSG00000187545	5	PRAMEF10	47.85	1525
ENSG00000204510.5	ENSG00000204510	5	PRAMEF7	50.06	1660
ENSG00000207434.1	ENSG00000207434	1	RNU6-1072P	45.79	107
ENSG00000234064.1	ENSG00000234064	1	PRAMEF29P	49.04	1139
ENSG00000232423.5	ENSG00000232423	5	PRAMEF6	47.55	1784
ENSG00000274178.2	ENSG00000274178	2	PRAMEF28P	50.11	1450
ENSG00000274764.5	ENSG00000274764	5	PRAMEF27	48.08	1863
ENSG00000280267.3	ENSG00000280267	3	PRAMEF26	48.32	1863
ENSG00000229571.6	ENSG00000229571	6	PRAMEF25	45.15	2013
ENSG00000277058.2	ENSG00000277058	2	HNRNPCL3	47.02	1148
ENSG00000277862.1	ENSG00000277862	1	PRAMEF34P	50.59	1447
ENSG00000236179.1	ENSG00000236179	1	PRAMEF35P	51.9	891
ENSG00000275774.2	ENSG00000275774	2	HNRNPCL2	46.14	1148
ENSG00000229978.1	ENSG00000229978	1	PRAMEF36P	50.61	1452
ENSG00000233336.1	ENSG00000233336	1		47.29	384
ENSG00000179412.10	ENSG00000179412	10	HNRNPCL4	48.64	882
ENSG00000204505.4	ENSG00000204505	4	PRAMEF9	48.13	1863
ENSG00000279169.1	ENSG00000279169	1	PRAMEF13	50.13	1035
ENSG00000279804.1	ENSG00000279804	1	PRAMEF18	49.58	2104
ENSG00000250894.1	ENSG00000250894	1	PRAMEF31P	50.61	1371
ENSG00000270601.4	ENSG00000270601	4	PRAMEF5	47.59	1720
ENSG00000231219.1	ENSG00000231219	1	PRAMEF32P	49.07	1068
ENSG00000207511.1	ENSG00000207511	1	RNU6-443P	45.79	107
ENSG00000207511.1	ENSG00000207511	1	RNU6-771P	45.79	107
ENSG00000182330.10	ENSG00000182330	10	PRAMEF8	49.88	1937
ENSG00000204501.6	ENSG00000204501	6	PRAMEF15	45.85	1960
ENSG00000237700.1	ENSG00000237700	1	PRAMEF33P	50.97	1425
ENSG00000228229.2	ENSG00000228229	2		47.71	384
ENSG00000204481.7	ENSG00000204481	7	PRAMEF14	46.97	2301
ENSG00000204480.7	ENSG00000204480	7	PRAMEF19	50.44	1233
ENSG00000204479.4	ENSG00000204479	4	PRAMEF17	50.17	1578
ENSG00000204478.9	ENSG00000204478	9	PRAMEF20	47.5	1597
ENSG00000162494.5	ENSG00000162494	5	LRRC38	50.15	2209
ENSG00000259961.1	ENSG00000259961	1		57.55	477
ENSG00000215909.3	ENSG00000215909	3	BRWD1P1	53.75	371
ENSG00000162493.16	ENSG00000162493	16	PDPN	45.38	3707
ENSG00000222952.1	ENSG00000222952	1	RNA5SP41	56.44	101
ENSG00000266358.1	ENSG00000266358	1	NA	NA	NA
ENSG00000237445.2	ENSG00000237445	2		52.92	379
ENSG00000253085.1	ENSG00000253085	1		46.92	130
ENSG00000116731.22	ENSG00000116731	22	PRDM2	43.44	10923
ENSG00000252151.1	ENSG00000252151	1	RNU6-1265P	44.66	103
ENSG00000231606.1	ENSG00000231606	1		37.38	282
ENSG00000234593.2	ENSG00000234593	2		42.29	764
ENSG00000189337.15	ENSG00000189337	15	KAZN	45.46	13841
ENSG00000280763.1	ENSG00000280763	1	NA	NA	NA
ENSG00000235829.1	ENSG00000235829	1	TBCAP2	41.03	326
ENSG00000175147.11	ENSG00000175147	11	TMEM51-AS1	49.06	7100
ENSG00000171729.13	ENSG00000171729	13	TMEM51	48.41	2240
ENSG00000204464.7	ENSG00000204464	7	C1orf195	43.36	559
ENSG00000215720.4	ENSG00000215720	4		45.97	710
ENSG00000278480.1	ENSG00000278480	1		53.61	966
ENSG00000142621.19	ENSG00000142621	19	FHAD1	47.42	12805
ENSG00000233485.1	ENSG00000233485	1		48.02	3105
ENSG00000236045.1	ENSG00000236045	1		50.96	727
ENSG00000228140.1	ENSG00000228140	1		48.74	5178
ENSG00000142634.12	ENSG00000142634	12	EFHD2	56.77	2531
ENSG00000162438.11	ENSG00000162438	11	CTRC	51.84	3486
ENSG00000142615.7	ENSG00000142615	7	CELA2A	48.28	1519
ENSG00000215704.9	ENSG00000215704	9	CELA2B	48.76	1457
ENSG00000132906.17	ENSG00000132906	17	CASP9	48.7	5269
ENSG00000116138.12	ENSG00000116138	12	DNAJC16	44.67	8563
ENSG00000251866.1	ENSG00000251866	1		60.71	140
ENSG00000272510.1	ENSG00000272510	1		37.28	346
ENSG00000116771.5	ENSG00000116771	5	AGMAT	49.63	2500
ENSG00000237301.1	ENSG00000237301	1		46.61	2845
ENSG00000235084.3	ENSG00000235084	3	CHCHD2P6	61.3	447
ENSG00000252417.1	ENSG00000252417	1	RNU7-179P	52.94	68
ENSG00000236500.1	ENSG00000236500	1	CD24P1	48.89	225
ENSG00000197312.11	ENSG00000197312	11	DDI2	42.4	12136
ENSG00000215695.1	ENSG00000215695	1	RSC1A1	42.83	1854
ENSG00000271742.1	ENSG00000271742	1		52.34	256
ENSG00000116786.11	ENSG00000116786	11	PLEKHM2	52	4122
ENSG00000264048.1	ENSG00000264048	1	NA	NA	NA
ENSG00000237938.5	ENSG00000237938	5		59.63	1533
ENSG00000162461.7	ENSG00000162461	7	SLC25A34	58.85	3195
ENSG00000224459.1	ENSG00000224459	1		57.99	639
ENSG00000162460.6	ENSG00000162460	6	TMEM82	58.89	1520
ENSG00000162458.12	ENSG00000162458	12	FBLIM1	53.53	4716
ENSG00000280788.1	ENSG00000280788	1	NA	NA	NA
ENSG00000224321.1	ENSG00000224321	1	RPL12P14	50.82	490
ENSG00000233954.6	ENSG00000233954	6	UQCRHL	46.93	2180
ENSG00000178715.8	ENSG00000178715	8		55.71	438
ENSG00000179743.4	ENSG00000179743	4		50.48	2473
ENSG00000065526.10	ENSG00000065526	10	SPEN	42.99	13294
ENSG00000270620.1	ENSG00000270620	1		39.34	211
ENSG00000116809.11	ENSG00000116809	11	ZBTB17	51.22	4240
ENSG00000234607.2	ENSG00000234607	2		45.83	563
ENSG00000231353.1	ENSG00000231353	1		37.69	260
ENSG00000275503.1	ENSG00000275503	1		62.71	236
ENSG00000224966.4	ENSG00000224966	4	TBC1D3P6	62.2	962
ENSG00000183888.4	ENSG00000183888	4	C1orf64	52.32	3039
ENSG00000233078.1	ENSG00000233078	1		54.69	466
ENSG00000173641.17	ENSG00000173641	17	HSPB7	61.04	3910
ENSG00000186510.11	ENSG00000186510	11	CLCNKA	59.91	3476
ENSG00000232456.1	ENSG00000232456	1		58.74	704
ENSG00000184908.17	ENSG00000184908	17	CLCNKB	59.26	2939
ENSG00000185519.8	ENSG00000185519	8	FAM131C	57.95	1701
ENSG00000142627.12	ENSG00000142627	12	EPHA2	57.33	4159
ENSG00000227959.1	ENSG00000227959	1		61.07	904
ENSG00000224621.1	ENSG00000224621	1		50.57	544
ENSG00000234166.1	ENSG00000234166	1	ARHGEF19-AS1	49.4	439
ENSG00000142632.16	ENSG00000142632	16	ARHGEF19	57.33	3745
ENSG00000237276.8	ENSG00000237276	8	ANO7L1	54.07	1990
ENSG00000132881.11	ENSG00000132881	11	RSG1	54.05	1545
ENSG00000233929.1	ENSG00000233929	1	MT1XP1	60.75	186
ENSG00000037637.10	ENSG00000037637	10	FBXO42	43.85	8984
ENSG00000055070.16	ENSG00000055070	16	SZRD1	48.1	4747
ENSG00000226457.1	ENSG00000226457	1		41.47	381
ENSG00000187144.11	ENSG00000187144	11	SPATA21	50.37	4506
ENSG00000281598.1	ENSG00000281598	1	NA	NA	NA
ENSG00000157191.19	ENSG00000157191	19	NECAP2	49.4	5559
ENSG00000226029.1	ENSG00000226029	1		46.15	3245
ENSG00000080947.14	ENSG00000080947	14	CROCCP3	51.27	6813
ENSG00000206652.1	ENSG00000206652	1	RNU1-1	54.27	164
ENSG00000261135.1	ENSG00000261135	1		41.26	1110
ENSG00000224174.2	ENSG00000224174	2		56.03	327
ENSG00000233421.4	ENSG00000233421	4		59.2	2068
ENSG00000277344.1	ENSG00000277344	1	RNU1-6P	52.08	144
ENSG00000268991.2	ENSG00000268991	2	FAM231B	56.86	510
ENSG00000225710.1	ENSG00000225710	1		44.29	882
ENSG00000266584.1	ENSG00000266584	1	NA	NA	NA
ENSG00000219481.10	ENSG00000219481	10	NBPF1	43.99	12212
ENSG00000271732.1	ENSG00000271732	1		39.82	339
ENSG00000215908.8	ENSG00000215908	8	CROCCP2	53.58	3943
ENSG00000186301.8	ENSG00000186301	8	MST1P2	60.99	2291
ENSG00000282143.1	ENSG00000282143	1		46.74	817
ENSG00000207513.1	ENSG00000207513	1	RNU1-3	54.27	164
ENSG00000237847.2	ENSG00000237847	2	FAM231A	58.24	510
ENSG00000280114.1	ENSG00000280114	1		40.77	1351
ENSG00000264742.1	ENSG00000264742	1	NA	NA	NA
ENSG00000236698.1	ENSG00000236698	1	EIF1AXP1	38.62	435
ENSG00000268869.5	ENSG00000268869	5	ESPNP	59.07	3178
ENSG00000279151.1	ENSG00000279151	1		60.26	406
ENSG00000279132.1	ENSG00000279132	1	FAM231C	58.12	511
ENSG00000282740.1	ENSG00000282740	1		46.74	819
ENSG00000058453.16	ENSG00000058453	16	CROCC	49.14	8871
ENSG00000227684.2	ENSG00000227684	2	CROCCP4	47.24	762
ENSG00000207389.1	ENSG00000207389	1	RNU1-4	54.27	164
ENSG00000186715.10	ENSG00000186715	10	MST1L	50.44	5180
ENSG00000223643.6	ENSG00000223643	6		44.79	837
ENSG00000230239.1	ENSG00000230239	1		44.12	882
ENSG00000263811.1	ENSG00000263811	1	MIR3675	41.1	73
ENSG00000228549.3	ENSG00000228549	3		59.12	2963
ENSG00000277234.1	ENSG00000277234	1	RNU1-5P	53.47	144
ENSG00000238142.1	ENSG00000238142	1		56.83	508
ENSG00000235241.1	ENSG00000235241	1		64.37	508
ENSG00000207005.1	ENSG00000207005	1	RNU1-2	54.27	164
ENSG00000272426.1	ENSG00000272426	1		40.87	438
ENSG00000117122.13	ENSG00000117122	13	MFAP2	62.61	2915
ENSG00000226526.1	ENSG00000226526	1		57.36	636
ENSG00000159363.17	ENSG00000159363	17	ATP13A2	57.23	5253
ENSG00000117118.9	ENSG00000117118	9	SDHB	43.51	2462
ENSG00000117115.12	ENSG00000117115	12	PADI2	51.75	5984
ENSG00000281330.1	ENSG00000281330	1	NA	NA	NA
ENSG00000204362.6	ENSG00000204362	6		53.59	4676
ENSG00000282843.1	ENSG00000282843	1		52.67	1228
ENSG00000142623.9	ENSG00000142623	9	PADI1	53.3	4903
ENSG00000142619.4	ENSG00000142619	4	PADI3	51.48	3189
ENSG00000266634.1	ENSG00000266634	1	MIR3972	60.92	87
ENSG00000159339.13	ENSG00000159339	13	PADI4	49.06	2971
ENSG00000280226.1	ENSG00000280226	1		47.04	189
ENSG00000276747.1	ENSG00000276747	1	PADI6	52.07	2396
ENSG00000227751.1	ENSG00000227751	1		50.4	311
ENSG00000179051.13	ENSG00000179051	13	RCC2	51.68	4126
ENSG00000266727.1	ENSG00000266727	1	NA	NA	NA
ENSG00000074964.16	ENSG00000074964	16	ARHGEF10L	54.36	7817
ENSG00000236648.1	ENSG00000236648	1		51.01	610
ENSG00000278471.1	ENSG00000278471	1	NA	NA	NA
ENSG00000117148.7	ENSG00000117148	7	ACTL8	48.15	1864
ENSG00000261781.1	ENSG00000261781	1		49.52	2471
ENSG00000117154.11	ENSG00000117154	11	IGSF21	49.91	3085
ENSG00000280222.1	ENSG00000280222	1		54.4	6473
ENSG00000230035.2	ENSG00000230035	2		50.06	430
ENSG00000225387.1	ENSG00000225387	1		51.08	491
ENSG00000179023.8	ENSG00000179023	8	KLHDC7A	57.76	5145
ENSG00000235282.3	ENSG00000235282	3	DYNLL1P3	44.74	266
ENSG00000225478.2	ENSG00000225478	2		36.32	223
ENSG00000009709.11	ENSG00000009709	11	PAX7	52.35	6313
ENSG00000179002.5	ENSG00000179002	5	TAS1R2	49.67	2542
ENSG00000255275.3	ENSG00000255275	3		53.75	4369
ENSG00000159423.16	ENSG00000159423	16	ALDH4A1	55.04	3689
ENSG00000265606.1	ENSG00000265606	1	MIR4695	70.27	74
ENSG00000221662.1	ENSG00000221662	1	MIR1290	39.74	78
ENSG00000169991.10	ENSG00000169991	10	IFFO2	54.33	6188
ENSG00000272084.1	ENSG00000272084	1		55.94	3402
ENSG00000127481.14	ENSG00000127481	14	UBR4	43.74	24675
ENSG00000230424.1	ENSG00000230424	1		45.83	507
ENSG00000127463.13	ENSG00000127463	13	EMC1	46.63	10650
ENSG00000053372.4	ENSG00000053372	4	MRTO4	53.49	2822
ENSG00000211454.13	ENSG00000211454	13	AKR7L	52.23	2768
ENSG00000162482.4	ENSG00000162482	4	AKR7A3	54.95	1710
ENSG00000270728.1	ENSG00000270728	1		43.45	525
ENSG00000053371.12	ENSG00000053371	12	AKR7A2	52.87	1781
ENSG00000200403.1	ENSG00000200403	1	RNU6-1099P	40.19	107
ENSG00000040487.12	ENSG00000040487	12	PQLC2	54.93	2686
ENSG00000077549.17	ENSG00000077549	17	CAPZB	49.21	3238
ENSG00000240490.3	ENSG00000240490	3	RN7SL277P	55.56	288
ENSG00000201609.1	ENSG00000201609	1	RNU4-28P	36.17	141
ENSG00000235185.1	ENSG00000235185	1		43.41	207
ENSG00000173436.13	ENSG00000173436	13	MINOS1	42.96	5227
ENSG00000270136.5	ENSG00000270136	5	MINOS1-NBL1	47.48	2493
ENSG00000226396.1	ENSG00000226396	1		55.38	455
ENSG00000158747.13	ENSG00000158747	13	NBL1	56.98	3465
ENSG00000158748.3	ENSG00000158748	3	HTR6	52.93	1984
ENSG00000162542.13	ENSG00000162542	13	TMCO4	48.92	4054
ENSG00000178828.6	ENSG00000178828	6	RNF186	58.08	1250
ENSG00000235434.1	ENSG00000235434	1		49.92	447
ENSG00000169914.5	ENSG00000169914	5	OTUD3	41.28	6767
ENSG00000188784.4	ENSG00000188784	4	PLA2G2E	59.6	785
ENSG00000242688.3	ENSG00000242688	3	RN7SL304P	54.49	301
ENSG00000188257.10	ENSG00000188257	10	PLA2G2A	52.09	1685
ENSG00000127472.10	ENSG00000127472	10	PLA2G5	44.61	2607
ENSG00000117215.14	ENSG00000117215	14	PLA2G2D	50.59	2681
ENSG00000158786.4	ENSG00000158786	4	PLA2G2F	56.01	6440
ENSG00000227066.1	ENSG00000227066	1		49.09	2639
ENSG00000187980.6	ENSG00000187980	6	PLA2G2C	51.69	3298
ENSG00000225986.1	ENSG00000225986	1	UBXN10-AS1	56.61	510
ENSG00000162543.5	ENSG00000162543	5	UBXN10	47.24	5571
ENSG00000228105.1	ENSG00000228105	1		44.33	480
ENSG00000158816.15	ENSG00000158816	15	VWA5B1	50.36	6377
ENSG00000226664.1	ENSG00000226664	1		51.36	229
ENSG00000236963.6	ENSG00000236963	6	LINC01141	48.5	3394
ENSG00000226487.1	ENSG00000226487	1		46.63	376
ENSG00000162545.5	ENSG00000162545	5	CAMK2N1	57.6	2615
ENSG00000090432.6	ENSG00000090432	6	MUL1	47.52	2438
ENSG00000215520.3	ENSG00000215520	3	RPS4XP4	46.79	763
ENSG00000183114.7	ENSG00000183114	7	FAM43B	67.92	2572
ENSG00000158825.5	ENSG00000158825	5	CDA	48.54	963
ENSG00000158828.5	ENSG00000158828	5	PINK1	50.78	4836
ENSG00000273695.1	ENSG00000273695	1	NA	NA	NA
ENSG00000117242.7	ENSG00000117242	7	PINK1-AS	49.29	4443
ENSG00000244038.9	ENSG00000244038	9	DDOST	50.61	2721
ENSG00000117245.12	ENSG00000117245	12	KIF17	52.54	4470
ENSG00000235432.1	ENSG00000235432	1		51.88	479
ENSG00000189410.11	ENSG00000189410	11	SH2D5	61.39	4423
ENSG00000233069.1	ENSG00000233069	1		52.47	299
ENSG00000127483.17	ENSG00000127483	17	HP1BP3	41.17	7442
ENSG00000075151.20	ENSG00000075151	20	EIF4G3	39.36	9596
ENSG00000251914.1	ENSG00000251914	1	RNU7-200P	35.48	62
ENSG00000221808.1	ENSG00000221808	1	MIR1256	42.02	119
ENSG00000233072.1	ENSG00000233072	1	RPS15AP6	41.3	385
ENSG00000236073.2	ENSG00000236073	2		41.74	115
ENSG00000235112.1	ENSG00000235112	1	HSPE1P27	46.29	296
ENSG00000117298.14	ENSG00000117298	14	ECE1	52.19	7265
ENSG00000236936.1	ENSG00000236936	1		53.16	723
ENSG00000231105.1	ENSG00000231105	1		51.53	2479
ENSG00000236216.5	ENSG00000236216	5	PPP1R11P1	57.98	376
ENSG00000228823.1	ENSG00000228823	1		43.78	649
ENSG00000236009.1	ENSG00000236009	1		42.51	761
ENSG00000227001.3	ENSG00000227001	3	NBPF2P	44.45	661
ENSG00000187952.9	ENSG00000187952	9	HS6ST1P1	67.1	1234
ENSG00000186543.7	ENSG00000186543	7	CROCCP5	61.89	830
ENSG00000142794.18	ENSG00000142794	18	NBPF3	43.05	6812
ENSG00000176378.8	ENSG00000176378	8	PFN1P10	56.57	327
ENSG00000162551.13	ENSG00000162551	13	ALPL	51.63	3007
ENSG00000233431.1	ENSG00000233431	1		58.59	821
ENSG00000221781.1	ENSG00000221781	1	NA	NA	NA
ENSG00000076864.19	ENSG00000076864	19	RAP1GAP	56.63	5755
ENSG00000090686.15	ENSG00000090686	15	USP48	41.84	9497
ENSG00000281866.1	ENSG00000281866	1	NA	NA	NA
ENSG00000231978.2	ENSG00000231978	2		45.6	307
ENSG00000187942.11	ENSG00000187942	11	LDLRAD2	54.29	4490
ENSG00000142798.17	ENSG00000142798	17	HSPG2	56.09	17684
ENSG00000232037.3	ENSG00000232037	3		44.31	483
ENSG00000219073.7	ENSG00000219073	7	CELA3B	49.6	1541
ENSG00000273610.1	ENSG00000273610	1	RN7SL386P	56.23	297
ENSG00000201919.1	ENSG00000201919	1	RNU6-1022P	43.27	104
ENSG00000142789.19	ENSG00000142789	19	CELA3A	50.62	1224
ENSG00000278124.1	ENSG00000278124	1	RN7SL186P	55.89	297
ENSG00000201273.1	ENSG00000201273	1	RNU6-776P	43.27	104
ENSG00000228397.2	ENSG00000228397	2		54.4	1126
ENSG00000218510.6	ENSG00000218510	6	LINC00339	47.63	2406
ENSG00000070831.15	ENSG00000070831	15	CDC42	41.82	3598
ENSG00000230068.2	ENSG00000230068	2	CDC42-IT1	41.02	692
ENSG00000271428.1	ENSG00000271428	1		37.5	488
ENSG00000271840.1	ENSG00000271840	1		43.32	748
ENSG00000162552.14	ENSG00000162552	14	WNT4	57.7	4527
ENSG00000266564.1	ENSG00000266564	1	MIR4418	53.23	62
ENSG00000234397.3	ENSG00000234397	3		47.36	492
ENSG00000279625.1	ENSG00000279625	1		49.43	1853
ENSG00000184677.16	ENSG00000184677	16	ZBTB40	42.7	8992
ENSG00000237200.1	ENSG00000237200	1	ZBTB40-IT1	44.07	273
ENSG00000070886.10	ENSG00000070886	10	EPHA8	56.79	5358
ENSG00000276835.1	ENSG00000276835	1	MIR6127	55.05	109
ENSG00000173372.16	ENSG00000173372	16	C1QA	56.78	1272
ENSG00000159189.11	ENSG00000159189	11	C1QC	54.68	1335
ENSG00000173369.15	ENSG00000173369	15	C1QB	51.13	1601
ENSG00000133216.16	ENSG00000133216	16	EPHB2	51.95	12516
ENSG00000265422.1	ENSG00000265422	1	MIR4684	52.44	82
ENSG00000216157.2	ENSG00000216157	2	NA	NA	NA
ENSG00000225952.1	ENSG00000225952	1		53.83	480
ENSG00000264014.1	ENSG00000264014	1	MIR4253	64.71	68
ENSG00000215906.8	ENSG00000215906	8	LACTBL1	52.25	1641
ENSG00000227868.5	ENSG00000227868	5	C1orf234	45.88	658
ENSG00000004487.15	ENSG00000004487	15	KDM1A	39.16	5435
ENSG00000240553.1	ENSG00000240553	1		39.23	666
ENSG00000263793.1	ENSG00000263793	1	MIR3115	41.18	68
ENSG00000266802.1	ENSG00000266802	1	MIR4419A	59.74	77
ENSG00000169641.13	ENSG00000169641	13	LUZP1	43.28	9658
ENSG00000229010.1	ENSG00000229010	1		58.07	818
ENSG00000206935.1	ENSG00000206935	1	RNU6-514P	38.32	107
ENSG00000252578.1	ENSG00000252578	1	RNU6-135P	42.57	101
ENSG00000179546.4	ENSG00000179546	4	HTR1D	48.75	2835
ENSG00000215381.3	ENSG00000215381	3		55.65	460
ENSG00000261326.2	ENSG00000261326	2	LINC01355	36	5444
ENSG00000125944.18	ENSG00000125944	18	HNRNPR	38.85	8676
ENSG00000125945.14	ENSG00000125945	14	ZNF436	46	4392
ENSG00000249087.6	ENSG00000249087	6	ZNF436-AS1	51.57	2655
ENSG00000201405.1	ENSG00000201405	1		38.71	93
ENSG00000271420.1	ENSG00000271420	1		44.77	650
ENSG00000204219.9	ENSG00000204219	9	TCEA3	48.56	3515
ENSG00000232482.2	ENSG00000232482	2		43.5	426
ENSG00000088280.18	ENSG00000088280	18	ASAP3	49.67	4988
ENSG00000007968.6	ENSG00000007968	6	E2F2	51.66	5457
ENSG00000280791.1	ENSG00000280791	1	NA	NA	NA
ENSG00000235052.1	ENSG00000235052	1		45.92	456
ENSG00000117318.8	ENSG00000117318	8	ID3	57.27	1797
ENSG00000197880.8	ENSG00000197880	8	MDS2	49.57	2142
ENSG00000229239.2	ENSG00000229239	2		46.76	1186
ENSG00000142676.12	ENSG00000142676	12	RPL11	46.18	1987
ENSG00000011007.12	ENSG00000011007	12	TCEB3	45.7	5391
ENSG00000236810.5	ENSG00000236810	5	TCEB3-AS1	45.68	1347
ENSG00000057757.9	ENSG00000057757	9	PITHD1	44.59	2186
ENSG00000011009.10	ENSG00000011009	10	LYPLA2	62.39	2196
ENSG00000117308.14	ENSG00000117308	14	GALE	60.1	3978
ENSG00000117305.14	ENSG00000117305	14	HMGCL	46.84	5658
ENSG00000179163.11	ENSG00000179163	11	FUCA1	45.7	2047
ENSG00000188822.7	ENSG00000188822	7	CNR2	47.63	5254
ENSG00000229106.1	ENSG00000229106	1	BTBD6P1	58.25	1267
ENSG00000232557.3	ENSG00000232557	3		48.26	210
ENSG00000264926.1	ENSG00000264926	1	MIR378F	52.56	78
ENSG00000230228.2	ENSG00000230228	2		48.64	368
ENSG00000189266.11	ENSG00000189266	11	PNRC2	43.71	2564
ENSG00000188529.14	ENSG00000188529	14	SRSF10	39.02	10277
ENSG00000215905.4	ENSG00000215905	4		53.36	328
ENSG00000225315.2	ENSG00000225315	2		48.75	454
ENSG00000142661.18	ENSG00000142661	18	MYOM3	52.63	9254
ENSG00000230703.1	ENSG00000230703	1		50.01	461
ENSG00000142677.3	ENSG00000142677	3	IL22RA1	48.4	2798
ENSG00000185436.11	ENSG00000185436	11	IFNLR1	47.37	4923
ENSG00000230023.2	ENSG00000230023	2		50.44	1849
ENSG00000221032.3	ENSG00000221032	3	NA	NA	NA
ENSG00000266511.1	ENSG00000266511	1	NA	NA	NA
ENSG00000232298.2	ENSG00000232298	2		46.73	856
ENSG00000158055.15	ENSG00000158055	15	GRHL3	51	3940
ENSG00000001460.17	ENSG00000001460	17	STPG1	44.09	8511
ENSG00000001461.16	ENSG00000001461	16	NIPAL3	45	9404
ENSG00000117602.11	ENSG00000117602	11	RCAN3	42.26	7077
ENSG00000264443.1	ENSG00000264443	1		44.64	1445
ENSG00000184454.6	ENSG00000184454	6	NCMAP	47.91	4122
ENSG00000227312.2	ENSG00000227312	2		42.53	348
ENSG00000239106.1	ENSG00000239106	1		40.78	103
ENSG00000133226.16	ENSG00000133226	16	SRRM1	41.76	8168
ENSG00000169504.14	ENSG00000169504	14	CLIC4	41.67	4495
ENSG00000238482.1	ENSG00000238482	1	RNU6-1208P	37.38	107
ENSG00000020633.18	ENSG00000020633	18	RUNX3	54.8	4523
ENSG00000278034.1	ENSG00000278034	1	MIR6731	59.72	72
ENSG00000229162.1	ENSG00000229162	1		53.34	820
ENSG00000261025.1	ENSG00000261025	1		55.46	2443
ENSG00000264371.1	ENSG00000264371	1	MIR4425	44.05	84
ENSG00000233755.1	ENSG00000233755	1		50.54	863
ENSG00000233419.3	ENSG00000233419	3		56.72	402
ENSG00000231953.2	ENSG00000231953	2		39.95	988
ENSG00000117614.9	ENSG00000117614	9	SYF2	43.61	3370
ENSG00000117616.17	ENSG00000117616	17	RSRP1	46.4	6804
ENSG00000272432.1	ENSG00000272432	1		52.99	485
ENSG00000261349.1	ENSG00000261349	1		47.34	459
ENSG00000187010.18	ENSG00000187010	18	RHD	46.66	3313
ENSG00000224183.1	ENSG00000224183	1	SDHDP6	53.96	480
ENSG00000259984.1	ENSG00000259984	1		47.44	459
ENSG00000183726.10	ENSG00000183726	10	TMEM50A	42.04	3410
ENSG00000188672.16	ENSG00000188672	16	RHCE	46.8	2433
ENSG00000238084.4	ENSG00000238084	4		53.97	478
ENSG00000204178.9	ENSG00000204178	9	TMEM57	40.69	3979
ENSG00000157978.11	ENSG00000157978	11	LDLRAP1	54.63	5397
ENSG00000225643.1	ENSG00000225643	1		50.97	483
ENSG00000117643.14	ENSG00000117643	14	MAN1C1	48.51	9026
ENSG00000233478.1	ENSG00000233478	1		51.32	2224
ENSG00000162430.16	ENSG00000162430	16	SELENON	56.76	4424
ENSG00000255054.3	ENSG00000255054	3		56.05	792
ENSG00000228172.5	ENSG00000228172	5		57.42	2793
ENSG00000117640.17	ENSG00000117640	17	MTFR1L	49.43	5817
ENSG00000272478.1	ENSG00000272478	1		45.5	222
ENSG00000127423.10	ENSG00000127423	10	AUNIP	42.54	2408
ENSG00000236528.1	ENSG00000236528	1		50.6	849
ENSG00000182749.5	ENSG00000182749	5	PAQR7	51.15	3297
ENSG00000207302.1	ENSG00000207302	1		41.82	110
ENSG00000117632.20	ENSG00000117632	20	STMN1	48.24	6288
ENSG00000229786.1	ENSG00000229786	1	SNRPFP2	43.43	251
ENSG00000223624.1	ENSG00000223624	1		41.43	140
ENSG00000264021.1	ENSG00000264021	1	NA	NA	NA
ENSG00000266763.1	ENSG00000266763	1	NA	NA	NA
ENSG00000158006.13	ENSG00000158006	13	PAFAH2	45.67	3835
ENSG00000207237.1	ENSG00000207237	1	RNU6-110P	42.31	104
ENSG00000252190.1	ENSG00000252190	1		52	125
ENSG00000252691.1	ENSG00000252691	1		52.38	84
ENSG00000158008.9	ENSG00000158008	9	EXTL1	55.41	4537
ENSG00000158014.14	ENSG00000158014	14	SLC30A2	55.89	3498
ENSG00000158022.6	ENSG00000158022	6	TRIM63	49.92	2573
ENSG00000265320.1	ENSG00000265320	1	NA	NA	NA
ENSG00000175087.9	ENSG00000175087	9	PDIK1L	43.1	4535
ENSG00000197245.5	ENSG00000197245	5	FAM110D	58.12	2858
ENSG00000282872.1	ENSG00000282872	1		56.1	761
ENSG00000236782.6	ENSG00000236782	6		61.54	1721
ENSG00000142684.7	ENSG00000142684	7	ZNF593	62.91	769
ENSG00000142675.17	ENSG00000142675	17	CNKSR1	55.23	4043
ENSG00000188782.7	ENSG00000188782	7	CATSPER4	50.8	2030
ENSG00000236155.6	ENSG00000236155	6		48.5	3191
ENSG00000278572.1	ENSG00000278572	1		53.59	899
ENSG00000130695.13	ENSG00000130695	13	CEP85	44.77	5422
ENSG00000270733.1	ENSG00000270733	1		43.3	358
